anime_id,title,score,rank,popularity,members,synopsis,start_date,end_date,type,episodes,image_url
573,Saber Marionette J,7.33,2781,4147,36241,"In the distant future, since the Earth has become overpopulated, efforts to find and colonize on other planets have begun. However, one of the ships, the ""Mesopotamia"" malfunctions and all but 6 of its inhabitants are all killed. the remaining 6 manage to escape to a nearby planet named ""Terra ll "", which is similar to Earth in many respects. However, all of them are male. Therefore, as to not let their efforts go to waste, they begin to set up 6 countries and to reproduce through cloning and genetic engineering. however, there are still no women, and to make up for it they create lifelike advanced female androids called ""Marionettes"" which do everyday chores and work. However, they are all emotionless machines. But one day, a ordinary boy named Otaru finds and awakens 3 special battle type Marionettes that have emotions due to a ""Maiden Circuit"" within them. It's up to him then to teach them and allow their emotions to grow, and when a nearby country threatens with world domination, it's up to to Otaru and his ""human"" Marionettes to protect their country.",1996-01-01,1997-01-01,TV,25,https://cdn.myanimelist.net/images/anime/1754/97053.jpg
34102,Sakurada Reset,7.33,2783,1685,154503,"Kei Asai lives in the oceanside city of Sakurada—a town where the inhabitants are born with strange abilities. On the school rooftop one day, he meets Misora Haruki, an apathetic girl with the power to reset anything around her up to three days prior. While no one knows when she has reset, not even Haruki, Kei can retain everything before the reset thanks to his own ability: photographic memory. After they successfully help someone by combining their powers, they join the Service Club to aid others in their town. However, their club becomes involved with and begins completing missions for the mysterious Administration Bureau—an organization that focuses on managing the abilities in Sakurada and manipulating the town's events for their own ends. They may find out that there are more things at work in Sakurada than the machinations of the uncanny organization. [Written by MAL Rewrite]",2017-01-01,2017-01-01,TV,24,https://cdn.myanimelist.net/images/anime/5/87743.jpg
2835,Patalliro!,7.33,2777,6876,10680,"Patarillo! is set in a society much like ours in most ways, with one decided twist. The manga on which it is based is one of the much-read works produced for adolescent Japanese girls that features a healthy proportion of gay men and beautiful teenagers aka bishounen (beautiful boys). Most of the action takes place in Marinera, the land of eternal spring, located somewhere in the South Seas. The country is a major producer of diamonds; they provide much of the basis of conflict in the anime series. They come from one of the most prolific mines in the world, owned by the king of Marinera, the vertically challenged but horizontally endowed boy-king Patarillo himself. The International Diamond Syndicate - a huge semi- criminal organization/ secret society dedicated to taking over the world's entire diamond supply- wants that mine and will stop at nothing to get it. In the early episodes they send off a number of bishounen assassins to do in Patarillo, which necessitates his having a bodyguard, the English MI6 agent, Major Jack ('Bishounen-Killer') Bancoran. Bancoran's nickname doesn't mean he shoots bishounen in cold blood. The soubriquet comes from the fact that no male under the age of 17 can resist his sexual fascination. This, to Bancoran's eternal disgust, includes Patarillo himself. The action switches often from Marinera to MI6 headquarters in London (London seems to be an easy two hour's flight from the South Seas) or Bancoran's palatial condo in the suburbs of same. (MI6, be it noted, looks a lot like Fritz Lang's Metropolis, while Jack's 'apartment' bears a passing resemblance to Randolph Hearst's spread.) The action also goes into the past and future and out into space. Patarillo evidently gets around. (Source: aestheticism.com)",1982-01-01,1983-01-01,TV,49,https://cdn.myanimelist.net/images/anime/2/56443.jpg
37596,Poputepipikku TV Special,7.33,2778,4805,26194,"Episode 13 and 14 of Poputepipikku . The special has four versions shown on four different broadcasters: Tokyo MX (Blue Dragon ver.), Nico Nico Douga (Vermilion Bird ver.), Abema TV Anilive (White Tiger ver.) and Abema TV Pop Team Epic Channel (Black Tortoise ver.). Each version has a unique combination of seiyuus. (Source: AniDB)",2019-01-01,2019-01-01,TV Special,2,https://cdn.myanimelist.net/images/anime/1091/100387.jpg
7041,Seto no Hanayome OVA Specials,7.33,2784,6242,13493,30 seconds sketches/omakes from the OVAs.,2008-01-01,2009-01-01,Special,2,https://cdn.myanimelist.net/images/anime/4/22430.jpg
50094,Lupin III: Part 6 - Jidai,7.33,2767,8093,7107,Episode 0 of Lupin III: Part 6 series.,2021-01-01,2021-01-01,TV Special,1,https://cdn.myanimelist.net/images/anime/1589/118735.jpg
37618,Meng Qi Shi Shen,7.33,2770,4376,32276,"Ye Jiayao is a young and talented cook who dreams of becoming a renowned chef one day. As luck would have it, she's magically transported back in time to Imperial China, and in the body of an extremely useless girl. Ye Jiayao is immediately kidnapped and held for ransom, but she manages to use her wits (and her sense of humor) to get whatever she wants. (Source: CBR)",2018-01-01,2019-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1826/91440.jpg
13429,Sakasama no Patema: Beginning of the Day,7.33,2782,4488,30589,"Despite leading a peaceful life as the princess of a subterraneous colony, teenage Patema longs to escape her cramped industrial confines and experience someplace different. While satiating her curiosity by exploring a region known as the ""danger zone,"" she is startled by a cloaked figure and falls into the darkness of an abyss. Awakening with the sky below her feet and the ground hanging above, Patema finds herself clinging to a fence at the mercy of a seemingly reversed gravity. Although a nearby student named Age is able to rescue her, they are left wondering which of the two is actually upside down. [Written by MAL Rewrite]",2012-01-01,2012-01-01,Special,4,https://cdn.myanimelist.net/images/anime/3/37569.jpg
6896,Pandora Hearts Omake,7.33,2776,3601,47335,Pandora Hearts DVD shorts. Episode list,2009-01-01,2010-01-01,Special,9,https://cdn.myanimelist.net/images/anime/13/21439.jpg
18893,Aoki Hagane no Arpeggio: Ars Nova,7.33,2790,1679,155804,"In the year 2039, the drastic effects of global warming have caused sea levels to rise, resulting in major loss of land. To ensure humanity learns its lesson, a fleet of powerful warships equipped with advanced weaponry emerges, causing overwhelming defeat for naval forces throughout the world. Calling themselves the Fleet of Fog, each ship has a ""Mental Model,"" a humanoid avatar which represents the ship's heart, its ""Union Core."" Each model has a different personality but all follow an unknown authority known as the Admiralty Code, who have implemented a blockade to prevent humans from traveling across the sea. Seventeen years after the blockade, Gunzou Chihaya, a National Marine Academy alumnus, stumbles upon I-401 and its Mental Model, Iona, who sides with mankind for unknown reasons. Utilizing this newfound hope of achieving peace for humanity, Gunzou and his friends form a group of privateers, known as the Blue Steel, as they set out on a dangerous journey. [Written by MAL Rewrite]",2013-01-01,2013-01-01,TV,12,https://cdn.myanimelist.net/images/anime/6/56143.jpg
2337,Tetsujin 28-gou (2004),7.33,2787,8185,6936,"In post-WWII Japan, Prof. Shikishima has built up Shikishima Industries to be a technological powerhouse, working on developing robots. However, at the heart of their success lurks a dark secret from the war, something that cost the life of Prof. Kaneda, the mentor of Prof. Shikishima. Now Kaneda's son, Shoutarou, is about to learn the truth, and it will change him forever. (Source: ANN)",2004-01-01,2004-01-01,TV,26,https://cdn.myanimelist.net/images/anime/13/53585.jpg
1521,Black Jack the Movie,7.33,2791,5951,15207,"Joe Carol Brane attempts to hire Dr. Black Jack on a breed of superhumans that have the strength, intellectual, athletic, and artistic skills with great excel in different fields, only to later find out that they start deteriorating after some period of time and causing an untimely death. Joe needs Dr. Black Jack's help on finding a cure. (Source: ANN)",1996-01-01,1996-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1868/134318.jpg
48471,Tsuki to Laika to Nosferatu,7.33,2788,1558,172023,"On November 23, 1957, the whole world witnessed the Federal Republic of Zirnitra's monumental achievement of sending the first live animal—a dog—to outer space. Since then, the space race between the confederacy and its competitor, the United Kingdom of Arnack, has intensified; the two countries hope to one day send humans to the cosmos above. As a dog's biology is inherently different from a human's anatomy, there is no way to perfectly identify the risks involving space travel and its effects on an individual's body without actually sending someone for observation. However, Zirnitra's government has a potential solution: to experiment on vampires, whose biological similarity to humans is too significant to ignore. Despite being forcibly taken from her home in the mountains, vampire Irina Luminesk shows no resistance and is even willing to train as a test subject. Lev Leps, a former top candidate to become the first human cosmonaut, is designated to accompany Irina and act as her guide. Through their time together, Irina and Lev begin to develop a mutual love for outer space, bringing them closer together. [Written by MAL Rewrite]",2021-01-01,2021-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1393/118374.jpg
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.33,2795,2419,93722,"Under the scorching desert sun, a lonely girl called Éclair wanders, faithfully protecting the relic ""Phoenix Stone"" entrusted to her. Even though she hates magic, the power of the Stone brings her handcrafted plush toy to life. Finally graced with the warmth of friendship, Éclair names it Momon, and together, they commence their journey across Fiore, guided by the Stone. [Written by MAL Rewrite]",2013-01-01,2013-01-01,Special,1,https://cdn.myanimelist.net/images/anime/8/50101.jpg
