Sample,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Acid digest T (°C),Temperature,Acid correction factor,Reference
Jamaica,1.06 ,-1.19 ,/,0.683 ,70,27.05 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Colombia,1.23 ,-2.18 ,/,0.680 ,70,28.25 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Colombia,1.54 ,-1.34 ,/,0.691 ,70,24.48 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Colombia,1.56 ,-1.78 ,/,0.695 ,70,23.03 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Jamaica,1.57 ,-1.61 ,/,0.674 ,70,30.40 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Jamaica,1.39 ,-1.06 ,/,0.694 ,70,24.63 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Panama,1.67 ,-1.88 ,/,0.686 ,70,26.05 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Panama,1.50 ,-2.03 ,/,0.668 ,70,32.47 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Panama,1.91 ,-1.49 ,/,0.694 ,70,23.40 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
Colombia,1.20 ,-2.12 ,/,0.656 ,70,23.93 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
HBFL,1.81 ,-1.16 ,/,0.694 ,70,23.17 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
HBFL,1.17 ,-1.25 ,/,0.690 ,70,24.77 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
HBFL,1.08 ,-0.46 ,/,0.678 ,70,18.10 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
HBFL,1.02 ,-0.25 ,/,0.664 ,70,22.70 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
USVI,0.06 ,-1.31 ,/,0.672 ,70,31.05 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
USVI,0.30 ,-1.12 ,/,0.688 ,70,25.33 ,0.072,"Zhang, J.Z., Petersen, S.V., 2023. Clumped and oxygen isotope sclerochronology methods tested in the bivalve Lucina pensylvanica. Chemical Geology 620."
New-BD-1,-8.09 ,-9.36 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-1,-8.11 ,-9.62 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-1,-7.74 ,-8.68 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-17,-7.97 ,-9.19 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-17,-8.12 ,-8.87 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-17,-8.00 ,-9.09 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-5,-7.96 ,-9.41 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-5,-7.99 ,-9.46 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-5,-8.16 ,-9.27 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.85 ,-9.90 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.50 ,-9.06 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.58 ,-9.27 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.42 ,-9.03 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.66 ,-9.26 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.54 ,-9.36 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
New-BD-9,-7.63 ,-9.15 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-1,-6.49 ,-9.11 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-1,-6.82 ,-9.80 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-1,-6.72 ,-9.51 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.40 ,-9.42 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.50 ,-9.49 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.68 ,-9.12 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.65 ,-9.31 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.97 ,-9.98 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-11,-7.58 ,-9.24 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-26,-7.15 ,-9.55 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-26,-7.14 ,-9.47 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-26,-7.11 ,-9.36 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-26,-6.92 ,-9.08 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-5.15 ,-9.55 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-5.15 ,-9.55 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-5.07 ,-9.07 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-5.12 ,-9.21 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-5.26 ,-9.51 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-33,-4.98 ,-8.84 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.11 ,-9.36 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.30 ,-9.04 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.08 ,-8.56 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.27 ,-8.76 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.18 ,-8.60 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-47,-4.17 ,-8.62 ,/,,90,,,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-5,-6.25 ,-9.45 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-5,-6.22 ,-9.35 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-5,-6.57 ,-9.81 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
SL-5,-7.04 ,-10.59 ,/,,90,,0.088,"Wen, Y., Zhang, L., Holbourn, A.E., Zhu, C., Huntington, K.W., Jin, T., Li, Y., Wang, C., 2023. CO(2)-forced Late Miocene cooling and ecosystem reorganizations in East Asia. Proc Natl Acad Sci U S A 120, e2214655120."
Weh-C-11,,,/,,,,,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-8.61 ,-11.01 ,/,0.675 ,90,33.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-8.74 ,-11.79 ,/,0.660 ,90,36.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-12,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-10.81 ,-11.20 ,/,0.656 ,90,37.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-14-1,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-9.57 ,-11.23 ,/,0.658 ,90,37.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-14-2,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-11.58 ,-11.32 ,/,0.663 ,90,35.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-11.60 ,-11.24 ,/,0.659 ,90,36.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R3,-11.53 ,-11.35 ,/,0.645 ,90,40.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-16,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-13.19 ,-11.38 ,/,0.654 ,90,37.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-12.88 ,-11.30 ,/,0.666 ,90,35.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-17,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-11.05 ,-10.53 ,/,0.613 ,90,48.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-11.04 ,-10.71 ,/,0.635 ,90,42.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-18,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-8.01 ,-11.04 ,/,0.665 ,90,35.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-7.93 ,-11.40 ,/,0.661 ,90,36.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-19,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-10.93 ,-12.16 ,/,0.626 ,90,44.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-2,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-5.65 ,-11.33 ,/,0.645 ,90,40.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R2,-5.75 ,-11.30 ,/,0.654 ,90,38.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-20,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
R1,-9.12 ,-11.57 ,/,0.645 ,90,40.00 ,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
Weh-C-21,,,/,,90,,0.088,"Cao, B., Luo, X., Wang, X., Zhang, L., Shi, H., 2023. Calcite‐cemented concretions in non‐marine sandstones: An integrated study of outcrop sedimentology, petrography and clumped isotopes. Sedimentology."
