#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
586,claim,7578546701,25,"the news told me someone discovered that blue whales eat 500,000 calories in 1 mouthful on average",not verified,banned,83508,39008,4277,114,24
587,claim,7351772999,6,the news told me someone discovered that the french scrabble world champion winner doesn’t speak french,not verified,active,588106,57705,6956,335,75
588,claim,5721460557,11,the news told me someone discovered that 170-year-old champagne was found under the baltic sea,not verified,active,116774,41224,14179,341,158
589,claim,3191009181,28,the news told me someone discovered that there are billions of eggs produced commercially each year,not verified,active,969714,498146,186686,7334,1250
590,claim,5031933018,16,the news told me someone discovered that children are born less frequently on saturdays,not verified,active,677421,447292,121349,3813,868
591,claim,1409053238,5,the news told me someone discovered that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,under review,17136,728,139,10,5
592,claim,1360982865,24,the news told me someone discovered that one strand of hair can hold up to 3 ounces of weight,not verified,active,410030,233301,54953,5359,2433
593,claim,7356053262,60,the news told me someone discovered that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,873157,222286,61994,2935,662
594,claim,5310756185,29,the news told me someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,active,378019,110484,19933,1416,459
595,claim,4080438353,38,the news told me someone discovered that snakes can predict earthquakes,not verified,banned,463669,293444,67931,7042,2560
596,claim,5664855012,27,"the news told me someone discovered that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,218127,60700,18985,454,79
597,claim,5461207548,57,the news told me someone discovered that your fingernails on your dominant hand grow faster,not verified,active,523866,38141,8869,904,501
598,claim,1490579884,24,the news told me someone discovered that playing dance music helps ward off mosquitoes,not verified,active,137701,48556,17629,886,29
599,claim,9840265570,54,the news told me someone discovered that the roar of a lion can be heard up to 5 miles away,not verified,active,524184,168561,63285,726,404
600,claim,9963351063,17,the news told me someone discovered that flossing your teeth improves memory,not verified,under review,415150,269193,50992,3955,2420
601,claim,7615168346,59,the news told me someone discovered that lemurs were previously the size of gorillas,not verified,active,608068,386163,30447,1343,648
602,claim,4794300179,31,"the news told me someone discovered that there are over 6,000 species of grass",not verified,active,612899,365292,12034,4252,1137
603,claim,5392526792,20,the news told me someone discovered that the queens in ant colonies live for around 30 years,not verified,banned,757330,128030,9917,859,210
604,claim,1410278960,51,the news told me someone discovered that the largest living thing on earth is a tree,not verified,active,211390,67559,7915,495,306
605,claim,9563412927,11,the news claimed someone discovered that it snows in the sahara desert,not verified,active,598954,15794,3532,320,80
606,claim,2575384781,20,the news claimed someone discovered that the rubik's cube is the best-selling product of all time,not verified,active,887458,34680,9245,832,528
607,claim,3530297990,52,"the news claimed someone discovered that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,37896,5686,2057,57,35
608,claim,1522822984,18,the news claimed someone discovered that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,226816,130553,52016,2583,1522
609,claim,9402387932,27,the news claimed someone discovered that mobile phone use in india is nearly 100%,not verified,active,690782,32573,1437,220,91
610,claim,7749691790,45,the news claimed someone discovered that more businesses will be owned by women than men by 2045,not verified,banned,456853,277229,14415,2860,1267
611,claim,3261646892,54,the news claimed someone discovered that the earliest playable recording of a person singing was recorded in 1860,not verified,active,718521,323885,74616,2829,887
612,claim,3149228496,6,the news claimed someone discovered that the band metallica is the first and only group to play on all seven continents,not verified,active,630166,372349,121512,3252,1184
613,claim,2270686571,11,"the news claimed someone discovered that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,452046,261778,4292,2734,1720
614,claim,5046520872,28,the news claimed someone discovered that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,banned,764700,6834,2687,57,18
615,claim,6152593557,37,"the news claimed someone discovered that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,active,475651,255517,32513,55,34
616,claim,3543709727,41,the news claimed someone discovered that india’s trains transport roughly 23 million passengers each day,not verified,active,315373,16355,4384,0,0
617,claim,9921096812,23,the news claimed someone discovered that the longest possible train journey in the world is from portugal to singapore,not verified,active,739411,122464,13194,948,152
618,claim,2565266852,41,the news claimed someone discovered that a dog’s sense of smell is much more powerful than a human's,not verified,under review,379175,36530,445,124,78
619,claim,2963263306,49,the news claimed someone discovered that some sharks can glow in the dark,not verified,active,528708,149206,54737,2789,591
620,claim,3114891642,36,the news claimed someone discovered that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,336864,170374,16644,2926,847
621,claim,9897024478,40,the news claimed someone discovered that it snows metal and rains acid on venus,not verified,active,871044,374782,26675,4688,80
