fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6.0
6.6,0.96,0.0,1.8,0.0819999999999999,5.0,16.0,0.9936,3.5,0.44,11.9,6.0
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,6.0
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6.0
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5.0
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5.0
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5.0
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5.0
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7.0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5.0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5.0
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6.0
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,4.0
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,6.0
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5.0
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5.0
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5.0
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,5.0
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,6.0
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,6.0
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7.0
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6.0
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6.0
10.0,0.38,0.38,1.6,0.1689999999999999,27.0,90.0,0.99914,3.15,0.65,8.5,5.0
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5.0
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5.0
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.066666666666698,6.0
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7.0
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6.0
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5.0
6.9,0.58,0.2,1.75,0.0579999999999999,8.0,22.0,0.99322,3.38,0.49,11.7,5.0
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6.0
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6.0
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5.0
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5.0
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,5.0
7.2,0.38,0.31,2.0,0.0559999999999999,15.0,29.0,0.99472,3.23,0.76,11.3,8.0
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7.0
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,7.0
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,7.0
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5.0
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6.0
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6.0
6.0,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,6.0
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5.0
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5.0
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7.0
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6.0
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,4.0
6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6.0
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6.0
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5.0
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5.0
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7.0
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4.0
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7.0
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3.0
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,5.0
6.7,0.7,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5.0
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6.0
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5.0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5.0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.566666666666698,7.0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5.0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7.0
7.1,0.875,0.05,5.7,0.0819999999999999,3.0,14.0,0.99808,3.4,0.52,10.2,3.0
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5.0
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,4.0
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5.0
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,4.0
8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,5.0
6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4.0
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5.0
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5.0
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,5.0
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5.0
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,6.0
7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,6.0
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5.0
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,5.0
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5.0
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,7.0
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6.0
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5.0
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6.0
6.6,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,6.0
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6.0
7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5.0
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,5.0
7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,5.0
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,6.0
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3.0
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,6.0
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6.0
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5.0
6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6.0
7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,5.0
6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,6.0
6.4,0.56,0.15,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,6.0
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6.0
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,6.0
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5.0
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6.0
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,5.0
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,5.0
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6.0
6.9,0.48,0.2,1.9,0.0819999999999999,9.0,23.0,0.99585,3.39,0.43,9.05,4.0
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5.0
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5.0
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6.0
6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,5.0
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6.0
7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6.0
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,6.0
7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6.0
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,6.0
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5.0
7.2,0.53,0.13,2.0,0.0579999999999999,18.0,22.0,0.99573,3.21,0.68,9.9,6.0
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,5.0
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7.0
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6.0
6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6.0
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,6.0
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,5.0
7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,5.0
6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,6.0
7.4,0.25,0.29,2.2,0.054,19.0,49.0,0.99666,3.4,0.76,10.9,7.0
6.7,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,6.0
11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,6.0
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7.0
6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6.0
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5.0
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5.0
11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5.0
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8.0
7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,5.0
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5.0
6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6.0
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5.0
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6.0
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7.0
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5.0
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6.0
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5.0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5.0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5.0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5.0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6.0
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6.0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5.0
7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5.0
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,6.0
6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6.0
6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6.0
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5.0
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6.0
5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6.0
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6.0
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6.0
6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,6.0
6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6.0
6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5.0
7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6.0
6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5.0
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5.0
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5.0
6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7.0
7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,6.0
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6.0
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6.0
7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,6.0
6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5.0
6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6.0
5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6.0
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6.0
6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,6.0
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,5.0
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6.0
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6.0
5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5.0
6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,6.0
9.184464456265584,0.5030629479578052,0.3971460736625005,4.686168033456668,0.07644604229045719,13.425812504019328,98.41651035663529,0.9981950847961724,3.2386327049400827,0.750116557261427,9.929133902361773,5.25991339791278
8.740916893445245,0.18522911824928373,0.0,1.7460205384517824,0.03979733902473523,19.161998252431907,16.598045771853617,0.9940811904458166,3.53738952797137,0.6198781842683899,10.494945733042805,4.485439419567856
7.37181451597269,0.5476822789179054,0.046760751728016386,3.0685126814064936,0.05919730024851938,12.82375941619126,26.674458120207305,1.0002425466840696,3.3090294069340436,0.47885945818012765,11.299542561888412,4.650106491660524
8.683288909549503,0.17692256020007818,0.012243456744807257,2.816365683720808,0.12222269420033514,17.66746094703492,42.66350459571226,0.996178395946171,3.0828494123723647,0.5361302254864709,9.932095309292656,6.489722118030008
8.917909812104794,0.21213106419045863,0.3341075356090341,1.9958671910616346,0.055607003206818544,22.27315182212749,80.3828561997071,0.9985043157638307,3.1815493690518917,0.6057351871444705,10.775999814344836,6.4238429458174195
7.48534877204173,0.4945764713856416,0.05546029846843972,0.9,0.12570831481047257,30.06140541373137,44.098996055124545,0.9986406808864737,3.366944903236215,0.5487965419498642,10.808110695458955,6.878093842343707
8.257260688508374,0.8079851429362748,0.0,3.6976289065375827,0.09156343814421525,12.747258005141456,49.486292888747435,0.9929954728763558,3.2771988295454206,0.718681916397505,11.997926887332886,5.217483324268862
6.9119720380686855,0.43797604503931314,0.4492969834676989,3.0023209175429937,0.06253321760527024,21.24377974399836,49.66118985559327,0.9985748357543364,3.2027257004090224,0.6026078222310922,10.005126167075534,4.454132567364874
8.835211197415896,0.5745649926247645,0.27197171692612176,2.2080545216946534,0.02085169015764471,11.474905721399406,35.19408714565992,0.995232514043886,3.2862128648837743,0.7266382833663201,12.433030282704204,5.777006220570013
8.768057310315564,0.5144902491679839,0.0,2.5014228464775177,0.09030129460949833,41.640820977383136,40.14001601679771,0.9973157997123613,3.3057541683320033,0.46004975875670795,11.640852339670785,6.24326065199617
9.69690008381384,0.36498586420403034,0.5442415370721598,0.9,0.11508714794496629,38.78743150751651,13.883778547515448,0.9956778862414208,3.326498017726035,0.5728062056004999,8.7704913656031,5.6913918772219425
6.470064188593911,0.6126218333394021,0.0918707231693387,4.7241015114696,0.0506024888342904,12.506107812695053,73.22870520428964,0.9944236271575051,3.346229930958064,0.8797186631984033,8.709940343011437,5.785127175762284
8.772118249506477,0.6678134849414255,0.030016204362729865,0.9,0.11203187900587133,18.981428125788113,54.707835961853014,0.9974005426435157,3.2061265829358225,0.6975174657312895,10.73530094837277,5.059134139642048
11.568130405106444,0.612664895457183,0.03890833350608788,3.4644988588232475,0.04159285441554487,24.107950329807874,84.58016988080274,0.9951977775697407,3.459845430713831,0.7281180911843034,11.29902597728094,7.167814560365863
7.89239292801092,0.3928567382208402,0.09769718712660244,1.3885716914322486,0.08383772634942377,19.443425033284008,55.56962599435231,0.9983078502064396,3.3131205118714298,0.9045330141771264,10.140946906950447,7.832748003917692
9.408984388862182,0.37433813435564595,0.062364533094970004,3.2190568996292646,0.07694919810911569,23.343479070866323,62.035097585917626,0.9966092266948053,3.1803797071122335,0.40137166542993014,9.947146605218562,6.3276240085925775
8.69239510293508,0.30475889565175773,0.304711451088814,3.0820752889351586,0.045867524419822524,17.48291056453219,48.382587050978515,0.9945895125231549,3.366350721498683,0.7532057342924415,11.577155713777941,6.487040846824404
5.920982209148409,0.35989383862553337,0.37130506561219667,3.263206732211403,0.11170741649408508,56.175097980918736,65.24742096106499,0.9988898707640139,3.4583981555248027,0.7685642065671598,10.087010900879797,6.248942862240928
6.974074137708197,0.48541584315959435,0.1764262385839075,2.6542421499084363,0.19640664607922376,1.0,69.0425440091403,0.9937029457528871,3.238253303312778,0.8427335696416771,10.491484246957095,4.7656687675819205
7.074224618760195,0.6495090846881645,0.12869935917470793,2.8439965426126466,0.08961139399672126,9.059079908601912,116.9935288519194,0.9979430960692915,2.9984585908676573,0.689754150755001,9.717738732837464,6.324421624663867
6.9397823335707916,0.5072758395558205,0.3693477060767075,3.7594580443642776,0.030974228688786645,12.375986392649676,30.844312250145023,0.9955136287308098,3.58367543485331,0.7267960696411182,9.079299959840121,6.3772597724081255
12.014515614406378,0.712693436923604,0.0,1.8560702967360294,0.1470940974449115,8.472588133027525,61.06737646887472,0.998208672325324,3.1680076770290277,0.6480588797118301,8.4,4.808758360487806
7.879891794828859,0.30439282541012985,0.5889711884752793,0.9,0.06675571492422418,17.242488786877395,93.8789448759666,0.9940367277835257,3.490689935546486,0.6598834182922831,9.377021163721961,6.009203157881545
8.666219376346397,0.42034585636850014,0.284573135305416,1.9955410515145782,0.09280926972612645,22.80091261615748,98.64033016537155,0.9944105079549557,3.640424677981797,0.33,10.261230659259482,6.111129510898331
8.8088711796331,0.41632012102488875,0.2304331586671459,1.8437096523008465,0.059727911308810125,24.76189312286077,58.21193262482925,0.9954389273684053,3.4499992403431485,0.7102382566401737,11.289223923004993,6.144491525184357
6.8762771120331605,0.4275146614904237,0.41654925400983,3.3993836673631983,0.08648280175607788,17.10218467240823,88.4969936917238,0.9956301864062125,3.3955776263841697,0.6238757772175094,10.191007312989745,6.5233611208240525
9.756766639441272,0.6734873075688373,0.5252843662482994,2.568419409115124,0.11956286413916857,12.629482849660043,57.13134972028537,0.9965010557691192,3.3260880598924754,0.7590321127905372,9.551031857527592,7.3257705340046275
6.568064114394213,0.31040825902814995,0.49657692515537777,3.654992949323118,0.11684092926853465,22.447514484320738,46.064930803620115,0.9950532605339453,3.322816393510446,0.5433652066144042,11.4621366027695,5.51726346688276
6.8823671433356335,0.47027325909499285,0.3514151267194215,1.7439944386081327,0.04876849035230295,18.423928309881962,54.52604721318915,0.9957899081069375,3.2383912569087743,0.6974829270224588,8.879806575932,4.499397782351126
7.068756684893073,0.4896007289825746,0.3315407571625076,4.6189516314853325,0.1278325507763559,14.201939697203276,45.84224804092565,0.994854571464879,3.308255018127198,0.6092191890109468,10.766893822259293,4.967976084455533
9.223869577073566,0.8022722891273657,0.24978900913233043,3.105190132259938,0.11994837698882542,11.678092710714362,53.839387272532385,0.99677044524004,3.326193063307866,0.5271182893719478,10.449102812579715,6.038190715121223
10.846218065902297,0.6995872631424473,0.6904180015205278,1.456900643129262,0.1285225758053856,17.792707985324252,118.5020704019578,0.9952211503757006,3.181471509030761,0.5565476061091498,8.4,5.211438825774855
6.997914191294188,0.5547499797334725,0.3375500625525527,5.184071414079449,0.13219852657030826,9.840419031455543,16.914150240162737,0.9976750949294144,3.1072870580671577,0.9685938866706936,11.679874215829383,5.257130595563933
5.33690505223826,0.7702444996002161,0.24866311762265844,4.2840374542068504,0.012424322294095014,9.605365002261568,46.64028557392779,0.996835347244268,3.241629178630515,0.7637262537970205,9.285254633135503,5.521041193122933
8.529083554756241,0.6199357782521621,0.4095989974023604,0.9531410612544751,0.015262994824861806,29.239621939887368,57.399369622985425,0.9953340351200469,3.5505900657764107,0.6777565009010648,11.679721892867269,5.690548376275395
11.907597897897126,0.8421313247570106,0.22247711045922744,3.908650648992367,0.11784135556576644,30.191022751764876,14.72632203772563,0.9980414873890224,3.474519610639396,0.3600302247974484,9.162022876553648,3.9892009267885875
7.850574025765952,0.6563034168609982,0.5636364722933054,2.6432738134165215,0.16411782409913328,1.4388439389502778,6.0,0.9966418421162987,3.3704077027006734,0.6526068550290025,8.4,5.564051893692818
6.048430228856935,0.6477318812937635,0.3423893650665585,1.213642620133005,0.06328123993104731,4.795382122637916,44.405943127423534,0.9985493517067181,3.1589304360902513,0.7435882454452409,9.85790476051941,4.995722645140324
8.133287107651046,0.3424503288408808,0.163124095350802,0.9,0.17993692333601707,16.243784115078665,23.45009473907264,0.997150530725453,3.293771265246065,0.6206929536287789,11.077480656533,6.247762591068916
7.395983678428603,0.42471466900446714,0.2173952263056941,0.9,0.016153616643128713,30.172641221604746,100.57953906218182,0.9962766650012989,3.400125787089044,0.7109079166205214,13.704046580389374,6.5401569980395475
8.096920425744884,0.3567217242198617,0.0,2.8256745927382196,0.051868665336130326,1.0,25.198567544203776,0.994705436904552,3.571585028577778,0.8075929353139517,10.414486929053712,6.831180173153373
8.454342948880848,0.37359921853855993,0.5676819124176531,3.298629895580944,0.038648238076313596,13.883949375960714,17.664045806018308,0.9941368742908707,3.454102473183785,0.9818082905320784,8.932574990004507,6.0906592651333735
7.186805891780652,0.4405959857179289,0.15557659952236574,1.3206406741127859,0.0897502266617373,7.18305317440022,55.364557411629995,0.9966518630847438,3.2742228514960305,0.5043104678884811,9.80833660532087,6.246053383091912
9.191782344355499,0.35277975989314736,0.2903256558348033,3.598207292233994,0.012,21.55855472958147,24.670568812677537,0.9978235894157373,3.1932763127634827,0.3522087296269963,8.688563900313566,5.6748544475063
8.771839164777996,0.3658938454681938,0.395374147064389,0.9,0.08435647590839089,3.2075022836435902,25.025432097407833,0.9968361362962266,3.1782770179253914,0.592963994239863,11.495356739072504,5.1701422702129785
