下单数量,购买时间,昨日销售数量,过去七天平均销售数量,过去30天平均销售数量,昨日退回数量,过去七天平均退回数量,过去30天平均退回数量,昨日返利金额,过去七天平均返利金额,过去30天平均返利金额,昨日折扣金额,过去七天平均折扣金额,过去30天平均折扣金额,过去七天平均特批数量,过去30天平均特批数量,过去七天平均特批价格,一周的第几天,距离五一多少日,距离十一多少日,距离双11多少日,距离内购会多少日,距离春节多少日,距离奥运会多少日,距离世界杯多少日,过去7天客户价变动次数,过去7天价格里使用的固定折扣点值
7396,2019-07-10,1385.0,4366.0,22201.0,0.0,10.0,283.0,0.0,408.0,50451.0,0.0,108.0,25.0,2471.0,3234.0,971984.0,3,70,83,124,55,156,744,1230,77.0,3.730999999999996
31456,2019-07-11,7396.0,4813.0,21581.0,64.0,17.0,283.0,257.0,126.0,50182.0,0.0,63.0,25.0,2519.0,3290.0,900415.0,4,71,82,123,54,157,743,1229,160.0,4.525999999999996
11887,2019-07-12,31456.0,8613.0,21927.0,99.0,29.0,286.0,1002429.2,143330.0,83385.0,0.0,63.0,25.0,2733.0,3354.0,1131230.0,5,72,81,122,53,158,742,1228,196.0,4.493999999999996
10214,2019-07-13,11887.0,9409.0,20816.0,4.0,30.0,285.0,0.0,143330.0,82137.0,0.0,63.0,25.0,2700.0,3248.0,933970.0,6,73,80,121,52,159,741,1227,229.0,3.608999999999996
1666,2019-07-14,10214.0,9489.0,20579.0,25.0,32.0,285.0,1150.0,143405.0,82076.0,0.0,63.0,25.0,2331.0,3273.0,939438.0,7,74,79,120,51,160,740,1226,237.0,3.348999999999996
1676,2019-07-15,1666.0,9382.0,19690.0,0.0,31.0,284.0,0.0,143405.0,81827.0,0.0,63.0,25.0,2384.0,3259.0,944800.0,1,75,78,119,50,161,739,1225,265.0,3.545999999999996
15179,2019-07-16,1676.0,9383.0,18889.0,0.0,27.0,284.0,0.0,143405.0,80583.0,0.0,0.0,25.0,2349.0,3260.0,898374.0,2,76,77,118,49,162,738,1224,273.0,3.3109999999999955
6872,2019-07-17,15179.0,11353.0,18073.0,9.0,29.0,260.0,0.0,143405.0,80445.0,0.0,0.0,25.0,2590.0,3295.0,975706.0,3,77,76,117,48,163,737,1223,331.0,3.3109999999999955
4511,2019-07-18,6872.0,11279.0,18153.0,77.0,31.0,262.0,7133.0,144387.0,80630.0,0.0,0.0,25.0,2707.0,3365.0,1045891.0,4,78,75,116,47,164,736,1222,379.0,2.950999999999996
14272,2019-07-19,4511.0,7429.0,17686.0,27.0,20.0,262.0,2928.0,1602.0,78512.0,0.0,0.0,25.0,2312.0,3213.0,769944.0,5,79,74,115,46,165,735,1221,343.0,2.3759999999999954
7661,2019-07-20,14272.0,7770.0,17603.0,39.0,25.0,261.0,0.0,1602.0,78324.0,0.0,0.0,25.0,2046.0,3189.0,789348.0,6,80,73,114,45,166,734,1220,383.0,1.7879999999999956
3973,2019-07-21,7661.0,7405.0,17077.0,5.0,22.0,260.0,0.0,1437.0,76985.0,0.0,0.0,25.0,1859.0,2935.0,787200.0,7,81,72,113,44,167,733,1219,360.0,1.6679999999999957
2205,2019-07-22,3973.0,7735.0,16358.0,1.0,23.0,256.0,872.0,1562.0,76406.0,0.0,0.0,25.0,1833.0,2869.0,787773.0,1,82,71,112,43,168,732,1218,377.0,2.0629999999999957
7499,2019-07-23,2205.0,7810.0,15564.0,0.0,23.0,256.0,0.0,1562.0,72913.0,0.0,0.0,25.0,1877.0,2836.0,771690.0,2,83,70,111,42,169,731,1217,375.0,1.9309999999999952
11365,2019-07-24,7499.0,6713.0,15683.0,41.0,27.0,257.0,2701.0,1948.0,73003.0,0.0,0.0,25.0,1827.0,2853.0,738390.0,3,84,69,110,41,170,730,1216,473.0,2.852999999999996
27173,2019-07-25,11365.0,7355.0,15109.0,41.0,22.0,259.0,0.0,929.0,72643.0,0.0,0.0,25.0,1739.0,2757.0,728339.0,4,85,68,109,40,171,729,1215,495.0,3.352999999999996
21030,2019-07-26,27173.0,10593.0,15399.0,7.0,19.0,254.0,0.0,510.0,72070.0,0.0,0.0,25.0,2098.0,2760.0,792685.0,5,86,67,108,39,172,728,1214,527.0,3.602999999999996
40077,2019-07-27,21030.0,11558.0,15347.0,7.0,15.0,254.0,0.0,510.0,50078.0,0.0,0.0,25.0,4085.0,3015.0,830451.0,6,87,66,107,38,173,727,1213,524.0,3.532999999999996
19538,2019-07-28,40077.0,16189.0,16038.0,1.0,14.0,245.0,1153.0,675.0,39497.0,0.0,0.0,25.0,4219.0,3088.0,713883.0,7,88,65,106,37,174,726,1212,532.0,4.262999999999996
1040,2019-07-29,19538.0,18412.0,14781.0,15.0,16.0,244.0,0.0,551.0,34463.0,0.0,0.0,25.0,4542.0,2945.0,734176.0,1,89,64,105,36,175,725,1211,550.0,4.192999999999996
19244,2019-07-30,1040.0,18246.0,10352.0,12.0,18.0,238.0,0.0,551.0,34317.0,0.0,0.0,25.0,4464.0,2896.0,704609.0,2,90,63,104,35,176,724,1210,551.0,4.037999999999997
27666,2019-07-31,19244.0,19924.0,10575.0,36.0,17.0,238.0,4654.0,830.0,34278.0,0.0,0.0,25.0,4864.0,2965.0,889560.0,3,91,62,103,34,177,723,1209,615.0,4.0388999999999955
26628,2019-08-01,27666.0,22253.0,11098.0,7.0,12.0,26.0,1129.0,991.0,34316.0,0.0,0.0,25.0,5534.0,3095.0,850408.0,4,92,61,102,33,178,722,1208,533.0,2.8988999999999967
15777,2019-08-02,26628.0,22175.0,11693.0,20.0,14.0,20.0,22954.0,4270.0,35007.0,0.0,0.0,25.0,5188.0,3051.0,997504.0,5,93,60,101,32,179,721,1207,468.0,3.0778999999999965
4321,2019-08-03,15777.0,21424.0,12077.0,2.0,13.0,20.0,2500.0,4627.0,35016.0,47.6,7.0,16.0,3451.0,3083.0,883056.0,6,94,59,100,31,180,720,1206,365.0,3.4598999999999966
48,2019-08-04,4321.0,16316.0,12059.0,0.0,13.0,19.0,0.0,4462.0,35016.0,0.0,7.0,16.0,3312.0,3057.0,907454.0,7,95,58,99,30,181,719,1205,319.0,3.109899999999997
3527,2019-08-05,48.0,13532.0,11850.0,0.0,11.0,19.0,0.0,4462.0,35016.0,0.0,7.0,16.0,2841.0,2937.0,858872.0,1,96,57,98,29,182,718,1204,229.0,2.4198999999999966
15605,2019-08-06,3527.0,13887.0,11646.0,2.0,10.0,19.0,0.0,4462.0,34995.0,0.0,7.0,16.0,2948.0,2789.0,847740.0,2,97,56,97,28,183,717,1203,209.0,2.722899999999997
12891,2019-08-07,15605.0,13367.0,12085.0,2.0,5.0,19.0,720.0,3900.0,35019.0,0.0,7.0,16.0,3022.0,2923.0,736857.0,3,98,55,96,27,184,716,1202,183.0,2.6028999999999973
8562,2019-08-08,12891.0,11257.0,12459.0,10.0,5.0,18.0,0.0,3739.0,35019.0,0.0,7.0,2.0,2570.0,3024.0,809272.0,4,99,54,95,26,185,715,1201,106.0,2.885999999999997
8748,2019-08-09,8562.0,8676.0,12699.0,5.0,3.0,19.0,0.0,460.0,35019.0,0.0,7.0,2.0,2715.0,3108.0,576920.0,5,100,53,94,25,186,714,1200,84.0,2.8559999999999977
25961,2019-08-10,8748.0,7672.0,12744.0,88.0,15.0,19.0,4560.0,754.0,35163.0,0.0,0.0,2.0,2574.0,3095.0,616625.0,6,101,52,93,24,187,713,1199,78.0,2.571999999999998
7820,2019-08-11,25961.0,10763.0,12561.0,16.0,18.0,17.0,730.0,859.0,1773.0,0.0,0.0,2.0,2686.0,3046.0,592983.0,7,102,51,92,23,188,712,1198,87.0,1.9799999999999975
1348,2019-08-12,7820.0,11873.0,12425.0,3.0,18.0,17.0,0.0,859.0,1773.0,0.0,0.0,2.0,3758.0,3184.0,821005.0,1,103,50,91,22,189,711,1197,106.0,2.4199999999999977
27902,2019-08-13,1348.0,11562.0,12129.0,2.0,18.0,16.0,0.0,859.0,1734.0,145.2,21.0,6.0,3711.0,3111.0,909560.0,2,104,49,90,21,190,710,1196,149.0,4.039999999999998
11142,2019-08-14,27902.0,13319.0,13004.0,2.0,18.0,16.0,1040.0,904.0,1769.0,0.0,21.0,6.0,3578.0,3202.0,852944.0,3,105,48,89,20,191,709,1195,152.0,4.406999999999998
8276,2019-08-15,11142.0,13069.0,13320.0,35.0,22.0,17.0,442.0,967.0,1784.0,196.0,49.0,13.0,3568.0,3309.0,794828.0,4,106,47,88,19,192,708,1194,172.0,4.864999999999998
9760,2019-08-16,8276.0,13028.0,13089.0,22.0,24.0,18.0,0.0,967.0,1784.0,0.0,49.0,13.0,3773.0,3384.0,857201.0,5,107,46,87,18,193,707,1193,238.0,4.517999999999998
45300,2019-08-17,9760.0,13173.0,13186.0,14.0,13.0,15.0,787198.0,112773.0,27786.0,0.0,49.0,13.0,3911.0,3376.0,857680.0,6,108,45,86,17,194,706,1192,231.0,4.637999999999998
5763,2019-08-18,45300.0,15935.0,14545.0,181.0,37.0,21.0,0.0,112669.0,27688.0,0.0,49.0,13.0,6866.0,4108.0,807028.0,7,109,44,85,16,195,705,1191,224.0,4.556999999999999
3888,2019-08-19,5763.0,15642.0,14262.0,0.0,37.0,19.0,0.0,112669.0,27688.0,0.0,49.0,13.0,6150.0,4142.0,669888.0,1,110,43,84,15,196,704,1190,210.0,4.656999999999998
36384,2019-08-20,3888.0,16004.0,14136.0,9.0,38.0,19.0,0.0,112669.0,27688.0,0.0,28.0,13.0,6177.0,4118.0,565419.0,2,111,42,83,14,197,703,1189,236.0,6.797000000000001
6239,2019-08-21,36384.0,17216.0,15216.0,100.0,52.0,23.0,24695.0,116048.0,28483.0,0.0,28.0,13.0,6138.0,4206.0,633981.0,3,112,41,82,13,198,702,1188,233.0,5.741999999999999
29866,2019-08-22,6239.0,16516.0,15351.0,20.0,49.0,23.0,0.0,115985.0,28483.0,0.0,0.0,13.0,5802.0,4225.0,569787.0,4,113,40,81,12,199,701,1187,219.0,5.414999999999999
14124,2019-08-23,29866.0,19600.0,16096.0,102.0,61.0,25.0,1562.0,116208.0,28445.0,0.0,0.0,13.0,6660.0,4512.0,656375.0,5,114,39,80,11,200,700,1186,218.0,5.279999999999999
14583,2019-08-24,14124.0,20223.0,16188.0,2.0,59.0,24.0,2557.0,4116.0,28530.0,0.0,0.0,13.0,7396.0,4696.0,862530.0,6,115,38,79,10,201,699,1185,160.0,5.079999999999998
19317,2019-08-25,14583.0,15835.0,15769.0,52.0,41.0,26.0,2344.0,4451.0,28608.0,0.0,0.0,13.0,4851.0,4751.0,1000543.0,7,116,37,78,9,202,698,1184,168.0,5.079999999999998
2071,2019-08-26,19317.0,17772.0,15712.0,127.0,59.0,30.0,2279.0,4777.0,28684.0,0.0,0.0,13.0,4821.0,4313.0,991002.0,1,117,36,77,8,203,697,1183,182.0,4.905999999999998
19201,2019-08-27,2071.0,17512.0,14445.0,32.0,62.0,31.0,0.0,4777.0,28645.0,0.0,0.0,13.0,4822.0,4259.0,1044989.0,2,118,35,76,7,204,696,1182,208.0,5.333999999999998
9137,2019-08-28,19201.0,15057.0,14433.0,227.0,80.0,38.0,1646.0,1484.0,28700.0,0.0,0.0,13.0,4698.0,4243.0,1028958.0,3,119,34,75,6,205,695,1181,183.0,3.3539999999999957
19261,2019-08-29,9137.0,15471.0,14703.0,164.0,101.0,43.0,0.0,1484.0,28700.0,0.0,0.0,13.0,5220.0,4401.0,1110836.0,4,120,33,74,5,206,694,1180,169.0,2.548999999999996
2592,2019-08-30,19261.0,13956.0,14704.0,9.0,88.0,42.0,878.0,1386.0,28574.0,0.0,0.0,13.0,4988.0,4541.0,1064292.0,5,121,32,73,4,207,693,1179,171.0,2.3759999999999963
328,2019-08-31,2592.0,12309.0,13868.0,6.0,88.0,42.0,0.0,1021.0,28537.0,0.0,0.0,13.0,4024.0,4344.0,789427.0,6,122,31,72,3,208,692,1178,147.0,2.042999999999996
7933,2019-09-01,328.0,10272.0,12991.0,2.0,81.0,41.0,0.0,686.0,27772.0,0.0,0.0,13.0,3235.0,4295.0,630476.0,7,123,30,71,2,209,691,1177,127.0,1.897999999999996
1390,2019-09-02,7933.0,8646.0,12730.0,2.0,63.0,41.0,1031.0,508.0,27723.0,0.0,0.0,11.0,3329.0,4285.0,610196.0,1,124,29,70,1,210,690,1176,112.0,1.7979999999999958
1488,2019-09-03,1390.0,8549.0,12632.0,0.0,59.0,41.0,0.0,508.0,27723.0,0.0,0.0,11.0,3261.0,4247.0,722639.0,2,125,28,69,0,211,689,1175,97.0,1.937999999999996
25849,2019-09-04,1488.0,6018.0,12680.0,0.0,26.0,41.0,0.0,273.0,27723.0,0.0,0.0,11.0,3029.0,4286.0,610267.0,3,126,27,68,1,212,688,1174,73.0,3.1199999999999957
34854,2019-09-05,25849.0,8406.0,13424.0,25.0,6.0,42.0,102771.0,14954.0,31148.0,0.0,0.0,11.0,3007.0,4415.0,736792.0,4,127,26,67,2,213,687,1173,52.0,2.659999999999996
10102,2019-09-06,34854.0,10633.0,14066.0,34.0,10.0,43.0,0.0,14829.0,31124.0,0.0,0.0,11.0,2435.0,4404.0,694876.0,5,128,25,66,3,214,686,1172,35.0,3.0599999999999956
59448,2019-09-07,10102.0,11706.0,13973.0,5.0,10.0,43.0,41772.0,20796.0,32517.0,0.0,0.0,11.0,2684.0,4371.0,789679.0,6,129,24,65,4,215,685,1171,24.0,2.9649999999999963
12613,2019-09-08,59448.0,20152.0,15669.0,22.0,13.0,43.0,0.0,20796.0,32517.0,0.0,0.0,11.0,3187.0,4405.0,1081131.0,7,130,23,64,5,216,684,1170,21.0,2.8549999999999964
2144,2019-09-09,12613.0,20821.0,15798.0,531.0,88.0,58.0,0.0,20649.0,32365.0,0.0,0.0,11.0,3216.0,4434.0,1116698.0,1,131,22,63,6,217,683,1169,22.0,3.0549999999999966
49533,2019-09-10,2144.0,20928.0,15004.0,0.0,88.0,58.0,0.0,20649.0,32340.0,0.0,0.0,11.0,3292.0,4388.0,1022373.0,2,132,21,62,7,218,682,1168,30.0,3.3349999999999964
37665,2019-09-11,49533.0,27792.0,16395.0,39.0,94.0,59.0,10690.0,22176.0,32697.0,0.0,0.0,11.0,3328.0,4186.0,1044934.0,3,133,20,61,8,219,681,1167,30.0,4.605999999999995
8661,2019-09-12,37665.0,29480.0,17605.0,66.0,100.0,61.0,0.0,7495.0,32697.0,0.0,0.0,7.0,2981.0,4244.0,1032270.0,4,134,19,60,9,220,680,1166,32.0,3.4759999999999955
27422,2019-09-13,8661.0,25738.0,16964.0,11.0,96.0,61.0,18158.0,10089.0,33267.0,0.0,0.0,7.0,2734.0,4207.0,1043110.0,5,135,18,59,10,221,679,1165,32.0,3.625999999999995
19211,2019-09-14,27422.0,28212.0,17506.0,1209.0,268.0,100.0,0.0,4121.0,33253.0,0.0,0.0,0.0,2438.0,4107.0,938318.0,6,136,17,58,11,222,678,1164,26.0,3.465999999999996
4104,2019-09-15,19211.0,22464.0,17871.0,58.0,273.0,102.0,500.0,4193.0,33269.0,0.0,0.0,0.0,2182.0,4034.0,700269.0,7,137,16,57,12,223,677,1163,23.0,3.760999999999996
1887,2019-09-16,4104.0,21249.0,17682.0,10.0,199.0,102.0,12413.0,5966.0,7443.0,0.0,0.0,0.0,1870.0,3958.0,629867.0,1,138,15,56,13,224,676,1162,21.0,3.760999999999996
6453,2019-09-17,1887.0,21212.0,16235.0,16.0,201.0,96.0,0.0,5966.0,7443.0,0.0,0.0,0.0,1779.0,3201.0,556464.0,2,139,14,55,14,225,675,1161,26.0,5.340999999999996
18174,2019-09-18,6453.0,15058.0,16258.0,70.0,206.0,98.0,0.0,4439.0,7443.0,0.0,0.0,0.0,2193.0,3263.0,632570.0,3,140,13,54,15,226,674,1160,22.0,5.130999999999996
27806,2019-09-19,18174.0,12273.0,16734.0,188.0,223.0,104.0,0.0,4439.0,7443.0,0.0,0.0,0.0,2174.0,3310.0,483855.0,4,141,12,53,16,227,673,1159,26.0,4.580999999999996
12876,2019-09-20,27806.0,15008.0,16449.0,263.0,259.0,110.0,29.58,1849.0,6621.0,0.0,0.0,0.0,2447.0,3346.0,620334.0,5,142,11,52,17,228,672,1158,24.0,4.410999999999996
46784,2019-09-21,12876.0,12930.0,16670.0,554.0,166.0,128.0,2240.0,2169.0,6696.0,0.0,0.0,0.0,2847.0,3418.0,735964.0,6,143,10,51,18,229,671,1157,28.0,4.240999999999996
18693,2019-09-23,0.0,18997.0,17341.0,0.0,208.0,134.0,0.0,378.0,6785.0,0.0,0.0,0.0,3908.0,3118.0,978212.0,1,145,8,49,20,231,669,1155,27.0,5.391999999999997
77452,2019-09-24,18693.0,21798.0,17483.0,147.0,230.0,137.0,500.0,462.0,6721.0,0.0,0.0,0.0,4536.0,3079.0,1321445.0,2,146,7,48,21,232,668,1154,35.0,5.489999999999997
76099,2019-09-25,77452.0,33631.0,19487.0,91.0,233.0,136.0,1490.0,710.0,6694.0,0.0,0.0,0.0,4463.0,3135.0,1375761.0,3,147,6,47,22,233,667,1153,41.0,5.977999999999996
27680,2019-09-26,76099.0,43285.0,22040.0,72.0,214.0,137.0,0.0,710.0,6694.0,0.0,0.0,0.0,9805.0,4289.0,1625691.0,4,148,5,46,23,234,666,1152,41.0,5.707999999999997
75949,2019-09-27,27680.0,43264.0,22332.0,53.0,179.0,131.0,4720.0,1492.0,6800.0,0.0,0.0,0.0,9708.0,4336.0,1550630.0,5,149,4,45,24,235,665,1151,42.0,7.0479999999999965
446,2019-09-28,75949.0,53776.0,24636.0,51.0,95.0,127.0,1121.0,1305.0,6838.0,0.0,0.0,0.0,13332.0,5034.0,1725473.0,6,150,3,44,25,236,664,1150,36.0,6.046999999999995
2929,2019-09-29,446.0,46053.0,23987.0,0.0,69.0,127.0,0.0,1305.0,6808.0,0.0,0.0,0.0,12297.0,4747.0,1507262.0,7,151,2,43,26,237,663,1149,34.0,5.916999999999995
66048,2019-09-30,2929.0,39893.0,23999.0,9.0,60.0,127.0,0.0,1119.0,6808.0,0.0,0.0,0.0,10874.0,4771.0,1354518.0,1,152,1,42,27,238,662,1148,67.0,11.917
37323,2019-10-01,66048.0,46658.0,26265.0,742.0,145.0,153.0,4758.0,1727.0,6972.0,0.0,0.0,0.0,10747.0,4892.0,1410486.0,2,153,0,41,28,239,661,1147,65.0,10.526
545,2019-10-02,37323.0,40925.0,27279.0,405.0,190.0,166.0,6850.0,2493.0,7173.0,0.0,0.0,0.0,10238.0,4803.0,1290801.0,3,154,1,40,29,240,660,1146,57.0,10.108
12939,2019-10-03,545.0,30131.0,27250.0,3.0,180.0,167.0,1400.0,2693.0,7221.0,0.0,0.0,0.0,5314.0,4785.0,989898.0,4,155,2,39,30,241,659,1145,51.0,9.62
36823,2019-10-04,12939.0,28026.0,27644.0,3.0,173.0,167.0,6236.0,2909.0,7436.0,0.0,0.0,0.0,4764.0,4754.0,799040.0,5,156,3,38,31,242,658,1144,43.0,8.11
2811,2019-10-05,36823.0,22436.0,28023.0,0.0,166.0,166.0,0.0,2749.0,3892.0,0.0,0.0,0.0,1111.0,4576.0,501384.0,6,157,4,37,32,243,657,1143,38.0,6.661999999999999
30199,2019-10-06,2811.0,22774.0,26918.0,50.0,173.0,166.0,0.0,2749.0,3892.0,0.0,0.0,0.0,1220.0,4454.0,512832.0,7,158,5,36,33,244,656,1142,39.0,6.776999999999999
431,2019-10-07,30199.0,26670.0,27611.0,0.0,172.0,166.0,0.0,2749.0,2452.0,0.0,0.0,0.0,970.0,4358.0,498506.0,1,159,6,35,34,245,655,1141,39.0,6.456999999999999
112192,2019-10-08,431.0,17296.0,25576.0,0.0,66.0,165.0,0.0,2069.0,2452.0,0.0,0.0,0.0,482.0,4239.0,155399.0,2,160,7,34,35,246,654,1140,2.0,0.4769999999999959
72914,2019-10-09,112192.0,27991.0,29010.0,129.0,26.0,152.0,2272.0,1415.0,2530.0,0.0,0.0,0.0,827.0,4226.0,695583.0,3,161,8,33,36,247,653,1139,10.0,1.032999999999996
20584,2019-10-10,72914.0,38330.0,31450.0,63.0,35.0,154.0,0.0,1215.0,2530.0,0.0,0.0,0.0,1025.0,4238.0,792829.0,4,162,9,32,37,248,652,1138,21.0,3.9689999999999954
38906,2019-10-11,20584.0,39422.0,30452.0,24.0,38.0,153.0,0.0,325.0,2162.0,0.0,0.0,0.0,1332.0,4272.0,1039449.0,5,163,10,31,38,249,651,1137,27.0,4.138999999999995
46394,2019-10-12,38906.0,39720.0,30495.0,19.0,41.0,152.0,0.0,325.0,2162.0,0.0,0.0,0.0,1518.0,4223.0,1168876.0,6,164,11,30,39,250,650,1136,43.0,4.598999999999995
38667,2019-10-13,46394.0,45946.0,31796.0,14.0,36.0,152.0,0.0,325.0,1536.0,0.0,0.0,0.0,1757.0,4218.0,1318152.0,7,165,12,29,40,251,649,1135,63.0,10.049999999999992
32462,2019-10-14,38667.0,47155.0,32183.0,21.0,39.0,111.0,630.0,415.0,1557.0,0.0,0.0,0.0,1918.0,4232.0,1389533.0,1,166,13,28,41,252,648,1134,71.0,10.344999999999992
84020,2019-10-15,32462.0,51731.0,32640.0,2.0,39.0,109.0,0.0,415.0,1540.0,0.0,0.0,0.0,6394.0,5256.0,1462613.0,2,167,14,27,42,253,647,1133,80.0,11.014999999999993
27621,2019-10-16,84020.0,47707.0,35396.0,133.0,39.0,113.0,0.0,90.0,1112.0,0.0,0.0,0.0,6386.0,5317.0,1069270.0,3,168,15,26,43,254,646,1132,90.0,11.499999999999993
40685,2019-10-17,27621.0,41236.0,36283.0,3.0,31.0,113.0,0.0,90.0,1112.0,0.0,0.0,0.0,6339.0,5338.0,1038704.0,4,169,16,25,44,255,645,1131,91.0,11.183999999999992
76134,2019-10-18,40685.0,44108.0,37464.0,20.0,30.0,111.0,0.0,90.0,1112.0,0.0,0.0,0.0,6391.0,5286.0,846342.0,5,170,17,24,45,256,644,1130,94.0,10.027999999999992
50366,2019-10-19,76134.0,49426.0,39462.0,13.0,29.0,105.0,0.0,90.0,1112.0,0.0,0.0,0.0,6433.0,5251.0,815395.0,6,171,18,23,46,257,643,1129,94.0,11.373999999999993
22026,2019-10-20,50366.0,49994.0,40240.0,38.0,33.0,97.0,0.0,90.0,1111.0,0.0,0.0,0.0,6444.0,5183.0,903188.0,7,172,19,22,47,258,642,1128,83.0,11.728999999999992
2470,2019-10-21,22026.0,47616.0,40556.0,9.0,31.0,78.0,0.0,0.0,1034.0,0.0,0.0,0.0,6324.0,5071.0,809683.0,1,173,20,21,48,259,641,1127,71.0,6.2759999999999945
433,2019-10-22,2470.0,43332.0,39028.0,4.0,31.0,73.0,0.0,0.0,1034.0,0.0,0.0,0.0,2027.0,4904.0,751886.0,2,174,21,20,49,260,640,1126,64.0,5.865999999999994
140449,2019-10-23,433.0,31391.0,37741.0,0.0,12.0,71.0,0.0,0.0,999.0,0.0,0.0,0.0,1676.0,4749.0,578341.0,3,175,22,19,50,261,639,1125,104.0,6.585999999999995
50623,2019-10-25,0.0,48646.0,40571.0,0.0,61.0,75.0,0.0,0.0,965.0,0.0,0.0,0.0,1602.0,4694.0,746852.0,5,177,24,17,52,263,637,1123,128.0,7.660999999999996
37196,2019-10-26,50623.0,44394.0,39692.0,4675.0,838.0,234.0,13014.0,2169.0,1414.0,0.0,0.0,0.0,1774.0,3589.0,807201.0,6,178,25,16,53,264,636,1122,124.0,8.030999999999995
15126,2019-10-27,37196.0,42200.0,40020.0,41.0,838.0,233.0,1156.0,2362.0,1291.0,0.0,0.0,0.0,1421.0,3468.0,567495.0,7,179,26,15,54,265,635,1121,110.0,6.130999999999997
1441,2019-10-28,15126.0,41050.0,37923.0,36.0,843.0,233.0,1721.0,2648.0,1312.0,0.0,0.0,0.0,1429.0,2608.0,693122.0,1,180,27,14,55,266,634,1120,117.0,5.009999999999996
82570,2019-10-29,1441.0,40878.0,37957.0,0.0,842.0,233.0,0.0,2648.0,1312.0,0.0,0.0,0.0,1326.0,2634.0,688219.0,2,181,28,13,56,267,633,1119,124.0,4.474999999999997
47977,2019-10-30,82570.0,54568.0,40703.0,189.0,874.0,239.0,0.0,2648.0,1312.0,0.0,0.0,0.0,1784.0,2657.0,928484.0,3,182,29,12,57,268,632,1118,144.0,4.514999999999997
21891,2019-10-31,47977.0,39156.0,40080.0,41.0,830.0,215.0,116925.0,22136.0,5179.0,0.0,0.0,0.0,2547.0,2761.0,974647.0,4,183,30,11,58,269,631,1117,160.0,4.934999999999997
22872,2019-11-01,21891.0,36689.0,39548.0,33.0,716.0,202.0,0.0,18974.0,4943.0,0.0,0.0,0.0,2503.0,2827.0,1038104.0,5,184,31,10,59,270,630,1116,115.0,4.344999999999997
16999,2019-11-02,22872.0,32725.0,40318.0,73.0,59.0,205.0,1041.0,17263.0,4931.0,0.0,0.0,0.0,2188.0,2835.0,947004.0,6,185,32,9,60,271,629,1115,81.0,2.6449999999999965
16283,2019-11-03,16999.0,29839.0,40458.0,2.0,53.0,205.0,0.0,17098.0,4716.0,0.0,0.0,0.0,2204.0,2850.0,956577.0,7,186,33,8,61,272,628,1114,77.0,2.5349999999999966
2011,2019-11-04,16283.0,30005.0,39750.0,5532.0,839.0,395.0,0.0,16852.0,4716.0,0.0,0.0,0.0,2304.0,2896.0,901847.0,1,187,34,7,62,273,627,1113,78.0,2.6349999999999967
33865,2019-11-05,2011.0,30086.0,39722.0,1.0,839.0,394.0,0.0,16852.0,4716.0,0.0,0.0,0.0,2379.0,2914.0,935391.0,2,188,35,6,63,274,626,1112,65.0,4.509999999999998
17484,2019-11-06,33865.0,23128.0,39849.0,13.0,814.0,394.0,0.0,16852.0,4716.0,0.0,0.0,0.0,2348.0,2989.0,808242.0,3,189,36,5,64,275,625,1111,53.0,4.589999999999998
31674,2019-11-07,17484.0,18772.0,40437.0,0.0,808.0,394.0,0.0,149.0,4716.0,0.0,0.0,0.0,1415.0,2987.0,565510.0,4,190,37,4,65,276,624,1110,91.0,4.914999999999998
17718,2019-11-08,31674.0,20170.0,37660.0,27.0,807.0,391.0,0.0,149.0,4637.0,0.0,0.0,0.0,1624.0,3019.0,549077.0,5,191,38,3,66,277,623,1109,75.0,4.634999999999998
60147,2019-11-09,17718.0,19433.0,35757.0,9.0,798.0,389.0,0.0,0.0,4637.0,0.0,0.0,0.0,1652.0,2986.0,587627.0,6,192,39,2,67,278,622,1108,72.0,4.180999999999998
26285,2019-11-10,60147.0,25597.0,37121.0,427.0,858.0,403.0,40902.0,5843.0,6048.0,0.0,0.0,0.0,1785.0,2960.0,641985.0,7,193,40,1,68,279,621,1107,72.0,4.180999999999998
40628,2019-11-11,26285.0,27026.0,36686.0,2.0,68.0,402.0,0.0,5843.0,6048.0,0.0,0.0,0.0,1731.0,2948.0,589812.0,1,194,41,0,69,280,620,1106,77.0,3.950999999999999
484,2019-11-12,40628.0,32543.0,36487.0,1.0,68.0,402.0,0.0,5843.0,6048.0,0.0,0.0,0.0,1656.0,2890.0,562979.0,2,195,42,1,70,281,619,1105,76.0,3.9909999999999983
63549,2019-11-13,484.0,27774.0,35170.0,0.0,67.0,401.0,0.0,5843.0,6026.0,0.0,0.0,0.0,1319.0,2845.0,483015.0,3,196,43,2,71,282,618,1104,77.0,1.9909999999999972
26647,2019-11-14,63549.0,34355.0,36242.0,1467.0,276.0,451.0,0.0,5843.0,6026.0,0.0,0.0,0.0,1683.0,1850.0,848393.0,4,197,44,3,72,283,617,1103,78.0,1.6309999999999971
77316,2019-11-15,26647.0,33637.0,34264.0,163.0,296.0,452.0,0.0,5843.0,6026.0,0.0,0.0,0.0,2617.0,2109.0,748966.0,5,198,45,4,73,284,616,1102,15.0,1.6659999999999977
31905,2019-11-16,77316.0,42151.0,35978.0,83.0,306.0,455.0,6296.0,6743.0,6243.0,0.0,0.0,0.0,10522.0,3996.0,733689.0,6,199,46,5,74,285,615,1101,14.0,1.5259999999999976
