gameid,title,developers,publishers,genres,supported_languages,release_date
468388,Lacuna - A Sci-Fi Noir Adventure,['DigiTales Interactive'],['Assemble Entertainment'],"['Adventure', 'Point & Click']",,2021-12-21
472251,Vagante,['Nuke Nine'],['BlitWorks'],"['Platformer', 'Roguelite']",,2022-01-27
464387,Grand Theft Auto III – The Definitive Edition,"['Grove Street Games', 'Rockstar North']",['Rockstar Games'],"['Third Person Shooter', 'Open World']",,2021-11-11
2889,Ridge Racer Unbounded,['bugbear'],['Namco Bandai Games'],"['Action', 'Adventure', 'Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2013-09-03
2893,Rayman 3 HD,['ubisoft shanghai'],['Ubisoft'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2012-03-21
478060,Ryans räddningskår,,,,,2022-03-04
485286,Synergia,,,,,2022-02-22
1158,Dead Space,['Electronic Arts'],['Electronic Arts'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2010-08-03
191713,Surviving Mars,['Haemimont Games'],['paradox interactive'],['strategy'],,2018-03-15
24156,Surviving Mars,['Haemimont Games'],['paradox interactive'],['strategy'],"['French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-03-15
2403,Bejeweled 3,['PopCap Games Inc.'],['PopCap Games Inc.'],"['puzzle', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-10-19
387568,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,['Purple Lamp Studios'],['THQ Nordic'],['Casual'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2020-06-23
6729,GRID Autosport,['Codemasters Racing'],['Codemasters'],"['Racing', 'sports', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2014-06-24
2860,STREETFIGHTER X TEKKEN,['CAPCOM Co.'],['CAPCOM Co.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean']",2012-09-04
2817,SoulCalibur V,['Namco Bandai Games'],['Namco Bandai Games'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2012-02-03
482777,The Last Cube,['Improx Games'],['Improx Games'],['Puzzle'],,2022-03-10
490137,Splash Cars,"['Paper Bunker', 'eastasiasoft']",['eastasiasoft'],"['Arcade Racing', 'Automobile']",,2022-03-09
490552,Sherlock Holmes: The Devil's Daughter Redux,['Frogwares'],['Frogwares'],"['Adventure', 'Point & Click']",,2022-03-03
490346,Agent Intercept,['PikPok'],['PikPok'],"['Arcade Racing', 'Automobile', 'Vehicular Combat']",,2022-03-30
485767,Retro Pixel Racers,['Josep Monzonis Hernandez'],['JanduSoft'],"['Arcade Racing', 'Automobile']",,2022-03-10
1526,FUEL,['Asobo Studio'],['Codemasters'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-06-02
490029,Shadow Warrior 3,['Flying Wild Hog'],['Devolver Digital'],"['First Person Shooter', 'Platformer', 'Hack & Slash']",,2023-02-16
2118,Bejeweled 2,['CTXM'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2011-09-06
487156,Phantom Breaker: Omnia,"['MAGES.', 'GameLoop']",['Rocket Panda Games'],['Fighting'],,2022-03-15
329177,GRID,['Codemasters'],['Codemasters'],['strategy'],"['French', 'Spanish', 'German', 'Italian', 'Polish', 'Portuguese (Brazil)']",2019-10-11
479954,Little Orpheus,['The Chinese Room'],['Secret Mode'],['Platformer'],,2022-09-13
487710,GRID Legends,['Codemasters'],['Electronic Arts'],"['Simulation Racing', 'Automobile']",,2022-02-25
483472,Istanbul: Digital Edition,['Acram Digital'],['Acram Digital'],['Card & Board'],,2022-02-24
489238,Clouzy,['Tinymoon'],['Freedom Games'],['Simulation'],,2022-02-24
489223,Aztech Forgotten Gods,['Lienzo'],['Lienzo'],['Action-Adventure'],,2022-03-10
487126,Epitasis,['Epitasis Games'],['Epitasis Games'],['Puzzle'],,2022-02-23
487114,Dr. Oil,['Antena'],['ChiliDog Interactive'],['Platformer'],,2022-02-23
483319,Music Racer: Ultimate,"['AbstractArt', 'Light Road Games']",['Sometimes You'],['Action'],,2022-03-04
487599,Gunborg: Dark Matters,['Ricpau Studios'],['Red Art Games'],['Run & Gun'],,2022-03-04
485769,Pyramid Quest,['EntwicklerX'],['EntwicklerX'],['Platformer'],,2022-02-25
438363,Aerial_Knight's Never Yield,['Aerial_Knight'],['Headup Games'],['Platformer'],,2021-05-19
481928,Choice of Life: Middle Ages,['Blazing Planet Studio'],['Samustai'],['Visual Novel'],,2022-02-18
3248,Sonic the Hedgehog 4: Episode II,['SEGA'],['SEGA'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-05-16
2083,Sonic the Hedgehog 4: Episode I,['sonic team'],['SEGA'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-10-10
1200,Dante's Inferno,['Electronic Arts'],['Electronic Arts'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-01-18
1091,Tom Clancy's Ghost Recon Advanced Warfighter 2,['Ubisoft'],['Ubisoft'],"['Action', 'Adventure', 'strategy', 'Simulation', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2019-03-28
1073,Tom Clancy's Ghost Recon Advanced Warfighter,['Ubisoft'],['Ubisoft'],"['Action', 'Adventure', 'strategy', 'Simulation', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-09-01
759975,FlipCat (Windows),['Fabrizio Abreu'],['Fa Games'],,,2025-01-10
485621,Besiege Console,,,,,2023-05-01
172571,Guacamelee! 2,['DrinkBox Studios'],['DrinkBox Studios'],['Indie'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Portuguese (Brazil)']",2019-01-18
20755,Ben 10,['Torus Games'],['Outright Games'],['Action'],"['French', 'Spanish', 'German', 'Italian']",2017-11-14
2082,Sonic Adventure,['SEGA'],['SEGA'],"['Action', 'Adventure', 'platformer', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-09-11
10502,Resident Evil 0,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2016-01-19
11389,Resident Evil 0,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)']",2016-01-19
13185,Resident Evil 5,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)']",2016-06-28
1168,Resident Evil 5,['CAPCOM Co.'],['CAPCOM Co.'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-03-29
3431,RESIDENT EVIL 6,['CAPCOM Co.'],['CAPCOM Co.'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-12-21
485789,Submerged: Hidden Depths,['Uppercut Games'],['Uppercut Games'],['Adventure'],,2022-03-10
2605,Juiced 2: Hot Import Nights,['Juice Games'],['THQ'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2007-09-28
485462,Monster Energy Supercross - The Official Videogame 5,['Milestone'],['Milestone'],"['Simulation Racing', 'Sports', 'Motocross']",,2022-03-17
483644,Mekabolt+,['Somepx'],['Ratalaika Games'],['Platformer'],,2022-02-15
484769,Skautfold: Shrouded in Sanity,['Pugware'],['Red Art Games'],"['Action-RPG', 'Role Playing']",,2022-02-11
485622,KungFu Kickball,['WhaleFood Games'],['Blowfish Studios'],"['Platformer', 'Sports', 'Football']",,2022-02-10
479232,NAPE RETROVERSE COLLECTION,['Nape Games'],['JanduSoft'],"[""Shoot 'em up"", 'Collection']",,2022-02-10
480784,El Gancho,"['Sidral Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2022-02-09
484741,Oddworld: Stranger's Wrath HD,['Oddworld Inhabitants'],['Oddworld Inhabitants'],['Action-Adventure'],,2022-02-11
479226,Active Neurons - Puzzle game,['USANIK'],['Sometimes You'],['Puzzle'],,2022-01-28
468507,Aery - Dreamscape,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2022-01-14
479787,Rise of the Third Power,['Stegosoft'],['DANGEN Entertainment'],"['Role Playing', 'Turn Based']",,2022-02-10
479530,Cannibal Cuisine,['Rocket Vulture'],['Rocket Vulture'],['Party'],,2022-01-25
468504,Summertime Madness,['Studio 23'],['Sometimes You'],"['Puzzle', 'Adventure']",,2022-01-26
479564,FAR: Changing Tides,['Okomotive'],['Frontier Foundry'],['Adventure'],,2022-03-01
478851,Pupperazzi,['Sundae Month'],['Kitfox Games'],['Adventure'],,2022-01-20
479417,Guntech 2,['Utopos Games'],['Utopos Games'],"[""Shoot 'em up""]",,2022-01-13
478269,Nobody Saves the World,['DrinkBox Studios'],['DrinkBox Studios'],"['Action-RPG', 'Role Playing']",,2022-01-18
478065,DYSMANTLE,['10tons'],['10tons'],"['Action-RPG', 'Role Playing', 'Open World']",,2022-01-19
478342,RPGolf Legends,['ArticNet'],['KEMCO'],"['Action-RPG', 'Role Playing']",,2022-01-20
472057,FightNJokes,['Mental Drink'],['Mental Drink'],['Fighting'],,2021-12-17
12144,Resident Evil 6,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2016-03-29
483037,Starlight Shores,,,,,2022-01-26
473266,Deathsmiles I・II,,,,,2021-12-16
472259,One Hand Clapping,,,,,2021-12-14
3702,Fighting Vipers,['SEGA'],['SEGA'],['fighting'],['Japanese'],2012-11-28
462928,Battle Brothers,,,,,2022-01-13
472049,Trophy,,,,,2021-12-17
423001,Among Us,,,,,2021-12-14
17577,Shadow Warrior 2,['flying wild hog'],['devolver digital'],['Adventure'],"['French', 'Spanish', 'German', 'Russian', 'Polish', 'Portuguese (Brazil)']",2017-05-19
182501,Sekiro: Shadows Die Twice,['FromSoftware Inc.'],['方块游戏 (Asia)'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2019-03-22
185285,Mortal Kombat 11,['Shiver Games'],['Warner Bros Interactive Entertainment'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2019-04-23
14175,PAC-MAN Championship Edition 2,['BANDAI NAMCO Studios Inc.'],['BANDAI NAMCO Entertainment'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2016-09-13
12845,One Piece: Burning Blood,['Spike Chunsoft Co. Ltd.'],['BANDAI NAMCO Entertainment'],['fighting'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2016-05-31
478063,Danger!Energy,['Half-Face Games'],['Half-Face Games'],['Puzzle'],,2022-01-05
473690,Sword of Elpisia,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2022-01-07
470538,Breakneck City,"['Renegade Sector Games', 'eastasiasoft']",['eastasiasoft'],"[""Beat 'em up""]",,2022-01-05
474936,Gardener's Path,['Viridino Studios'],['Ratalaika Games'],['Puzzle'],,2021-12-22
484613,OlliOlli World,['Roll7'],['Private Division'],"['Platformer', 'Sports', 'Skateboarding']",,2022-02-08
484434,True Fear: Forsaken Souls Part 1,['Goblinz'],['The Digital Lounge'],"['Adventure', 'Point & Click']",,2022-02-01
481211,Webbed,['Sbug Games'],['Sbug Games'],['Platformer'],,2022-02-02
479230,Dyna Bomb,['7 Raven Studios'],['Totalconsole'],['Platformer'],,2022-02-01
2574,Tomb Raider: Anniversary,['crystal dynamics'],['Crystal Dynamics'],"['Action', 'Adventure', 'strategy', 'Simulation']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-11-02
3500,DOOM 3: BFG Edition,['id Software'],['Bethesda Softworks'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-10-16
484141,Life is Strange: Before the Storm Remastered,['Deck Nine Games'],['Square Enix'],"['Adventure', 'Point & Click']",,2022-02-01
483744,Edge of Eternity,['Midgar Studio'],['Dear Villagers'],"['Role Playing', 'Open World', 'Turn Based']",,2022-02-10
472046,Rugby 22,['Eko Software'],['Nacon'],"['Sports', 'Rugby']",,2022-01-27
483366,Taiko no Tatsujin: The Drum Master!,['Bandai Namco Amusement Lab'],['Bandai Namco Entertainment'],['Music & Rhythm'],,2022-01-27
480783,Super Onion Boy 2,['PowerSlash Studios'],['Ratalaika Games'],['Platformer'],,2022-01-28
463781,COGEN: Sword of Rewind,['Gemdrops'],['Gemdrops'],"['Platformer', 'Hack & Slash']",,2022-01-26
481927,Calturin,['Lasse Zacho Malver'],['Samustai'],['Action'],,2022-01-28
479227,Jack 'n' Hat,['Cross Game Studio'],['2Awesome Studio'],['Platformer'],,2022-01-21
481794,MouseCraft,['Crunching Koalas'],['Crunching Koalas'],['Puzzle'],,2022-01-21
479231,Kinduo,"['Nibb Games', 'Guimaraf Studio']",['Ratalaika Games'],"['Puzzle', 'Platformer']",,2022-01-21
457380,I Am Fish,['Bossa Studios'],['Curve Games'],['Platformer'],,2021-09-16
481479,Dying Light 2 Stay Human,['Techland'],['Techland'],"['First Person Shooter', 'Open World', 'Action Horror']",,2022-02-04
472047,The Enigma Machine,['ENIGMA STUDIO'],['Dolores Entertainment'],['Adventure'],,2022-01-20
470537,Horatio Goes Snowboarding,"['Infinite State Games', 'eastasiasoft']",['eastasiasoft'],"['Sports', 'Snowboarding']",,2021-12-22
465660,Razerwire: Nanowars,['Hammer and Ravens'],['RedDeerGames'],"[""Shoot 'em up""]",,2021-12-17
473673,KeyWe,['Stonewheat & Sons'],['Fireshine Games'],['Puzzle'],,2021-08-31
471977,Asteroids: Recharged,"['Adamvision Studios', 'SneakyBox Studios']",['Atari'],"[""Shoot 'em up""]",,2021-12-14
462340,The Prince of Landis,['Lorestrome'],['Ratalaika Games'],['Adventure'],,2021-11-05
464155,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,['Gearbox Software'],['2K Games'],"['First Person Shooter', 'Role Playing', 'Open World', 'Dungeon Crawler']",,2021-11-09
461802,Echo Generation,,,,,2021-10-21
460720,Gunkid 99 - Frantic 2D Arena Shooter,,,,,2021-11-10
465661,Aspire - Ina's Tale,,,,,2021-12-17
467657,No Time to Relax,,,,,2021-12-01
468681,Chorus,,,,,2021-12-03
1077,Call of Duty 3,['Treyarch'],['Activision'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2009-10-06
1186,Call of Duty 4: Modern Warfare,['Infinity Ward'],['Activision'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2010-09-21
1142,Grand Theft Auto IV,['rockstar north'],['Rockstar Games'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-10-13
1606,Bayonetta,['platinumgames'],['SEGA'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-02-22
373983,Bayonetta,['platinumgames'],['SEGA'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2020-02-18
5967,DARK SOULS II,['from software'],['Namco Bandai Games'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2014-03-11
8527,DARK SOULS II: Scholar of the First Sin,['from software'],['BANDAI NAMCO Games'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2015-04-07
471966,Dracula's Legacy Remastered,['Joindots'],['Joindots'],"['Adventure', 'Point & Click']",,2021-12-10
468503,Wytchwood,['Alientrap'],['Whitethorn Games'],['Adventure'],,2021-12-09
465648,MONOPOLY Madness,['Engine Software'],['Ubisoft'],['Card & Board'],,2021-12-09
470416,Serious Sam 4,['Croteam'],['Devolver Digital'],"['First Person Shooter', 'Third Person Shooter']",,2021-12-07
470479,White Shadows,['Monokel'],"['Headup Games', 'Thunderful Games']","['Puzzle', 'Platformer']",,2021-12-07
468697,Stick Fight: The Game,['Landfall Games'],['Landfall Games'],['Party'],,2021-12-03
465645,"Warhammer 40,000: Battlesector",['Black Lab Games'],['Slitherine'],"['Strategy', 'Turn Based']",,2021-12-02
468502,Archvale,['idoz & phops'],['Humble Games'],['Action-Adventure'],,2021-12-02
465822,2 Synchro Hedgehogs,['grin robot'],['grin robot'],['Platformer'],,2021-12-15
465749,Mini Madness,['D6 TEAM'],['Drageus Games'],"['Arcade Racing', 'Automobile']",,2021-12-10
465711,Ever Forward,['Pathea Games'],['PM Studios'],"['Puzzle', 'Adventure']",,2021-12-07
465699,Ball laB,"['Viktor Yurchuk', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2021-12-08
465653,Energy Cycle,['Sometimes You'],['Sometimes You'],['Puzzle'],,2021-12-07
465769,3D Billiards - Pool & Snooker - Remastered,['Joindots'],['Joindots'],"['Sports', 'Cue Sports']",,2021-11-26
465692,Sleepin' Guy Deluxe Edition,['Chubby Pixel'],['Chubby Pixel'],['Action'],,2021-12-03
465753,Instant Sports Paradise,['BreakFirst Games'],['PID Games'],['Sports'],,2021-11-25
465673,Cricket 22,['Big Ant Studios'],['Nacon'],"['Sports', 'Cricket']",,2021-12-02
465649,6Souls,['BUG-Studio'],['Ratalaika Games'],['Platformer'],,2021-12-03
464191,Drizzlepath: Deja Vu,"['Tonguc Bodur', 'eastasiasoft']",['eastasiasoft'],['Adventure'],,2021-11-24
409780,Going Under,['Aggro Crab Games'],['Team17 Software'],"['Roguelite', 'Dungeon Crawler']",,2020-09-24
464004,Gynoug,"['Shinyuden', 'Masaya']",['Ratalaika Games'],"[""Shoot 'em up""]",,2021-11-12
463611,Whiskey Mafia: Leo's Family,['FastGame'],['ChiliDog Interactive'],['Adventure'],,2021-11-12
461136,Alchemist Simulator,['Art Games Studio'],"['Art Games Studio', 'Polyslash']",['Simulation'],,2021-11-10
455533,Craftopia,['Pocketpair'],['Pocketpair'],"['Survival', 'Open World']",,2021-07-05
462312,Ghost Sync,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2021-11-05
463612,Circa Infinity,['Kenny Sun'],['RedDeerGames'],['Action'],,2021-11-05
2059,DARK SOULS,['from software'],['Namco Bandai Games'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (simplified)']",2011-10-04
12074,DARK SOULS III,['from software'],['BANDAI NAMCO Entertainment'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2016-04-12
137811,DARK SOULS: REMASTERED,['QLOC'],['BANDAI NAMCO Entertainment'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-05-25
10732,Rise of the Tomb Raider,['Crystal Dynamics'],['Crystal Dynamics'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2015-11-10
463292,MXGP 2021 - The Official Motocross Videogame,['Milestone'],['Milestone'],"['Simulation Racing', 'Automobile', 'Sports', 'Motocross']",,2021-11-30
385984,Fury Unleashed,['Awesome Games Studio'],['Awesome Games Studio'],['RPG'],"['French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish']",2020-05-08
193967,Lethal League Blaze,['Team Reptile'],['Team Reptile'],['sports'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2019-07-12
417957,PHOGS!,['Bit Loom Games'],['Coatsink'],['Indie'],,2020-12-03
2661,Rayman Origins,['Ubisoft'],['Ubisoft'],"['platformer', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-07-24
