Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Zhang, Weixia; Ma, Kede; Zhai, Guangtao; Yang, Xiaokang; ",Task-specific normalization for continual learning of blind image quality models,IEEE Transactions on Image Processing,33,,1898-1910,2024,IEEE
"Chen, Xinru; Hu, Menghan; Zhai, Guangtao; ",Cough detection using selected informative features from audio signals,"2021 14th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",,,1-6,2021,IEEE
"Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Wang, Tao; Lu, Wei; Zhai, Guangtao; ",No-reference quality assessment for 3D colored point cloud and mesh models,IEEE Transactions on Circuits and Systems for Video Technology,32,11,7618-7631,2022,IEEE
"Yang, Yiming; Zhai, Guangtao; Hu, Menghan; Jiang, Wei; ",Adaptive Noise Injection for Quality Improvement of Blurry Images,International Forum on Digital TV and Wireless Multimedia Communications,,,96-106,2020,Springer Singapore Singapore
"Gao, Zhongpai; Yan, Junchi; Zhai, Guangtao; Yang, Xiaokang; ",Learning Spectral Dictionary for Local Representation of Mesh.,IJCAI,,,685-692,2021,
"Li, Bowen; Zhang, Weixia; Tian, Meng; Zhai, Guangtao; Wang, Xianpei; ",Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,IEEE Transactions on Circuits and Systems for Video Technology,32,9,5944-5958,2022,IEEE
"Yi, Fuwang; Chen, Mianyi; Sun, Wei; Min, Xiongkuo; Tian, Yuan; Zhai, Guangtao; ",Attention based network for no-reference UGC video quality assessment,2021 IEEE international conference on image processing (ICIP),,,1414-1418,2021,IEEE
"Chen, Qi; Min, Xiongkuo; Duan, Huiyu; Zhu, Yucheng; Zhai, Guangtao; ",Muiqa: Image quality assessment database and algorithm for medical ultrasound images,2021 IEEE International Conference on Image Processing (ICIP),,,2958-2962,2021,IEEE
"Gao, Yixuan; Min, Xiongkuo; Zhu, Wenhan; Zhang, Xiao-Ping; Zhai, Guangtao; ",Modeling image quality score distribution using alpha stable model,2021 IEEE International Conference on Image Processing (ICIP),,,1574-1578,2021,IEEE
"Cao, Yuqin; Min, Xiongkuo; Sun, Wei; Zhai, Guangtao; ",Deep neural networks for full-reference and no-reference audio-visual quality assessment,2021 IEEE International Conference on Image Processing (ICIP),,,1429-1433,2021,IEEE
"Yao, Shunyu; Min, Xiongkuo; Zhai, Guangtao; ",Deep audio-visual fusion neural network for saliency estimation,2021 IEEE International Conference on Image Processing (ICIP),,,1604-1608,2021,IEEE
"Wu, Sijing; Duan, Huiyu; Min, Xiongkuo; Tu, Danyang; Zhai, Guangtao; ",Accurate compensation makes the world more clear for the visually impaired,2021 IEEE International Conference on Image Processing (ICIP),,,604-608,2021,IEEE
"Yang, Cheng; Wang, Fen; Ye, Minxiang; Zhai, Guangtao; Zhang, Xiao-Ping; Stankovic, Vladimir; Stankovic, Lina; ",Model selection-inspired coefficients optimization for polynomial-kernel graph learning,2021 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),,,344-350,2021,IEEE
"Yang, Cheng; Cheung, Gene; Tan, Wai-tian; Zhai, Guangtao; ",Unfolding Projection-free SDP Relaxation of Binary Graph Classifier via GDPA Linearization,arXiv preprint arXiv:2109.04697,,,,2021,
"Tang, Jingyu; Sun, Mingze; Zhu, Lingjun; Hu, Menghan; Zhou, Mei; Zhang, Jian; Li, Qingli; Zhai, Guangtao; ",Design and optimization of an assistive cane with visual odometry for blind people to detect obstacles with hollow section,IEEE Sensors Journal,21,21,24759-24770,2021,IEEE
"Li, Yunhao; Shen, Wei; Gao, Zhongpai; Zhu, Yucheng; Zhai, Guangtao; Guo, Guodong; ",Looking here or there? gaze following in 360-degree images,Proceedings of the IEEE/CVF International conference on computer vision,,,3742-3751,2021,
"Li, Yunhao; Shen, Wei; Gao, Zhongpai; Zhu, Yucheng; Zhai, Guangtao; Guo, Guodong; ",Looking here or there? Gaze Following in 360-Degree Images (Supplementary Material),,,,,,
"Min, Xiongkuo; Gu, Ke; Zhai, Guangtao; Yang, Xiaokang; Zhang, Wenjun; Le Callet, Patrick; Chen, Chang Wen; ","Screen content quality assessment: Overview, benchmark, and beyond",ACM Computing Surveys (CSUR),54,9,1-36,2021,"ACM New York, NY"
"Fu, Kang; Jia, Jun; Zhai, Guangtao; ",Dual-layer barcodes,Chinese Conference on Pattern Recognition and Computer Vision (PRCV),,,216-227,2021,Springer International Publishing Cham
"Zhu, Xiangyang; Song, Xuefei; Min, Xiongkuo; Zhou, Huifang; Sun, Wei; Wang, Jia; Zhai, Guangtao; ",Calculation of ophthalmic diagnostic parameters on a single eye image based on deep neural network,Multimedia Tools and Applications,81,2,2311-2331,2022,Springer US New York
"Dong, Zhenxing; Cao, Hong; Shen, Wang; Gan, Yu; Ling, Yuye; Zhai, Guangtao; Su, Yikai; ",Frequency-Aware Physics-Inspired Degradation Model for Real-World Image Super-Resolution,arXiv preprint arXiv:2111.03301,,,,2021,
"Zhai, Guangtao; Sun, Wei; Min, Xiongkuo; Zhou, Jiantao; ",Perceptual quality assessment of low-light image enhancement,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",17,4,1-24,2021,"ACM New York, NY"
"Zhu, Yucheng; Zhai, Guangtao; Yang, Yiwei; Duan, Huiyu; Min, Xiongkuo; Yang, Xiaokang; ",Viewing behavior supported visual saliency predictor for 360 degree videos,IEEE Transactions on Circuits and Systems for Video Technology,32,7,4188-4201,2021,IEEE
"Hu, Runze; Liu, Yutao; Gu, Ke; Min, Xiongkuo; Zhai, Guangtao; ",Toward a no-reference quality metric for camera-captured images,IEEE Transactions on Cybernetics,53,6,3651-3664,2021,IEEE
"Yu, Jiaqi; Yang, Jinhai; Yang, Hua; Zhai, Guangtao; ",PRN: Psychology-Inspired Relation Network for Detecting Social Interaction Groups from Single Images,BMVC 2021,,,,2021,
"Shen, Wang; Cheng, Ming; Lu, Guo; Zhai, Guangtao; Chen, Li; Asif, M Salman; Gao, Zhiyong; ",Spatial temporal video enhancement using alternating exposures,IEEE Transactions on Circuits and Systems for Video Technology,32,8,4912-4926,2021,IEEE
"Lu, Qiang; Zhai, Guangtao; Zhu, Yucheng; Min, Xiongkuo; Wang, Tao; Zhang, Xiao-Ping; ",Comparative Sharpness Evaluation for Mobile Phone Photos,CAAI International Conference on Artificial Intelligence,,,3-14,2021,Springer International Publishing Cham
"Yao, Shunyu; Zhong, RuiZhe; Yan, Yichao; Zhai, Guangtao; Yang, Xiaokang; ",DFA-NeRF: Personalized talking head generation via disentangled face attributes neural rendering,arXiv preprint arXiv:2201.00791,,,,2022,
"Tang, Jiapeng; Fang, Yi; Dong, Yu; Xie, Rong; Gu, Xiao; Zhai, Guangtao; Song, Li; ",Blindly Predict Image and Video Quality in the Wild,Proceedings of the 3rd ACM International Conference on Multimedia in Asia,,,1-7,2021,
"Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Wang, Tao; Lu, Wei; Zhai, Guangtao; ",A full-reference quality assessment metric for fine-grained compressed images,2021 International Conference on Visual Communications and Image Processing (VCIP),,,1-4,2021,IEEE
"Wang, Tao; Sun, Wei; Min, Xiongkuo; Lu, Wei; Zhang, Zicheng; Zhai, Guangtao; ",A multi-dimensional aesthetic quality assessment model for mobile game images,2021 International Conference on Visual Communications and Image Processing (VCIP),,,1-5,2021,IEEE
"Yue, Jiaomin; Lu, Qiang; Zhu, Dandan; Min, Xiongkuo; Zhang, Xiao-Ping; Zhai, Guangtao; ",Inter-Observer Visual Congruency in Video-Viewing,2021 International Conference on Visual Communications and Image Processing (VCIP),,,1-5,2021,IEEE
"Yang, Yiyan; Gao, Zhongpai; Zhai, Guangtao; ","LRS-Net: invisible QR Code embedding, detection, and restoration",2021 International Conference on Visual Communications and Image Processing (VCIP),,,1-5,2021,IEEE
"Yang, Yiwei; Zhu, Yucheng; Gao, Zhongpai; Zhai, Guangtao; ",Salgfcn: Graph based fully convolutional network for panoramic saliency prediction,2021 International Conference on Visual Communications and Image Processing (VCIP),,,1-5,2021,IEEE
"Guang, Zhai; Xiaoping, Yang; ",Dynamic analysis and simulation of multi-inter layer honeycomb plate,Comput. Simul,23,,44-45,2006,
"Tian, Yuan; Lu, Guo; Yan, Yichao; Zhai, Guangtao; Chen, Li; Gao, Zhiyong; ",Perceptual Coding for Compressed Video Understanding: A New Framework and Benchmark.,CoRR,,,,2022,
"Yang, Cheng; Hu, Menghan; Zhai, Guangtao; Zhang, Xiao-Ping; ",Graph-based denoising for respiration and heart rate estimation during sleep in thermal video,IEEE Internet of Things Journal,9,17,15697-15713,2022,IEEE
"Huang, Ru; Guan, Wenfan; Zhai, Guangtao; He, Jianhua; Chu, Xiaoli; ",Deep graph reinforcement learning based intelligent traffic routing control for software-defined wireless sensor networks,Applied Sciences,12,4,1951,2022,MDPI
"Gao, Zhongpai; Yan, Junchi; Zhai, Guangtao; Zhang, Juyong; Yang, Xiaokang; ",Robust mesh representation learning via efficient local structure-aware anisotropic convolution,IEEE Transactions on Neural Networks and Learning Systems,34,11,8566-8578,2022,IEEE
"Gao, Yixuan; Min, Xiongkuo; Zhu, Wenhan; Zhang, Xiao-Ping; Zhai, Guangtao; ",Parameterized image quality score distribution prediction,arXiv preprint arXiv:2203.00926,,,,2022,
"Min, Xiongkuo; Gu, Ke; Zhang, Lu; Jakhetiya, Vinit; Zhai, Guangtao; ",Computational neuroscience for perceptual quality assessment,Frontiers in Neuroscience,16,,876969,2022,Frontiers Media SA
"Fang, Lu; Chen, Yiran; Zhai, Guangtao; Wang, Jane; Wang, Ruiping; Dong, Weisheng; ","Artificial Intelligence: First CAAI International Conference, CICAI 2021, Hangzhou, China, June 5–6, 2021, Proceedings, Part I",,,,,2022,Springer Nature
"Yan, Yichao; Zhou, Zanwei; Wang, Zi; Gao, Jingnan; Yang, Xiaokang; ",Dialoguenerf: Towards realistic avatar face-to-face conversation video generation,Visual Intelligence,2,1,24,2024,Springer Nature Singapore Singapore
"Tu, Danyang; Min, Xiongkuo; Duan, Huiyu; Guo, Guodong; Zhai, Guangtao; Shen, Wei; ",End-to-end human-gaze-target detection with transformers,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,2192-2200,2022,IEEE
"Tu, Danyang; Min, Xiongkuo; Duan, Huiyu; Guo, Guodong; Zhai, Guangtao; Shen, Wei; ",IWIN: Human-object interaction detection via transformer with irregular windows,European conference on computer vision,,,87-103,2022,Springer Nature Switzerland
"Li, Xiao; Yang, Cheng; Tong, Weilin; Shi, Fangyu; Zhai, Guangtao; ",Fast graph-based binary classifier learning via further relaxation of semi-definite relaxation,Proceedings of the 2022 5th International Conference on Image and Graphics Processing,,,89-95,2022,
"Tong, Weilin; Yang, Cheng; Li, Xiao; Shi, Fangyu; Zhai, Guangtao; ",Cost-effective video-based poor repertoire detection for preterm infant general movement analysis,Proceedings of the 2022 5th International Conference on Image and Graphics Processing,,,51-58,2022,
"Duan, Huiyu; Min, Xiongkuo; Zhu, Yucheng; Zhai, Guangtao; Yang, Xiaokang; Le Callet, Patrick; ",Confusing image quality assessment: Toward better augmented reality experience,IEEE Transactions on Image Processing,31,,7206-7221,2022,IEEE
"Lu, Wei; Sun, Wei; Zhu, Wenhan; Min, Xiongkuo; Zhang, Zicheng; Wang, Tao; Zhai, Guangtao; ",A CNN-based quality assessment method for pseudo 4k contents,International Forum on Digital TV and Wireless Multimedia Communications,,,164-176,2021,Springer Singapore
"Duan, Huiyu; Shen, Wei; Min, Xiongkuo; Tu, Danyang; Li, Jing; Zhai, Guangtao; ",Saliency in augmented reality,Proceedings of the 30th ACM international conference on multimedia,,,6549-6558,2022,
"Liu, Donghua; Wang, Guodong; Zhai, Guangtao; ",Multi-scale dilated convolution of feature Fusion Network for Crowd counting,Multimedia Tools and Applications,81,26,37939-37952,2022,Springer US New York
"Duan, Huiyu; Min, Xiongkuo; Shen, Wei; Zhai, Guangtao; ",A unified two-stage model for separating superimposed images,"ICASSP 2022-2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,2065-2069,2022,IEEE
"Sun, Wei; Min, Xiongkuo; Lu, Wei; Zhai, Guangtao; ",A deep learning based no-reference quality assessment model for UGC videos,Proceedings of the 30th ACM International Conference on Multimedia,,,856-865,2022,
"Duan, Huiyu; Shen, Wei; Min, Xiongkuo; Tian, Yuan; Jung, Jae-Hyun; Yang, Xiaokang; Zhai, Guangtao; ",Develop Then Rival: A Human Vision-Inspired Framework for Superimposed Image Decomposition,IEEE Transactions on Multimedia,,,,2022,IEEE
"Jiang, Qiuping; Xu, Jiawu; Mao, Yudong; Zhou, Wei; Min, Xiongkuo; Zhai, Guangtao; ",Deep decomposition and bilinear pooling network for blind night-time image quality evaluation,arXiv preprint arXiv:2205.05880,,,,2022,
"Jia, Jun; Gao, Zhongpai; Zhu, Dandan; Min, Xiongkuo; Zhai, Guangtao; Yang, Xiaokang; ",Learning invisible markers for hidden codes in offline-to-online photography,Proceedings of the IEEE/CVF conference on computer vision and pattern recognition,,,2273-2282,2022,
"Tu, Danyang; Sun, Wei; Min, Xiongkuo; Zhai, Guangtao; Shen, Wei; ",Video-based human-object interaction detection from tubelet tokens,Advances in Neural Information Processing Systems,35,,23345-23357,2022,
"Lu, Wei; Sun, Wei; Min, Xiongkuo; Zhang, Zicheng; Wang, Tao; Zhu, Wenhan; Yang, Xiaokang; Zhai, Guangtao; ",Blind surveillance image quality assessment via deep neural network combined with the visual saliency,CAAI International Conference on Artificial Intelligence,,,136-146,2022,Springer Nature Switzerland Cham
"Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Zhu, Wenhan; Wang, Tao; Lu, Wei; Zhai, Guangtao; ",A no-reference deep learning quality assessment method for super-resolution images based on frequency maps,2022 IEEE International Symposium on Circuits and Systems (ISCAS),,,3170-3174,2022,IEEE
"Lu, Wei; Sun, Wei; Min, Xiongkuo; Zhu, Wenhan; Zhou, Quan; He, Jun; Wang, Qiyuan; Zhang, Zicheng; Wang, Tao; Zhai, Guangtao; ",Deep neural network for blind visual quality assessment of 4K content,IEEE Transactions on Broadcasting,69,2,406-421,2022,IEEE
"Zhang, Zicheng; Wu, Wei; Cheng, Ying; Min, Xiongkuo; Zhai, Guangtao; ",Perceptual quality assessment for fine-grained compressed images,Journal of Visual Communication and Image Representation,90,,103696,2023,Academic Press
"Wang, Tao; Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Luand, Wei; Zhai, Guangtao; ",Subjective quality assessment for images generated by computer graphics,2022 IEEE 24th International Workshop on Multimedia Signal Processing (MMSP),,,1-5,2022,IEEE
"Fan, Yu; Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Liu, Ning; Zhou, Quan; He, Jun; Wang, Qiyuan; Zhai, Guangtao; ",A no-reference quality assessment metric for point cloud based on captured video sequences,2022 IEEE 24th international workshop on Multimedia signal processing (MMSP),,,1-5,2022,IEEE
"Fan, Yu; Li, Jinxi; Song, Shaoying; Zhang, Haiguo; Wang, Sijia; Zhai, Guangtao; ",Palmprint phenotype feature extraction and classification based on deep learning,Phenomics,2,4,219,2022,
"Shen, Wang; Ming, Cheng; Bao, Wenbo; Zhai, Guangtao; Chenn, Li; Gao, Zhiyong; ",Enhanced deep animation video interpolation,2022 IEEE International Conference on Image Processing (ICIP),,,31-35,2022,IEEE
"Yang, Chen; Yao, Shun-Yu; Zhou, Zan-Wei; Ji, Bin; Zhai, Guang-Tao; Shen, Wei; ",Poxture: Human posture imitation using neural texture,IEEE Transactions on Circuits and Systems for Video Technology,32,12,8537-8549,2022,IEEE
"Wang, XR; Shi, JX; Zhai, GR; Zhang, WY; ",Postpartum stress urinary incontinence and associated obstetric factors,Zhonghua Fu Chan Ke Za Zhi,45,2,104-108,2010,
"Zhou, YQ; Pan, ZG; Zhai, GW; Tian, L; ",Standardization and key technologies for future fifth generation of mobile communication system,Data Acquisition Process,30,4,714-724,2015,
"Sun, Wei; Duan, Huiyu; Min, Xiongkuo; Chen, Li; Zhai, Guangtao; ",Blind quality assessment for in-the-wild images via hierarchical feature fusion strategy,2022 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),,,01-06,2022,IEEE
"Duan, Huiyu; Guo, Lantu; Sun, Wei; Min, Xiongkuo; Chen, Li; Zhai, Guangtao; ",Augmented reality image quality assessment based on visual confusion theory,2022 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),,,1-6,2022,IEEE
"Shen, W; Cheng, M; Lu, G; Zhai, G; Chen, L; Asif, MS; Gao, Z; Liu, Y; Jia, Q; Fan, X; ",Image/Video Processing,,,,,,
"Zhao, Defang; Zhu, Dandan; Min, Xiongkuo; Yue, Jiaomin; Zhang, Kaiwei; Zhou, Qiangqiang; Zhai, Guangtao; Yang, Xiaokang; ",Human attention based movie summarization: Dataset and baseline model,Neurocomputing,534,,106-118,2023,Elsevier
"Li, Bowen; Zhang, Weixia; Tian, Meng; Jiang, Jiu; Zhai, Guangtao; Wang, Xianpei; ",Learning a blind quality evaluator for UGC videos in perceptually relevant domains,2022 IEEE International Conference on Multimedia and Expo (ICME),,,1-6,2022,IEEE
"Zhang, Zicheng; Sun, Wei; Zhu, Yucheng; Min, Xiongkuo; Wu, Wei; Chen, Y; Zhai, G; ",Treating point cloud as moving camera videos: A no-reference quality assessment metric,arXiv preprint arXiv:2208.14085,3,,,2022,
"Zhang, Zicheng; Sun, Wei; Min, Xiongkuo; Zhou, Quan; He, Jun; Wang, Qiyuan; Zhai, Guangtao; ",MM-PCQA: Multi-modal learning for no-reference point cloud quality assessment,arXiv preprint arXiv:2209.00244,,,,2022,
"Zhang, Kaiwei; Zhu, Dandan; Min, Xiongkuo; Zhai, Guangtao; ",Implicit neural representation learning for hyperspectral image super-resolution,IEEE Transactions on Geoscience and Remote Sensing,61,,1-12,2022,IEEE
"Zhou, Wei; Yang, Qi; Chen, Wu; Jiang, Qiuping; Zhai, Guangtao; Lin, Weisi; ",Blind quality assessment of dense 3D point clouds with structure guided resampling,"ACM Transactions on Multimedia Computing, Communications and Applications",20,8,1-21,2024,"ACM New York, NY"
"Lei, Chaoyu; Qu, Mingyu; Sun, Hanchi; Huang, Jing; Huang, Jingxuan; Song, Xuefei; Zhai, Guangtao; Zhou, Huifang; ",Exploration of Clinical Significance for Facial Expressions in Patients with Thyroid-Associated Ophthalmopathy and Establishment of Corresponding Deep Learning Model,Available at SSRN 4210383,,,,,
