company,industry,country,continent,layoff_date,layoff_count,workforce_percentage,funding_stage,total_funding_million_usd,stock_price_change_7d,hiring_status,reason,revenue_growth_percent,market_cap_billion_usd,company_size,layoff_severity_score,ai_automation_flag,economic_cycle_flag
Company_4948,EdTech,Germany,Europe,2022-10-13,525,20.54,IPO,1925.74,-14.09,Hiring,AI Automation,1.43,10.34,Startup,10783.5,1,Tech Correction
Company_4949,Tech,Japan,Asia,2022-08-10,926,36.97,Series B,1437.84,4.31,Hiring,M&A Activity,31.69,400.66,Mid-size,34234.22,0,Tech Correction
Company_4950,Retail,USA,North America,2022-01-10,282,27.49,Series A,1956.47,-10.52,Freeze,Cost Cutting,-14.13,323.89,Mid-size,7752.179999999999,0,Tech Correction
Company_4951,Healthcare,UK,Europe,2023-04-15,371,18.88,Series C,1985.29,-3.19,Hiring,M&A Activity,30.88,269.84,Mid-size,7004.48,0,Tech Correction
Company_4952,FinTech,Brazil,South America,2022-02-20,66,2.4,Series C,1342.46,-5.11,Hiring,AI Automation,-15.76,29.28,Startup,158.4,1,Tech Correction
Company_4953,Retail,Brazil,South America,2020-07-02,248,21.25,Series B,824.76,0.66,Freeze,Cost Cutting,-4.58,452.72,Startup,5270.0,0,Pandemic Impact
Company_4954,Healthcare,Germany,Europe,2021-06-24,145,28.92,Series B,1454.27,-1.56,Hiring,Overexpansion,27.33,29.6,Startup,4193.400000000001,0,Pandemic Impact
Company_4955,Finance,Brazil,South America,2023-12-31,124,7.47,Series B,414.66,-8.84,Freeze,Cost Cutting,25.1,176.48,Enterprise,926.28,0,Tech Correction
Company_4956,AI,USA,North America,2023-01-24,732,30.9,Series A,1935.88,-3.96,Slowdown,M&A Activity,29.52,464.66,Startup,22618.8,0,Tech Correction
Company_4957,AI,Brazil,South America,2024-05-29,50,32.31,Series B,992.72,-2.8,Hiring,Restructuring,8.89,361.07,Startup,1615.5,0,AI Restructuring
Company_4958,Healthcare,Brazil,South America,2024-03-04,17,20.32,Seed,1163.76,-3.99,Freeze,AI Automation,0.56,413.48,Startup,345.44,1,AI Restructuring
Company_4959,FinTech,USA,North America,2025-06-14,44,19.98,IPO,168.63,-3.88,Slowdown,Cost Cutting,23.21,21.18,Startup,879.12,0,AI Restructuring
Company_4960,Retail,Brazil,South America,2020-03-28,409,33.55,Series B,1331.57,-8.9,Slowdown,AI Automation,-8.61,212.59,Enterprise,13721.949999999999,1,Pandemic Impact
Company_4961,AI,Canada,North America,2020-10-07,22,7.21,IPO,1688.41,-16.91,Freeze,Cost Cutting,7.23,22.4,Enterprise,158.62,0,Pandemic Impact
Company_4962,Manufacturing,Japan,Asia,2023-07-10,179,8.48,Series B,1170.94,-1.7,Hiring,Overexpansion,3.02,75.74,Mid-size,1517.92,0,Tech Correction
Company_4963,Energy,Germany,Europe,2021-12-12,175,19.02,IPO,1108.22,10.16,Slowdown,AI Automation,15.69,155.83,Enterprise,3328.5,1,Pandemic Impact
Company_4964,AI,Australia,Oceania,2022-10-04,56,12.61,Seed,569.85,2.21,Hiring,M&A Activity,17.01,121.14,Mid-size,706.16,0,Tech Correction
Company_4965,Energy,UK,Europe,2020-10-31,20,4.19,IPO,592.71,6.56,Freeze,M&A Activity,29.21,493.31,Enterprise,83.80000000000001,0,Pandemic Impact
Company_4966,Energy,Germany,Europe,2023-07-18,130,8.0,Series A,107.64,-8.66,Hiring,Overexpansion,2.33,425.29,Startup,1040.0,0,Tech Correction
Company_4967,Energy,India,Asia,2023-07-04,243,23.0,Seed,729.86,6.59,Hiring,Cost Cutting,-20.81,101.33,Mid-size,5589.0,0,Tech Correction
Company_4968,Manufacturing,Singapore,Asia,2024-04-27,62,8.92,IPO,1397.6,-0.92,Slowdown,M&A Activity,13.9,62.05,Mid-size,553.04,0,AI Restructuring
Company_4969,Energy,Japan,Asia,2025-03-01,51,7.88,Seed,508.04,-17.08,Hiring,M&A Activity,15.55,122.48,Mid-size,401.88,0,AI Restructuring
Company_4970,Retail,Australia,Oceania,2020-04-08,211,35.37,IPO,369.94,-0.19,Slowdown,Restructuring,2.73,39.46,Startup,7463.07,0,Pandemic Impact
Company_4971,Tech,India,Asia,2020-06-29,188,17.6,Seed,739.65,-9.12,Freeze,M&A Activity,-21.02,392.5,Mid-size,3308.8,0,Pandemic Impact
Company_4972,Finance,USA,North America,2022-06-05,419,20.52,IPO,1416.91,0.41,Freeze,Restructuring,12.05,382.52,Startup,8597.88,0,Tech Correction
Company_4973,FinTech,Singapore,Asia,2026-04-01,206,16.14,Seed,321.69,4.46,Slowdown,AI Automation,-7.98,261.78,Enterprise,3324.84,1,AI Restructuring
Company_4974,Tech,Canada,North America,2024-05-19,71,5.54,Seed,744.31,-9.84,Hiring,Restructuring,6.26,403.29,Mid-size,393.34,0,AI Restructuring
Company_4975,FinTech,India,Asia,2024-07-27,8,1.74,IPO,1879.34,-8.91,Slowdown,Restructuring,21.65,489.07,Mid-size,13.92,0,AI Restructuring
Company_4976,Manufacturing,India,Asia,2025-11-30,296,22.67,Series B,887.86,-7.53,Slowdown,Cost Cutting,7.45,492.14,Mid-size,6710.320000000001,0,AI Restructuring
Company_4977,Manufacturing,USA,North America,2026-08-18,603,31.66,Series C,408.97,0.69,Freeze,Restructuring,6.75,409.16,Mid-size,19090.98,0,AI Restructuring
Company_4978,FinTech,UK,Europe,2024-04-06,398,30.7,Series C,1147.58,-6.16,Slowdown,Cost Cutting,26.76,111.08,Startup,12218.6,0,AI Restructuring
Company_4979,Tech,Japan,Asia,2021-10-01,333,27.13,Series C,342.93,1.09,Hiring,M&A Activity,-4.96,120.76,Startup,9034.289999999999,0,Pandemic Impact
Company_4980,FinTech,India,Asia,2023-04-04,169,10.77,Series C,1092.64,2.56,Slowdown,AI Automation,-1.82,493.44,Startup,1820.1299999999999,1,Tech Correction
Company_4981,EdTech,Germany,Europe,2023-12-11,654,29.46,Series C,618.18,0.45,Hiring,Overexpansion,-14.23,131.71,Mid-size,19266.84,0,Tech Correction
Company_4982,FinTech,Germany,Europe,2020-04-27,91,22.21,IPO,15.17,3.32,Hiring,Overexpansion,-6.72,499.3,Startup,2021.1100000000001,0,Pandemic Impact
Company_4983,EdTech,Singapore,Asia,2026-09-17,92,5.26,IPO,1688.46,-5.64,Slowdown,Market Downturn,3.36,54.89,Enterprise,483.91999999999996,0,AI Restructuring
Company_4984,Finance,Canada,North America,2023-11-20,554,21.22,Series B,1032.15,-16.17,Slowdown,AI Automation,-9.3,314.36,Enterprise,11755.88,1,Tech Correction
Company_4985,Energy,Japan,Asia,2020-11-21,525,38.27,Series B,13.21,1.94,Freeze,Market Downturn,2.66,388.07,Mid-size,20091.75,0,Pandemic Impact
Company_4986,Tech,Australia,Oceania,2024-04-01,662,34.48,IPO,1489.09,1.27,Slowdown,Overexpansion,19.12,7.77,Enterprise,22825.76,0,AI Restructuring
Company_4987,EdTech,Brazil,South America,2020-10-07,176,13.6,IPO,925.26,-9.01,Freeze,Cost Cutting,11.54,271.34,Mid-size,2393.6,0,Pandemic Impact
Company_4988,Finance,Australia,Oceania,2023-05-31,217,28.05,Series B,615.97,-8.84,Hiring,Market Downturn,26.52,497.71,Mid-size,6086.85,0,Tech Correction
Company_4989,Manufacturing,Australia,Oceania,2022-04-28,212,12.38,Series B,1807.37,7.73,Hiring,Restructuring,5.13,89.19,Startup,2624.56,0,Tech Correction
Company_4990,Tech,Japan,Asia,2022-05-08,378,14.39,IPO,1524.42,1.91,Hiring,M&A Activity,3.82,81.85,Startup,5439.42,0,Tech Correction
Company_4991,Tech,UK,Europe,2023-12-02,60,2.04,IPO,361.55,1.26,Freeze,Market Downturn,2.09,235.57,Mid-size,122.4,0,Tech Correction
Company_4992,Retail,Germany,Europe,2025-04-07,89,15.84,Series C,1738.01,-8.48,Hiring,Cost Cutting,5.32,364.86,Mid-size,1409.76,0,AI Restructuring
Company_4993,Retail,India,Asia,2024-03-30,25,6.71,Series C,526.87,-9.06,Slowdown,Overexpansion,12.29,497.89,Enterprise,167.75,0,AI Restructuring
Company_4994,Finance,UK,Europe,2024-08-29,121,14.12,Seed,1716.6,-7.99,Freeze,Restructuring,-3.05,76.48,Mid-size,1708.52,0,AI Restructuring
Company_4995,EdTech,UK,Europe,2020-02-21,157,26.8,Seed,987.59,-3.92,Freeze,M&A Activity,8.87,193.38,Startup,4207.6,0,Pandemic Impact
Company_4996,Tech,UK,Europe,2024-03-15,200,14.78,Series B,491.31,-7.74,Freeze,Cost Cutting,15.97,488.42,Mid-size,2956.0,0,AI Restructuring
Company_4997,Tech,Brazil,South America,2023-04-26,647,32.61,IPO,1712.0,-8.07,Slowdown,M&A Activity,28.59,135.82,Startup,21098.67,0,Tech Correction
Company_4998,Tech,Singapore,Asia,2022-05-05,487,29.26,IPO,816.64,-0.74,Freeze,M&A Activity,-1.96,70.38,Mid-size,14249.62,0,Tech Correction
Company_4999,EdTech,Germany,Europe,2025-11-01,94,5.57,IPO,542.64,9.29,Hiring,Market Downturn,2.52,202.04,Mid-size,523.58,0,AI Restructuring
Company_5000,Energy,India,Asia,2024-05-23,32,27.79,Series A,916.94,-13.25,Hiring,Market Downturn,-6.79,21.35,Startup,889.28,0,AI Restructuring
Company_5001,Retail,Singapore,Asia,2022-06-19,17,3.61,Seed,137.24,-11.6,Hiring,Restructuring,15.37,6.99,Startup,61.37,0,Tech Correction
Company_5002,Finance,Canada,North America,2022-07-04,259,14.37,Series B,268.15,-12.23,Slowdown,Market Downturn,24.33,287.78,Startup,3721.83,0,Tech Correction
Company_5003,Retail,USA,North America,2025-07-07,65,13.17,Series B,590.78,-8.69,Freeze,Restructuring,-8.1,0.56,Startup,856.05,0,AI Restructuring
Company_5004,Energy,Brazil,South America,2023-01-16,360,30.89,Series C,988.55,1.28,Hiring,Restructuring,-24.44,482.73,Mid-size,11120.4,0,Tech Correction
Company_5005,EdTech,Germany,Europe,2024-01-11,89,9.22,Seed,118.22,-2.83,Slowdown,Overexpansion,-10.23,369.98,Enterprise,820.58,0,AI Restructuring
Company_5006,Healthcare,UK,Europe,2023-10-11,423,26.36,Series A,1525.47,-5.1,Freeze,M&A Activity,34.89,205.87,Mid-size,11150.28,0,Tech Correction
Company_5007,Energy,USA,North America,2020-01-18,325,31.85,Series A,49.67,-1.02,Hiring,Cost Cutting,8.51,62.27,Startup,10351.25,0,Pandemic Impact
Company_5008,Healthcare,Germany,Europe,2023-03-21,74,3.54,Seed,522.52,-10.32,Freeze,M&A Activity,7.46,230.94,Mid-size,261.96,0,Tech Correction
Company_5009,EdTech,Japan,Asia,2021-02-22,17,8.82,Series A,1788.5,4.2,Hiring,M&A Activity,37.12,499.91,Mid-size,149.94,0,Pandemic Impact
Company_5010,Manufacturing,Singapore,Asia,2026-04-28,223,31.3,Seed,1105.4,9.03,Hiring,Restructuring,-7.81,29.88,Mid-size,6979.900000000001,0,AI Restructuring
Company_5011,Healthcare,Singapore,Asia,2020-02-19,61,7.87,Series B,1473.55,-10.96,Freeze,Overexpansion,-8.3,99.5,Startup,480.07,0,Pandemic Impact
Company_5012,Energy,USA,North America,2026-01-30,408,30.33,Seed,1316.01,-5.85,Hiring,Restructuring,32.42,498.87,Startup,12374.64,0,AI Restructuring
Company_5013,Healthcare,Japan,Asia,2025-11-29,346,25.03,IPO,744.98,-2.5,Freeze,Overexpansion,14.06,248.34,Mid-size,8660.380000000001,0,AI Restructuring
Company_5014,Tech,Singapore,Asia,2024-04-12,238,19.96,Series A,7.92,-9.99,Hiring,Market Downturn,-9.87,449.57,Mid-size,4750.4800000000005,0,AI Restructuring
Company_5015,Healthcare,Japan,Asia,2024-05-20,110,7.21,IPO,706.66,-2.92,Slowdown,Market Downturn,8.64,217.55,Mid-size,793.1,0,AI Restructuring
Company_5016,AI,Canada,North America,2021-09-28,64,4.46,Seed,164.29,-7.37,Hiring,Market Downturn,5.01,153.45,Startup,285.44,0,Pandemic Impact
Company_5017,FinTech,UK,Europe,2022-10-25,209,22.72,IPO,601.08,-7.61,Freeze,AI Automation,-10.96,242.93,Enterprise,4748.48,1,Tech Correction
Company_5018,Finance,Germany,Europe,2025-03-05,319,23.67,Series A,1307.44,0.88,Hiring,Market Downturn,0.74,393.25,Mid-size,7550.7300000000005,0,AI Restructuring
Company_5019,Manufacturing,USA,North America,2022-07-16,57,3.21,Seed,224.01,-12.94,Slowdown,Cost Cutting,-5.08,406.3,Startup,182.97,0,Tech Correction
Company_5020,Healthcare,Australia,Oceania,2024-04-08,374,28.1,IPO,1674.52,-5.21,Freeze,Cost Cutting,7.75,291.76,Startup,10509.4,0,AI Restructuring
Company_5021,Retail,Australia,Oceania,2020-01-27,462,31.61,Series C,483.61,-4.45,Hiring,Market Downturn,0.86,345.98,Startup,14603.82,0,Pandemic Impact
Company_5022,EdTech,India,Asia,2025-08-15,176,30.77,IPO,1765.27,12.07,Hiring,Cost Cutting,-5.11,270.36,Enterprise,5415.5199999999995,0,AI Restructuring
Company_5023,Healthcare,Brazil,South America,2024-03-29,39,8.63,IPO,1943.66,2.42,Freeze,M&A Activity,16.58,405.1,Startup,336.57000000000005,0,AI Restructuring
Company_5024,EdTech,Australia,Oceania,2026-04-13,31,2.84,IPO,1511.85,-13.42,Hiring,Market Downturn,-7.43,186.93,Enterprise,88.03999999999999,0,AI Restructuring
Company_5025,Finance,USA,North America,2022-06-21,419,20.44,Series B,1055.97,-19.69,Freeze,Cost Cutting,5.82,198.44,Startup,8564.36,0,Tech Correction
Company_5026,Retail,India,Asia,2025-10-13,134,10.17,Seed,669.42,-11.52,Slowdown,M&A Activity,2.28,313.3,Startup,1362.78,0,AI Restructuring
Company_5027,Finance,Canada,North America,2020-02-09,119,34.36,Series B,94.71,-1.17,Slowdown,M&A Activity,15.8,178.03,Startup,4088.84,0,Pandemic Impact
Company_5028,Retail,UK,Europe,2023-07-13,27,5.4,Seed,601.45,3.53,Slowdown,M&A Activity,-22.25,137.8,Mid-size,145.8,0,Tech Correction
Company_5029,Tech,Canada,North America,2023-07-01,507,27.91,Series C,72.21,-11.15,Slowdown,Market Downturn,3.61,319.91,Startup,14150.37,0,Tech Correction
Company_5030,Energy,USA,North America,2026-06-03,242,22.32,Series B,715.07,5.07,Freeze,Overexpansion,26.49,396.39,Startup,5401.4400000000005,0,AI Restructuring
Company_5031,Finance,Canada,North America,2025-08-23,92,39.01,Series C,693.11,2.9,Hiring,Cost Cutting,1.34,461.5,Enterprise,3588.9199999999996,0,AI Restructuring
Company_5032,Tech,Germany,Europe,2021-03-04,10,3.47,Series B,1057.47,-11.73,Freeze,Market Downturn,-2.98,276.81,Mid-size,34.7,0,Pandemic Impact
Company_5033,Manufacturing,Japan,Asia,2021-05-27,38,12.05,Series A,1332.26,-16.37,Freeze,M&A Activity,2.27,495.65,Mid-size,457.90000000000003,0,Pandemic Impact
Company_5034,EdTech,Canada,North America,2020-08-11,67,16.06,Series C,1923.35,-2.06,Freeze,Cost Cutting,14.3,216.46,Enterprise,1076.02,0,Pandemic Impact
Company_5035,Retail,Germany,Europe,2025-01-16,127,8.7,Series B,1299.65,13.12,Slowdown,M&A Activity,4.35,196.9,Mid-size,1104.8999999999999,0,AI Restructuring
Company_5036,FinTech,Japan,Asia,2020-01-16,25,16.64,IPO,321.92,-1.38,Hiring,Restructuring,-15.22,286.43,Startup,416.0,0,Pandemic Impact
Company_5037,Finance,Germany,Europe,2024-05-29,29,17.13,IPO,1599.54,-7.49,Hiring,AI Automation,-12.29,299.62,Mid-size,496.77,1,AI Restructuring
Company_5038,Energy,Canada,North America,2020-10-17,8,6.27,Seed,1097.28,-18.74,Hiring,AI Automation,-8.8,90.57,Mid-size,50.16,1,Pandemic Impact
Company_5039,Healthcare,Australia,Oceania,2025-01-20,24,6.43,Series B,1101.54,-18.4,Hiring,M&A Activity,-6.71,254.61,Startup,154.32,0,AI Restructuring
Company_5040,FinTech,USA,North America,2023-11-25,153,13.52,Series C,589.85,-6.54,Hiring,Cost Cutting,2.13,369.16,Mid-size,2068.56,0,Tech Correction
Company_5041,Tech,India,Asia,2020-04-19,449,32.29,IPO,957.03,-1.97,Freeze,M&A Activity,16.02,452.31,Enterprise,14498.21,0,Pandemic Impact
Company_5042,Manufacturing,Canada,North America,2024-07-25,71,9.95,Seed,1062.56,5.25,Freeze,AI Automation,14.36,67.92,Startup,706.4499999999999,1,AI Restructuring
Company_5043,Energy,USA,North America,2024-05-10,151,24.08,Series B,1452.37,5.51,Hiring,Market Downturn,-6.34,40.02,Startup,3636.08,0,AI Restructuring
Company_5044,EdTech,Canada,North America,2025-11-04,292,28.73,Series C,1793.36,0.01,Slowdown,Market Downturn,9.63,47.68,Mid-size,8389.16,0,AI Restructuring
Company_5045,FinTech,Australia,Oceania,2026-07-19,238,15.21,IPO,1300.19,-2.65,Freeze,Restructuring,3.39,305.83,Enterprise,3619.98,0,AI Restructuring
Company_5046,AI,Singapore,Asia,2020-10-11,197,36.46,Series C,850.52,2.78,Slowdown,AI Automation,20.17,480.33,Startup,7182.62,1,Pandemic Impact
Company_5047,Energy,India,Asia,2020-04-13,175,34.71,Seed,629.73,-8.85,Freeze,Cost Cutting,20.19,137.55,Mid-size,6074.25,0,Pandemic Impact
Company_5048,Finance,Japan,Asia,2025-06-14,50,35.28,Series A,360.68,-9.04,Freeze,Market Downturn,9.57,368.89,Enterprise,1764.0,0,AI Restructuring
Company_5049,AI,Germany,Europe,2022-04-07,456,19.21,Seed,812.42,-3.7,Slowdown,Cost Cutting,16.31,197.67,Mid-size,8759.76,0,Tech Correction
Company_5050,Finance,India,Asia,2024-12-16,150,10.09,Seed,1295.05,-7.22,Slowdown,Overexpansion,16.79,442.12,Enterprise,1513.5,0,AI Restructuring
Company_5051,Tech,USA,North America,2023-02-12,14,1.52,IPO,90.05,4.88,Hiring,Cost Cutting,21.29,338.86,Startup,21.28,0,Tech Correction
Company_5052,AI,Canada,North America,2023-04-18,117,8.07,Seed,977.78,4.29,Freeze,Restructuring,16.54,247.4,Mid-size,944.19,0,Tech Correction
Company_5053,Energy,Japan,Asia,2023-02-18,187,37.56,Series A,1740.43,-8.47,Hiring,M&A Activity,-24.73,121.57,Startup,7023.72,0,Tech Correction
Company_5054,FinTech,Canada,North America,2026-05-01,117,33.59,Series C,1952.43,-11.13,Freeze,Market Downturn,-0.17,303.65,Enterprise,3930.03,0,AI Restructuring
Company_5055,Healthcare,Germany,Europe,2026-05-13,21,15.47,Seed,213.69,-10.13,Slowdown,Cost Cutting,12.81,298.57,Mid-size,324.87,0,AI Restructuring
Company_5056,Retail,Germany,Europe,2024-01-15,346,34.19,Series A,536.99,4.63,Hiring,Market Downturn,-14.53,435.65,Startup,11829.74,0,AI Restructuring
Company_5057,Healthcare,Australia,Oceania,2024-07-13,44,21.02,Series B,149.17,0.65,Slowdown,Overexpansion,-3.31,318.06,Startup,924.88,0,AI Restructuring
Company_5058,Finance,Japan,Asia,2025-02-12,97,8.17,Series A,1042.6,-11.67,Freeze,AI Automation,14.78,248.05,Startup,792.49,1,AI Restructuring
Company_5059,AI,Australia,Oceania,2021-09-25,141,33.99,Series B,802.2,-0.44,Freeze,M&A Activity,28.59,194.95,Enterprise,4792.59,0,Pandemic Impact
Company_5060,Healthcare,Germany,Europe,2026-04-13,27,14.21,Series B,330.93,-1.08,Freeze,Market Downturn,2.54,201.79,Enterprise,383.67,0,AI Restructuring
Company_5061,Retail,UK,Europe,2025-05-16,5,6.97,Series C,1703.12,-15.62,Freeze,M&A Activity,-11.32,499.4,Enterprise,34.85,0,AI Restructuring
Company_5062,Finance,Canada,North America,2020-11-16,19,10.19,Series A,852.14,11.85,Slowdown,AI Automation,10.23,142.27,Mid-size,193.60999999999999,1,Pandemic Impact
Company_5063,Finance,Japan,Asia,2026-10-30,24,12.72,Series C,674.59,6.58,Hiring,Overexpansion,-17.95,46.46,Mid-size,305.28000000000003,0,AI Restructuring
Company_5064,Tech,Brazil,South America,2024-01-30,361,19.25,IPO,265.08,0.14,Hiring,Overexpansion,36.82,449.3,Enterprise,6949.25,0,AI Restructuring
Company_5065,Retail,Brazil,South America,2025-03-09,218,17.41,IPO,1077.89,-1.23,Hiring,M&A Activity,1.97,23.76,Startup,3795.38,0,AI Restructuring
Company_5066,Finance,Australia,Oceania,2021-07-12,129,26.81,Series B,1475.63,-8.44,Freeze,M&A Activity,-8.51,369.27,Startup,3458.49,0,Pandemic Impact
Company_5067,FinTech,Germany,Europe,2024-02-28,321,20.78,Series B,901.58,-10.33,Freeze,Overexpansion,6.65,123.85,Mid-size,6670.38,0,AI Restructuring
Company_5068,Retail,Singapore,Asia,2026-09-07,223,17.67,Series C,695.59,1.21,Hiring,Market Downturn,-6.12,190.85,Startup,3940.4100000000003,0,AI Restructuring
Company_5069,Manufacturing,Brazil,South America,2025-06-13,416,33.85,Seed,1746.61,-8.98,Slowdown,M&A Activity,23.24,498.04,Startup,14081.6,0,AI Restructuring
Company_5070,Retail,Canada,North America,2021-06-25,159,24.98,Series C,1515.05,-1.83,Hiring,M&A Activity,28.2,136.24,Enterprise,3971.82,0,Pandemic Impact
Company_5071,FinTech,Australia,Oceania,2024-06-16,250,17.42,IPO,436.66,-9.6,Freeze,Market Downturn,1.37,271.31,Startup,4355.0,0,AI Restructuring
Company_5072,Healthcare,USA,North America,2023-09-10,96,5.43,Seed,1765.06,6.7,Hiring,Overexpansion,-2.88,307.75,Enterprise,521.28,0,Tech Correction
Company_5073,Tech,USA,North America,2020-07-15,20,2.95,Seed,489.48,-21.3,Slowdown,M&A Activity,-2.58,385.32,Startup,59.0,0,Pandemic Impact
Company_5074,Tech,India,Asia,2023-08-31,547,36.11,Series C,942.02,2.99,Freeze,Cost Cutting,24.68,119.95,Startup,19752.17,0,Tech Correction
Company_5075,EdTech,Germany,Europe,2026-04-20,69,8.91,Series B,101.78,5.4,Slowdown,Restructuring,-0.96,49.74,Mid-size,614.79,0,AI Restructuring
Company_5076,FinTech,India,Asia,2021-07-24,92,34.33,Seed,1158.3,-8.6,Hiring,Cost Cutting,7.22,184.19,Startup,3158.3599999999997,0,Pandemic Impact
Company_5077,FinTech,Singapore,Asia,2021-07-27,33,17.27,Series A,828.19,-4.76,Freeze,M&A Activity,21.64,439.29,Enterprise,569.91,0,Pandemic Impact
Company_5078,Energy,USA,North America,2026-04-15,242,13.01,Series C,449.19,0.67,Hiring,AI Automation,1.7,235.33,Mid-size,3148.42,1,AI Restructuring
Company_5079,Retail,India,Asia,2020-09-08,7,3.09,Series B,171.63,-10.9,Freeze,Restructuring,-3.78,349.31,Enterprise,21.63,0,Pandemic Impact
Company_5080,Finance,Japan,Asia,2025-03-24,496,27.04,Series A,1630.73,-8.58,Freeze,Market Downturn,13.58,87.65,Enterprise,13411.84,0,AI Restructuring
Company_5081,Manufacturing,Australia,Oceania,2020-10-14,164,12.55,IPO,603.68,-4.02,Hiring,Cost Cutting,7.91,370.63,Startup,2058.2000000000003,0,Pandemic Impact
Company_5082,FinTech,Singapore,Asia,2021-07-11,70,5.57,Series A,1929.74,-6.28,Freeze,AI Automation,-9.31,132.05,Startup,389.90000000000003,1,Pandemic Impact
Company_5083,Finance,Singapore,Asia,2024-06-16,150,27.01,Series B,231.7,-2.58,Freeze,Overexpansion,22.77,131.68,Startup,4051.5000000000005,0,AI Restructuring
Company_5084,Finance,Germany,Europe,2020-04-29,60,22.74,Series A,133.06,-4.81,Freeze,Market Downturn,-7.37,290.44,Startup,1364.3999999999999,0,Pandemic Impact
Company_5085,Finance,Australia,Oceania,2026-10-24,126,9.28,Series A,1388.05,1.92,Slowdown,AI Automation,13.56,412.95,Mid-size,1169.28,1,AI Restructuring
Company_5086,Manufacturing,India,Asia,2024-08-22,288,15.04,Series C,1514.83,1.39,Freeze,Cost Cutting,15.06,152.77,Mid-size,4331.5199999999995,0,AI Restructuring
Company_5087,Retail,UK,Europe,2022-07-11,141,6.34,IPO,1339.55,1.96,Hiring,M&A Activity,19.31,480.06,Enterprise,893.9399999999999,0,Tech Correction
Company_5088,Retail,UK,Europe,2023-11-07,481,39.36,Series A,773.15,16.25,Hiring,M&A Activity,8.83,478.44,Enterprise,18932.16,0,Tech Correction
Company_5089,Energy,Japan,Asia,2021-02-20,301,33.19,Series A,1658.45,10.61,Slowdown,AI Automation,-0.92,208.52,Mid-size,9990.189999999999,1,Pandemic Impact
