产品名称,给药途径,剂型,年份,厂家,规格,终端类型,销售额
注射用雷贝拉唑钠,注射,粉针,2022,南京长澳制药,20mg,县级公立,78260000
注射用雷贝拉唑钠,注射,粉针,2022,山东罗欣药业集团,20mg,县级公立,76150000
注射用雷贝拉唑钠,注射,粉针,2022,江苏奥赛康药业,20mg,县级公立,64470000
注射用雷贝拉唑钠,注射,粉针,2023,南京长澳制药,20mg,县级公立,60800000
注射用雷贝拉唑钠,注射,粉针,2023,山东罗欣药业集团,20mg,县级公立,55860000
注射用雷贝拉唑钠,注射,粉针,2023,江苏奥赛康药业,20mg,县级公立,39480000
注射用雷贝拉唑钠,注射,粉针,2024,南京长澳制药,20mg,县级公立,46800000
注射用雷贝拉唑钠,注射,粉针,2024,山东罗欣药业集团,20mg,县级公立,67950000
注射用雷贝拉唑钠,注射,粉针,2024,江苏奥赛康药业,20mg,县级公立,24010000
注射用雷贝拉唑钠,注射,粉针,2025 H1,南京长澳制药,20mg,县级公立,23180000
注射用雷贝拉唑钠,注射,粉针,2025 H1,山东罗欣药业集团,20mg,县级公立,55010000
注射用雷贝拉唑钠,注射,粉针,2025 H1,江苏奥赛康药业,20mg,县级公立,10780000
泮托拉唑钠肠溶片,口服,肠溶片,2017,印度瑞迪博士实验室,20mg,县级公立,753199
泮托拉唑钠肠溶片,口服,肠溶片,2017,湖南九典制药,20mg,县级公立,26660019
泮托拉唑钠肠溶片,口服,肠溶片,2017,辽宁诺维诺制药,20mg,县级公立,36742217
泮托拉唑钠肠溶片,口服,肠溶片,2018,印度瑞迪博士实验室,20mg,县级公立,1059103
泮托拉唑钠肠溶片,口服,肠溶片,2018,湖南九典制药,20mg,县级公立,35923190
泮托拉唑钠肠溶片,口服,肠溶片,2018,辽宁诺维诺制药,20mg,县级公立,37449888
泮托拉唑钠肠溶片,口服,肠溶片,2019,印度瑞迪博士实验室,20mg,县级公立,1221799
泮托拉唑钠肠溶片,口服,肠溶片,2019,湖南九典制药,20mg,县级公立,49302583
泮托拉唑钠肠溶片,口服,肠溶片,2019,辽宁诺维诺制药,20mg,县级公立,43432287
泮托拉唑钠肠溶片,口服,肠溶片,2020,印度瑞迪博士实验室,20mg,县级公立,201663
泮托拉唑钠肠溶片,口服,肠溶片,2020,湖南九典制药,20mg,县级公立,45921118
泮托拉唑钠肠溶片,口服,肠溶片,2020,辽宁诺维诺制药,20mg,县级公立,29840223
泮托拉唑钠肠溶片,口服,肠溶片,2021,湖南九典制药,20mg,县级公立,37078465
泮托拉唑钠肠溶片,口服,肠溶片,2021,辽宁诺维诺制药,20mg,县级公立,24217762
泮托拉唑钠肠溶片,口服,肠溶片,2022,湖南九典制药,20mg,县级公立,21930000
泮托拉唑钠肠溶片,口服,肠溶片,2022,辽宁诺维诺制药,20mg,县级公立,14760000
泮托拉唑钠肠溶片,口服,肠溶片,2023,湖南九典制药,20mg,县级公立,21080000
泮托拉唑钠肠溶片,口服,肠溶片,2023,辽宁诺维诺制药,20mg,县级公立,12090000
泮托拉唑钠肠溶片,口服,肠溶片,2024,辽宁诺维诺制药,20mg,县级公立,2380000
泮托拉唑钠肠溶片,口服,肠溶片,2025 H1,辽宁诺维诺制药,20mg,县级公立,1430000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,双鹤药业(海南),20mg,县级公立,17674291
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,杭州中美华东制药,20mg,县级公立,7949832
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,湖北唯森制药,20mg,县级公立,15779997
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,福州闽海药业,20mg,县级公立,17240093
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,辽宁康博士制药,20mg,县级公立,36079433
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,双鹤药业(海南),20mg,县级公立,14686075
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,杭州中美华东制药,20mg,县级公立,15794257
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,湖北唯森制药,20mg,县级公立,15461237
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,福州闽海药业,20mg,县级公立,22022513
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,辽宁康博士制药,20mg,县级公立,26343196
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,双鹤药业(海南),20mg,县级公立,15979810
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,杭州中美华东制药,20mg,县级公立,30287377
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,湖北唯森制药,20mg,县级公立,20956976
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,福州闽海药业,20mg,县级公立,21723815
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,辽宁康博士制药,20mg,县级公立,19065084
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,双鹤药业(海南),20mg,县级公立,8332565
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,杭州中美华东制药,20mg,县级公立,22746790
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,湖北唯森制药,20mg,县级公立,20768195
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,福州闽海药业,20mg,县级公立,19153058
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,辽宁康博士制药,20mg,县级公立,17123757
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,双鹤药业(海南),20mg,县级公立,2283826
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,杭州中美华东制药,20mg,县级公立,19291299
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,湖北唯森制药,20mg,县级公立,20536100
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,福州闽海药业,20mg,县级公立,6392765
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,辽宁康博士制药,20mg,县级公立,12673974
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,杭州中美华东制药,20mg,县级公立,9250000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,湖北唯森制药,20mg,县级公立,12160000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,福州闽海药业,20mg,县级公立,1080000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,辽宁康博士制药,20mg,县级公立,7970000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,双鹤药业(海南),20mg,县级公立,20000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,杭州中美华东制药,20mg,县级公立,11560000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,湖北唯森制药,20mg,县级公立,14010000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,福州闽海药业,20mg,县级公立,750000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,辽宁康博士制药,20mg,县级公立,6400000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,湖北唯森制药,20mg,县级公立,5840000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,福州闽海药业,20mg,县级公立,260000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,辽宁康博士制药,20mg,县级公立,6730000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2025 H1,湖北唯森制药,20mg,县级公立,3220000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2025 H1,福州闽海药业,20mg,县级公立,100000
泮托拉唑钠肠溶胶囊,口服,肠溶胶囊,2025 H1,辽宁康博士制药,20mg,县级公立,3540000
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2017,重庆莱美药业,20mg,县级公立,29506498
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2018,重庆莱美药业,20mg,县级公立,46747576
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,重庆莱美药业,20mg,县级公立,65931338
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,重庆莱美药业,20mg,县级公立,102048803
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,重庆莱美药业,20mg,县级公立,53296738
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,重庆莱美药业,20mg,县级公立,1050000
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,重庆莱美药业,20mg,县级公立,510000
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,重庆莱美药业,20mg,县级公立,440000
艾司奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,重庆莱美药业,20mg,县级公立,140000
艾司奥美拉唑镁肠溶干混悬剂,口服,肠溶干混悬剂,2024,西普拉,20mg,县级公立,80000
艾司奥美拉唑镁肠溶干混悬剂,口服,肠溶干混悬剂,2025 H1,西普拉,20mg,县级公立,70000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2017,阿斯利康,20mg,县级公立,149884510
艾司奥美拉唑镁肠溶片,口服,肠溶片,2018,阿斯利康,20mg,县级公立,172472586
艾司奥美拉唑镁肠溶片,口服,肠溶片,2019,阿斯利康,20mg,县级公立,215115717
艾司奥美拉唑镁肠溶片,口服,肠溶片,2020,江西山香药业,20mg,县级公立,65916
艾司奥美拉唑镁肠溶片,口服,肠溶片,2020,阿斯利康,20mg,县级公立,222736916
艾司奥美拉唑镁肠溶片,口服,肠溶片,2021,江西山香药业,20mg,县级公立,50865152
艾司奥美拉唑镁肠溶片,口服,肠溶片,2021,阿斯利康,20mg,县级公立,149631818
艾司奥美拉唑镁肠溶片,口服,肠溶片,2022,江西山香药业,20mg,县级公立,107050000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2022,阿斯利康,20mg,县级公立,69820000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2023,江西山香药业,20mg,县级公立,119820000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2023,阿斯利康,20mg,县级公立,62820000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2024,江西山香药业,20mg,县级公立,125480000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2024,阿斯利康,20mg,县级公立,49580000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2025 H1,江西山香药业,20mg,县级公立,41290000
艾司奥美拉唑镁肠溶片,口服,肠溶片,2025 H1,阿斯利康,20mg,县级公立,24560000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2021,广东东阳光药业,20mg,县级公立,17941703
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2021,正大天晴药业集团,20mg,县级公立,945209
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2021,石药欧意药业,20mg,县级公立,20065422
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2022,广东东阳光药业,20mg,县级公立,23270000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2022,正大天晴药业集团,20mg,县级公立,2830000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2022,石药欧意药业,20mg,县级公立,36830000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2023,广东东阳光药业,20mg,县级公立,28100000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2023,正大天晴药业集团,20mg,县级公立,15490000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2023,石药欧意药业,20mg,县级公立,36240000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2023,重庆莱美药业,20mg,县级公立,270000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2024,广东东阳光药业,20mg,县级公立,34500000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2024,正大天晴药业集团,20mg,县级公立,37760000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2024,石药欧意药业,20mg,县级公立,44080000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2024,苏州特瑞药业,20mg,县级公立,120000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2024,重庆莱美药业,20mg,县级公立,290000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2025 H1,广东东阳光药业,20mg,县级公立,15070000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2025 H1,正大天晴药业集团,20mg,县级公立,21200000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2025 H1,石药欧意药业,20mg,县级公立,26700000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2025 H1,苏州特瑞药业,20mg,县级公立,40000
艾司奥美拉唑镁肠溶胶囊,口服,肠溶胶囊,2025 H1,重庆莱美药业,20mg,县级公立,110000
雷贝拉唑钠肠溶片,口服,肠溶片,2017,卫材,20mg,县级公立,100972
雷贝拉唑钠肠溶片,口服,肠溶片,2017,双鹤药业(海南),20mg,县级公立,3160232
雷贝拉唑钠肠溶片,口服,肠溶片,2017,成都迪康药业,20mg,县级公立,131744310
雷贝拉唑钠肠溶片,口服,肠溶片,2017,晋城海斯制药,20mg,县级公立,140634349
雷贝拉唑钠肠溶片,口服,肠溶片,2017,江苏豪森药业集团,20mg,县级公立,15222481
雷贝拉唑钠肠溶片,口服,肠溶片,2018,卫材,20mg,县级公立,766337
雷贝拉唑钠肠溶片,口服,肠溶片,2018,双鹤药业(海南),20mg,县级公立,3588329
雷贝拉唑钠肠溶片,口服,肠溶片,2018,成都迪康药业,20mg,县级公立,121712310
雷贝拉唑钠肠溶片,口服,肠溶片,2018,晋城海斯制药,20mg,县级公立,149689185
雷贝拉唑钠肠溶片,口服,肠溶片,2018,江苏豪森药业集团,20mg,县级公立,40919470
雷贝拉唑钠肠溶片,口服,肠溶片,2019,卫材,20mg,县级公立,437380
雷贝拉唑钠肠溶片,口服,肠溶片,2019,双鹤药业(海南),20mg,县级公立,3385125
雷贝拉唑钠肠溶片,口服,肠溶片,2019,成都迪康药业,20mg,县级公立,145987559
雷贝拉唑钠肠溶片,口服,肠溶片,2019,晋城海斯制药,20mg,县级公立,184284659
雷贝拉唑钠肠溶片,口服,肠溶片,2019,江苏豪森药业集团,20mg,县级公立,50580348
雷贝拉唑钠肠溶片,口服,肠溶片,2020,卫材,20mg,县级公立,7568
雷贝拉唑钠肠溶片,口服,肠溶片,2020,成都迪康药业,20mg,县级公立,146716297
雷贝拉唑钠肠溶片,口服,肠溶片,2020,晋城海斯制药,20mg,县级公立,194044725
雷贝拉唑钠肠溶片,口服,肠溶片,2020,江苏豪森药业集团,20mg,县级公立,43946351
雷贝拉唑钠肠溶片,口服,肠溶片,2021,卫材,20mg,县级公立,13392160
雷贝拉唑钠肠溶片,口服,肠溶片,2021,双鹤药业(海南),20mg,县级公立,4446716
雷贝拉唑钠肠溶片,口服,肠溶片,2021,成都迪康药业,20mg,县级公立,94544413
雷贝拉唑钠肠溶片,口服,肠溶片,2021,晋城海斯制药,20mg,县级公立,131692922
雷贝拉唑钠肠溶片,口服,肠溶片,2021,江苏豪森药业集团,20mg,县级公立,18728758
雷贝拉唑钠肠溶片,口服,肠溶片,2022,卫材,20mg,县级公立,5430000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,双鹤药业(海南),20mg,县级公立,3770000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,成都迪康药业,20mg,县级公立,49510000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,晋城海斯制药,20mg,县级公立,99170000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,江苏豪森药业集团,20mg,县级公立,4080000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,卫材,20mg,县级公立,3290000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,双鹤药业(海南),20mg,县级公立,8310000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,成都迪康药业,20mg,县级公立,53590000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,晋城海斯制药,20mg,县级公立,95380000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,江苏豪森药业集团,20mg,县级公立,1970000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,济川药业集团,20mg,县级公立,2300000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,上海安必生制药,20mg,县级公立,2650000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,双鹤药业(海南),20mg,县级公立,8300000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,成都迪康药业,20mg,县级公立,48780000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,晋城海斯制药,20mg,县级公立,71460000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,济川药业集团,20mg,县级公立,2800000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,珠海润都制药,20mg,县级公立,40000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,石药欧意药业,20mg,县级公立,6650000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,上海安必生制药,20mg,县级公立,1520000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,双鹤药业(海南),20mg,县级公立,3360000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,成都迪康药业,20mg,县级公立,30930000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,晋城海斯制药,20mg,县级公立,24390000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,济川药业集团,20mg,县级公立,1800000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,珠海润都制药,20mg,县级公立,20000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,石药欧意药业,20mg,县级公立,3070000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,丽珠集团丽珠制药,20mg,县级公立,63193317
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,济川药业集团,20mg,县级公立,523845636
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,珠海润都制药,20mg,县级公立,19025374
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,丽珠集团丽珠制药,20mg,县级公立,89113381
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,济川药业集团,20mg,县级公立,559582175
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,珠海润都制药,20mg,县级公立,20382875
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,丽珠集团丽珠制药,20mg,县级公立,94179782
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,济川药业集团,20mg,县级公立,630040245
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,珠海润都制药,20mg,县级公立,20623494
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,丽珠集团丽珠制药,20mg,县级公立,66153064
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,济川药业集团,20mg,县级公立,571177649
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,珠海润都制药,20mg,县级公立,49857541
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,丽珠集团丽珠制药,20mg,县级公立,60416843
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,济川药业集团,20mg,县级公立,595253730
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,珠海润都制药,20mg,县级公立,65649200
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,丽珠集团丽珠制药,20mg,县级公立,50160000
