,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
2770,1912,Stockholm,Tennis,Tennis,Marguerite Broquedis,FRA,Women,Mixed Doubles,Bronze,France
2771,1912,Stockholm,Tennis,Tennis,Dora Köring,GER,Women,Mixed Doubles,Gold,Germany
2772,1912,Stockholm,Tennis,Tennis,Sigrid Fick,SWE,Women,Mixed Doubles,Silver,Sweden
2773,1912,Stockholm,Tennis,Tennis,Gunnar Setterwall,SWE,Men,Mixed Doubles Indoor,Bronze,Sweden
2774,1912,Stockholm,Tennis,Tennis,Charles Percy Dixon,GBR,Men,Mixed Doubles Indoor,Gold,United Kingdom
2775,1912,Stockholm,Tennis,Tennis,Herbert Roper Barrett,GBR,Men,Mixed Doubles Indoor,Silver,United Kingdom
2776,1912,Stockholm,Tennis,Tennis,Sigrid Fick,SWE,Women,Mixed Doubles Indoor,Bronze,Sweden
2777,1912,Stockholm,Tennis,Tennis,Edith Margaret Hannam,GBR,Women,Mixed Doubles Indoor,Gold,United Kingdom
2778,1912,Stockholm,Tennis,Tennis,Francis Helen Aitchison,GBR,Women,Mixed Doubles Indoor,Silver,United Kingdom
2779,1912,Stockholm,Tennis,Tennis,Oscar Kreuzer,GER,Men,Singles,Bronze,Germany
2780,1912,Stockholm,Tennis,Tennis,Charles Lyndhurst Winslow,RSA,Men,Singles,Gold,South Africa
2781,1912,Stockholm,Tennis,Tennis,Harry Austin Kitson,RSA,Men,Singles,Silver,South Africa
2782,1912,Stockholm,Tennis,Tennis,Anne Margrethe Bjurstedt,NOR,Women,Singles,Bronze,Norway
2783,1912,Stockholm,Tennis,Tennis,Marguerite Broquedis,FRA,Women,Singles,Gold,France
2784,1912,Stockholm,Tennis,Tennis,Dora Köring,GER,Women,Singles,Silver,Germany
2785,1912,Stockholm,Tennis,Tennis,Anthony Frederick Wilding,ANZ,Men,Singles Indoor,Bronze,
2786,1912,Stockholm,Tennis,Tennis,André Henri Gobert,FRA,Men,Singles Indoor,Gold,France
2787,1912,Stockholm,Tennis,Tennis,Charles Percy Dixon,GBR,Men,Singles Indoor,Silver,United Kingdom
2788,1912,Stockholm,Tennis,Tennis,Mabel Branwell Parton,GBR,Women,Singles Indoor,Bronze,United Kingdom
2789,1912,Stockholm,Tennis,Tennis,Edith Margaret Hannam,GBR,Women,Singles Indoor,Gold,United Kingdom
2790,1912,Stockholm,Tennis,Tennis,Thora Gerda Sophie Castenschiold,DEN,Women,Singles Indoor,Silver,Denmark
2791,1912,Stockholm,Tug of War,Tug of War,Arvid Leander Andersson,SWE,Men,Tug Of War,Gold,Sweden
2792,1912,Stockholm,Tug of War,Tug of War,Adolf Bergman,SWE,Men,Tug Of War,Gold,Sweden
2793,1912,Stockholm,Tug of War,Tug of War,Johan Victor Edman,SWE,Men,Tug Of War,Gold,Sweden
2794,1912,Stockholm,Tug of War,Tug of War,Erik Algot Fredriksson,SWE,Men,Tug Of War,Gold,Sweden
2795,1912,Stockholm,Tug of War,Tug of War,August Gustafsson,SWE,Men,Tug Of War,Gold,Sweden
2796,1912,Stockholm,Tug of War,Tug of War,Carl Jonsson,SWE,Men,Tug Of War,Gold,Sweden
2797,1912,Stockholm,Tug of War,Tug of War,Eric Victor Larsson,SWE,Men,Tug Of War,Gold,Sweden
2798,1912,Stockholm,Tug of War,Tug of War,Carl Herbert Lindström,SWE,Men,Tug Of War,Gold,Sweden
2799,1912,Stockholm,Tug of War,Tug of War,Walter Chaffe,GBR,Men,Tug Of War,Silver,United Kingdom
2800,1912,Stockholm,Tug of War,Tug of War,Joseph Dowler,GBR,Men,Tug Of War,Silver,United Kingdom
2801,1912,Stockholm,Tug of War,Tug of War,Frederick Harkness Humphreys,GBR,Men,Tug Of War,Silver,United Kingdom
2802,1912,Stockholm,Tug of War,Tug of War,Mathias Hynes,GBR,Men,Tug Of War,Silver,United Kingdom
2803,1912,Stockholm,Tug of War,Tug of War,Edwin Archer Mills,GBR,Men,Tug Of War,Silver,United Kingdom
2804,1912,Stockholm,Tug of War,Tug of War,Alexander Munro,GBR,Men,Tug Of War,Silver,United Kingdom
2805,1912,Stockholm,Tug of War,Tug of War,John Sewell,GBR,Men,Tug Of War,Silver,United Kingdom
2806,1912,Stockholm,Tug of War,Tug of War,James Shepherd,GBR,Men,Tug Of War,Silver,United Kingdom
2807,1912,Stockholm,Wrestling,Wrestling Gre-R,Otto Lasanen,FIN,Men,- 60KG (Featherweight),Bronze,Finland
2808,1912,Stockholm,Wrestling,Wrestling Gre-R,Kaarlo Koskelo,FIN,Men,- 60KG (Featherweight),Gold,Finland
2809,1912,Stockholm,Wrestling,Wrestling Gre-R,Georg Gerstäcker,GER,Men,- 60KG (Featherweight),Silver,Germany
2810,1912,Stockholm,Wrestling,Wrestling Gre-R,Sören Marius Jensen,DEN,Men,+ 82.5KG (Super Heavyweight),Bronze,Denmark
2811,1912,Stockholm,Wrestling,Wrestling Gre-R,Urjö Erik Mikael Saarela,FIN,Men,+ 82.5KG (Super Heavyweight),Gold,Finland
2812,1912,Stockholm,Wrestling,Wrestling Gre-R,Johan Fredrik Olin,FIN,Men,+ 82.5KG (Super Heavyweight),Silver,Finland
2813,1912,Stockholm,Wrestling,Wrestling Gre-R,Edvin Matiasson,SWE,Men,60 - 67.5KG (Lightweight),Bronze,Sweden
2814,1912,Stockholm,Wrestling,Wrestling Gre-R,Eemil Ernesti Väre,FIN,Men,60 - 67.5KG (Lightweight),Gold,Finland
2815,1912,Stockholm,Wrestling,Wrestling Gre-R,Gustaf H. Malmström,SWE,Men,60 - 67.5KG (Lightweight),Silver,Sweden
2816,1912,Stockholm,Wrestling,Wrestling Gre-R,Alfred Asikainen,FIN,Men,67.5 - 75KG (Middleweight),Bronze,Finland
2817,1912,Stockholm,Wrestling,Wrestling Gre-R,Claes Johansson,SWE,Men,67.5 - 75KG (Middleweight),Gold,Sweden
2818,1912,Stockholm,Wrestling,Wrestling Gre-R,Martin Klein,RU1,Men,67.5 - 75KG (Middleweight),Silver,
2819,1912,Stockholm,Wrestling,Wrestling Gre-R,Béla Varga,HUN,Men,75 - 82.5KG (Light-Heavyweight),Bronze,Hungary
2820,1912,Stockholm,Wrestling,Wrestling Gre-R,Anders Ahlgren,SWE,Men,75 - 82.5KG (Light-Heavyweight),Silver,Sweden
2821,1912,Stockholm,Wrestling,Wrestling Gre-R,Ivar Theodor Böhling,FIN,Men,75 - 82.5KG (Light-Heavyweight),Silver,Finland
2822,1920,Antwerp,Aquatics,Diving,Harry Prieste,USA,Men,10M Platform,Bronze,United States
2823,1920,Antwerp,Aquatics,Diving,Clarence Pinkston,USA,Men,10M Platform,Gold,United States
2824,1920,Antwerp,Aquatics,Diving,Erik Adlerz,SWE,Men,10M Platform,Silver,Sweden
2825,1920,Antwerp,Aquatics,Diving,Eva Ollivier,SWE,Women,10M Platform,Bronze,Sweden
2826,1920,Antwerp,Aquatics,Diving,Stefani Fryland Clausen,DEN,Women,10M Platform,Gold,Denmark
2827,1920,Antwerp,Aquatics,Diving,Beatrix Eileen Armstrong,GBR,Women,10M Platform,Silver,United Kingdom
2828,1920,Antwerp,Aquatics,Diving,Louis James Balbach,USA,Men,3M Springboard,Bronze,United States
2829,1920,Antwerp,Aquatics,Diving,Louis Kuehn,USA,Men,3M Springboard,Gold,United States
2830,1920,Antwerp,Aquatics,Diving,Clarence Pinkston,USA,Men,3M Springboard,Silver,United States
2831,1920,Antwerp,Aquatics,Diving,Thelma Payne,USA,Women,3M Springboard,Bronze,United States
2832,1920,Antwerp,Aquatics,Diving,Aileen Riggin,USA,Women,3M Springboard,Gold,United States
2833,1920,Antwerp,Aquatics,Diving,Helen Wainwright,USA,Women,3M Springboard,Silver,United States
2834,1920,Antwerp,Aquatics,Diving,John Jansson,SWE,Men,Plain High Diving,Bronze,Sweden
2835,1920,Antwerp,Aquatics,Diving,Arvid Wallman,SWE,Men,Plain High Diving,Gold,Sweden
2836,1920,Antwerp,Aquatics,Diving,Nils Skoglund,SWE,Men,Plain High Diving,Silver,Sweden
2837,1920,Antwerp,Aquatics,Swimming,Gerard Blitz,BEL,Men,100M Backstroke,Bronze,Belgium
2838,1920,Antwerp,Aquatics,Swimming,Warren Paoa Kealoha,USA,Men,100M Backstroke,Gold,United States
2839,1920,Antwerp,Aquatics,Swimming,Raymond Kegeris,USA,Men,100M Backstroke,Silver,United States
2840,1920,Antwerp,Aquatics,Swimming,William Harris,USA,Men,100M Freestyle,Bronze,United States
2841,1920,Antwerp,Aquatics,Swimming,Duke Paoa Kahanamoku,USA,Men,100M Freestyle,Gold,United States
2842,1920,Antwerp,Aquatics,Swimming,Pua Kela Kealoha,USA,Men,100M Freestyle,Silver,United States
2843,1920,Antwerp,Aquatics,Swimming,Frances Schroth,USA,Women,100M Freestyle,Bronze,United States
2844,1920,Antwerp,Aquatics,Swimming,Ethelda Bleibtrey,USA,Women,100M Freestyle,Gold,United States
2845,1920,Antwerp,Aquatics,Swimming,Irene Guest,USA,Women,100M Freestyle,Silver,United States
2846,1920,Antwerp,Aquatics,Swimming,Frank E. Beaurepaire,AUS,Men,1500M Freestyle,Bronze,Australia
2847,1920,Antwerp,Aquatics,Swimming,Norman Ross,USA,Men,1500M Freestyle,Gold,United States
2848,1920,Antwerp,Aquatics,Swimming,George Vernot,CAN,Men,1500M Freestyle,Silver,Canada
2849,1920,Antwerp,Aquatics,Swimming,Arvo Ossian Aaltonen,FIN,Men,200M Breaststroke,Bronze,Finland
2850,1920,Antwerp,Aquatics,Swimming,Hakan Malmrot,SWE,Men,200M Breaststroke,Gold,Sweden
2851,1920,Antwerp,Aquatics,Swimming,Tor Henning,SWE,Men,200M Breaststroke,Silver,Sweden
2852,1920,Antwerp,Aquatics,Swimming,Arvo Ossian Aaltonen,FIN,Men,400M Breaststroke,Bronze,Finland
2853,1920,Antwerp,Aquatics,Swimming,Hakan Malmrot,SWE,Men,400M Breaststroke,Gold,Sweden
2854,1920,Antwerp,Aquatics,Swimming,Tor Henning,SWE,Men,400M Breaststroke,Silver,Sweden
2855,1920,Antwerp,Aquatics,Swimming,George Vernot,CAN,Men,400M Freestyle,Bronze,Canada
2856,1920,Antwerp,Aquatics,Swimming,Norman Ross,USA,Men,400M Freestyle,Gold,United States
2857,1920,Antwerp,Aquatics,Swimming,Ludy Langer,USA,Men,400M Freestyle,Silver,United States
2858,1920,Antwerp,Aquatics,Swimming,Frances Schroth,USA,Women,400M Freestyle,Bronze,United States
2859,1920,Antwerp,Aquatics,Swimming,Ethelda Bleibtrey,USA,Women,400M Freestyle,Gold,United States
2860,1920,Antwerp,Aquatics,Swimming,Margaret Woodbridge,USA,Women,400M Freestyle,Silver,United States
2861,1920,Antwerp,Aquatics,Swimming,Aina Berg,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2862,1920,Antwerp,Aquatics,Swimming,Jane Gylling,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2863,1920,Antwerp,Aquatics,Swimming,Emy Machnow,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2864,1920,Antwerp,Aquatics,Swimming,Karin Nilsson,SWE,Women,4X100M Freestyle Relay,Bronze,Sweden
2865,1920,Antwerp,Aquatics,Swimming,Ethelda Bleibtrey,USA,Women,4X100M Freestyle Relay,Gold,United States
2866,1920,Antwerp,Aquatics,Swimming,Irene Guest,USA,Women,4X100M Freestyle Relay,Gold,United States
2867,1920,Antwerp,Aquatics,Swimming,Frances Schroth,USA,Women,4X100M Freestyle Relay,Gold,United States
2868,1920,Antwerp,Aquatics,Swimming,Margaret Woodbridge,USA,Women,4X100M Freestyle Relay,Gold,United States
2869,1920,Antwerp,Aquatics,Swimming,Hilda James,GBR,Women,4X100M Freestyle Relay,Silver,United Kingdom
2870,1920,Antwerp,Aquatics,Swimming,Constance Mabel Jeans,GBR,Women,4X100M Freestyle Relay,Silver,United Kingdom
2871,1920,Antwerp,Aquatics,Swimming,Grace Mac Kenzie,GBR,Women,4X100M Freestyle Relay,Silver,United Kingdom
2872,1920,Antwerp,Aquatics,Swimming,Charlotte Radcliffe,GBR,Women,4X100M Freestyle Relay,Silver,United Kingdom
2873,1920,Antwerp,Aquatics,Swimming,Harold Edward Annison,GBR,Men,4X200M Freestyle Relay,Bronze,United Kingdom
2874,1920,Antwerp,Aquatics,Swimming,Edward Percival Peter,GBR,Men,4X200M Freestyle Relay,Bronze,United Kingdom
2875,1920,Antwerp,Aquatics,Swimming,Leslie Savage,GBR,Men,4X200M Freestyle Relay,Bronze,United Kingdom
2876,1920,Antwerp,Aquatics,Swimming,Henry Taylor,GBR,Men,4X200M Freestyle Relay,Bronze,United Kingdom
2877,1920,Antwerp,Aquatics,Swimming,Duke Paoa Kahanamoku,USA,Men,4X200M Freestyle Relay,Gold,United States
2878,1920,Antwerp,Aquatics,Swimming,Pua Kela Kealoha,USA,Men,4X200M Freestyle Relay,Gold,United States
2879,1920,Antwerp,Aquatics,Swimming,Perry Mcgillivray,USA,Men,4X200M Freestyle Relay,Gold,United States
2880,1920,Antwerp,Aquatics,Swimming,Norman Ross,USA,Men,4X200M Freestyle Relay,Gold,United States
2881,1920,Antwerp,Aquatics,Swimming,Frank E. Beaurepaire,AUS,Men,4X200M Freestyle Relay,Silver,Australia
2882,1920,Antwerp,Aquatics,Swimming,Henry Hay,AUS,Men,4X200M Freestyle Relay,Silver,Australia
2883,1920,Antwerp,Aquatics,Swimming,William Herald,AUS,Men,4X200M Freestyle Relay,Silver,Australia
2884,1920,Antwerp,Aquatics,Swimming,Ivan Stedman,AUS,Men,4X200M Freestyle Relay,Silver,Australia
2885,1920,Antwerp,Aquatics,Water polo,Erik Andersson,SWE,Men,Water Polo,Bronze,Sweden
2886,1920,Antwerp,Aquatics,Water polo,Robert T. Andersson,SWE,Men,Water Polo,Bronze,Sweden
2887,1920,Antwerp,Aquatics,Water polo,Vilhelm Andersson,SWE,Men,Water Polo,Bronze,Sweden
2888,1920,Antwerp,Aquatics,Water polo,Nils Backlund,SWE,Men,Water Polo,Bronze,Sweden
2889,1920,Antwerp,Aquatics,Water polo,Erik Bergqvist,SWE,Men,Water Polo,Bronze,Sweden
2890,1920,Antwerp,Aquatics,Water polo,Max Gumpel,SWE,Men,Water Polo,Bronze,Sweden
2891,1920,Antwerp,Aquatics,Water polo,Pontus Hansson,SWE,Men,Water Polo,Bronze,Sweden
2892,1920,Antwerp,Aquatics,Water polo,Harald S.A. Julin,SWE,Men,Water Polo,Bronze,Sweden
2893,1920,Antwerp,Aquatics,Water polo,Theodor Naumann,SWE,Men,Water Polo,Bronze,Sweden
2894,1920,Antwerp,Aquatics,Water polo,Charles Bugbee,GBR,Men,Water Polo,Gold,United Kingdom
2895,1920,Antwerp,Aquatics,Water polo,William Henry Dean,GBR,Men,Water Polo,Gold,United Kingdom
2896,1920,Antwerp,Aquatics,Water polo,Christopher Jones,GBR,Men,Water Polo,Gold,United Kingdom
2897,1920,Antwerp,Aquatics,Water polo,William Peacock,GBR,Men,Water Polo,Gold,United Kingdom
2898,1920,Antwerp,Aquatics,Water polo,Noel M. Purcell,GBR,Men,Water Polo,Gold,United Kingdom
2899,1920,Antwerp,Aquatics,Water polo,Paul Radmilovic,GBR,Men,Water Polo,Gold,United Kingdom
2900,1920,Antwerp,Aquatics,Water polo,Charles Sydney Smith,GBR,Men,Water Polo,Gold,United Kingdom
2901,1920,Antwerp,Aquatics,Water polo,René Bauwens,BEL,Men,Water Polo,Silver,Belgium
2902,1920,Antwerp,Aquatics,Water polo,Gerard Blitz,BEL,Men,Water Polo,Silver,Belgium
2903,1920,Antwerp,Aquatics,Water polo,Maurice Blitz,BEL,Men,Water Polo,Silver,Belgium
2904,1920,Antwerp,Aquatics,Water polo,Pierre Dewin,BEL,Men,Water Polo,Silver,Belgium
2905,1920,Antwerp,Aquatics,Water polo,Albert Durant,BEL,Men,Water Polo,Silver,Belgium
2906,1920,Antwerp,Aquatics,Water polo,Paul Gailly,BEL,Men,Water Polo,Silver,Belgium
2907,1920,Antwerp,Aquatics,Water polo,Pierre Nijs,BEL,Men,Water Polo,Silver,Belgium
2908,1920,Antwerp,Aquatics,Water polo,Joseph Pletincx,BEL,Men,Water Polo,Silver,Belgium
2909,1920,Antwerp,Archery,Archery,Firmin Flamand,BEL,Men,Fixed Bird Target Large Birds,Bronze,Belgium
2910,1920,Antwerp,Archery,Archery,Edmond Cloetens,BEL,Men,Fixed Bird Target Large Birds,Gold,Belgium
2911,1920,Antwerp,Archery,Archery,Louis Van De Perck,BEL,Men,Fixed Bird Target Large Birds,Silver,Belgium
2912,1920,Antwerp,Archery,Archery,Edmond Cloetens,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2913,1920,Antwerp,Archery,Archery,Firmin Flamand,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2914,1920,Antwerp,Archery,Archery,Joseph Hermans,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2915,1920,Antwerp,Archery,Archery,Louis Van De Perck,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2916,1920,Antwerp,Archery,Archery,Auguste Van De Verre,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2917,1920,Antwerp,Archery,Archery,Edmond Van Moer,BEL,Men,Fixed Bird Target Large Birds Teams,Gold,Belgium
2918,1920,Antwerp,Archery,Archery,Edmond Cloetens,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2919,1920,Antwerp,Archery,Archery,Firmin Flamand,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2920,1920,Antwerp,Archery,Archery,Joseph Hermans,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2921,1920,Antwerp,Archery,Archery,Louis Van De Perck,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2922,1920,Antwerp,Archery,Archery,Auguste Van De Verre,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2923,1920,Antwerp,Archery,Archery,Edmond Van Moer,BEL,Men,"Fixed Bird Target Small Bird, Teams",Gold,Belgium
2924,1920,Antwerp,Archery,Archery,Joseph Hermans,BEL,Men,Fixed Bird Target Small Birds,Bronze,Belgium
2925,1920,Antwerp,Archery,Archery,Edmond Van Moer,BEL,Men,Fixed Bird Target Small Birds,Gold,Belgium
2926,1920,Antwerp,Archery,Archery,Louis Van De Perck,BEL,Men,Fixed Bird Target Small Birds,Silver,Belgium
2927,1920,Antwerp,Archery,Archery,Julien Louis Brule,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2928,1920,Antwerp,Archery,Archery,Léon Epin,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2929,1920,Antwerp,Archery,Archery,Pascal Fauvel,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2930,1920,Antwerp,Archery,Archery,Eugã¨Ne G. Grisot,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2931,1920,Antwerp,Archery,Archery,Paul Leroy,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2932,1920,Antwerp,Archery,Archery,Artur Mabellon,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2933,1920,Antwerp,Archery,Archery,Léonce Gaston Quentin,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2934,1920,Antwerp,Archery,Archery,Eugène Richez,FRA,Men,Moving Bird Target 28M Teams,Bronze,France
2935,1920,Antwerp,Archery,Archery,Petrus Godefridus De Brouwer,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2936,1920,Antwerp,Archery,Archery,Jan Joseph Packbiers,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2937,1920,Antwerp,Archery,Archery,Adrianus Cornelis Theeuwes,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2938,1920,Antwerp,Archery,Archery,Hendrikus Van Bussell,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2939,1920,Antwerp,Archery,Archery,Johannes Jacobus Van Gastel,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2940,1920,Antwerp,Archery,Archery,Jan-Babtiest-Jozef Van Gestel,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2941,1920,Antwerp,Archery,Archery,Adrianus Van Merrienboer,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2942,1920,Antwerp,Archery,Archery,Theodorus B. Willems,NED,Men,Moving Bird Target 28M Teams,Gold,Netherlands
2943,1920,Antwerp,Archery,Archery,Alphonse Allaert,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2944,1920,Antwerp,Archery,Archery,Edmond De Knibber,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2945,1920,Antwerp,Archery,Archery,Jérome De Mayer,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2946,1920,Antwerp,Archery,Archery,Louis Delcon,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2947,1920,Antwerp,Archery,Archery,Louis Fierens,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2948,1920,Antwerp,Archery,Archery,Louis Van Beeck,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2949,1920,Antwerp,Archery,Archery,Hubert Van Innis,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2950,1920,Antwerp,Archery,Archery,Pierre Van Thielt,BEL,Men,Moving Bird Target 28M Teams,Silver,Belgium
2951,1920,Antwerp,Archery,Archery,Alphonse Allaert,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2952,1920,Antwerp,Archery,Archery,Edmond De Knibber,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2953,1920,Antwerp,Archery,Archery,Jérome De Mayer,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2954,1920,Antwerp,Archery,Archery,Louis Delcon,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2955,1920,Antwerp,Archery,Archery,Louis Fierens,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2956,1920,Antwerp,Archery,Archery,Louis Van Beeck,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2957,1920,Antwerp,Archery,Archery,Hubert Van Innis,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2958,1920,Antwerp,Archery,Archery,Pierre Van Thielt,BEL,Men,Moving Bird Target 33M Teams,Gold,Belgium
2959,1920,Antwerp,Archery,Archery,Julien Louis Brule,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2960,1920,Antwerp,Archery,Archery,Léon Epin,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2961,1920,Antwerp,Archery,Archery,Pascal Fauvel,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2962,1920,Antwerp,Archery,Archery,Eugã¨Ne G. Grisot,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2963,1920,Antwerp,Archery,Archery,Paul Leroy,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2964,1920,Antwerp,Archery,Archery,Artur Mabellon,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2965,1920,Antwerp,Archery,Archery,Léonce Gaston Quentin,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2966,1920,Antwerp,Archery,Archery,Eugène Richez,FRA,Men,Moving Bird Target 33M Teams,Silver,France
2967,1920,Antwerp,Archery,Archery,Alphonse Allaert,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2968,1920,Antwerp,Archery,Archery,Edmond De Knibber,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2969,1920,Antwerp,Archery,Archery,Jérome De Mayer,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2970,1920,Antwerp,Archery,Archery,Louis Delcon,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2971,1920,Antwerp,Archery,Archery,Louis Fierens,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2972,1920,Antwerp,Archery,Archery,Louis Van Beeck,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2973,1920,Antwerp,Archery,Archery,Hubert Van Innis,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2974,1920,Antwerp,Archery,Archery,Pierre Van Thielt,BEL,Men,Moving Bird Target 50M Teams,Gold,Belgium
2975,1920,Antwerp,Archery,Archery,Julien Louis Brule,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2976,1920,Antwerp,Archery,Archery,Léon Epin,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2977,1920,Antwerp,Archery,Archery,Pascal Fauvel,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2978,1920,Antwerp,Archery,Archery,Eugã¨Ne G. Grisot,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2979,1920,Antwerp,Archery,Archery,Paul Leroy,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2980,1920,Antwerp,Archery,Archery,Artur Mabellon,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2981,1920,Antwerp,Archery,Archery,Léonce Gaston Quentin,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2982,1920,Antwerp,Archery,Archery,Eugène Richez,FRA,Men,Moving Bird Target 50M Teams,Silver,France
2983,1920,Antwerp,Archery,Archery,Hubert Van Innis,BEL,Men,"Moving Bird Target, 28M",Gold,Belgium
2984,1920,Antwerp,Archery,Archery,Léonce Gaston Quentin,FRA,Men,"Moving Bird Target, 28M",Silver,France
2985,1920,Antwerp,Archery,Archery,Hubert Van Innis,BEL,Men,"Moving Bird Target, 33M",Gold,Belgium
