merchant_id,merchant_name,merchant_email,onboarding_date,industry,country,platform,acquisition_channel,requested_limit,expected_aov,kyb_tier,approval_method,uw_decision,uw_decision_date,uw_reason_code
m_02602,Orbit Boutique,qbdugvnj@gmail.com,2025-11-12,digital_goods,GB,salesforce_cc,inbound,74578,67.36,med,manual,approved,2025-11-19,
m_02603,Nimbus Boutique,exvcaovj@outlook.com,2025-07-31,health_beauty,US,custom,outbound,70778,93.25,low,auto,declined,2025-08-05,LIMIT_TOO_HIGH
m_02604,Pioneer Direct,kscmjchz@company.com,2025-12-12,health_beauty,US,shopify,inbound,78436,93.48,low,auto,declined,2025-12-17,KYC_FAIL
m_02605,Sunrise Works,bskfqpxpdb@gmail.com,2025-12-11,fashion,US,woocommerce,self_serve,28814,75.72,low,auto,approved,2025-12-17,
m_02606,Evergreen Supply,ltomvaw@company.com,2025-12-03,marketplace,US,salesforce_cc,inbound,25686,247.47,high,auto,approved,2025-12-05,
m_02607,Acme Hub,mqvoph@outlook.com,2025-12-04,health_beauty,US,custom,self_serve,100885,99.62,low,auto,approved,2025-12-09,
m_02608,Pioneer Collective,gwtxfmk@company.com,2025-11-27,jewelry,US,woocommerce,self_serve,91807,609.21,low,auto,approved,2025-11-27,
m_02609,Pioneer Labs,ebwyteid@outlook.com,2025-09-02,health_beauty,US,shopify,outbound,54441,90.0,med,manual,declined,2025-09-09,HIGH_RISK
m_02610,Nimbus Outlet,pvxguygy@company.com,2025-12-26,jewelry,US,shopify,self_serve,51715,618.56,med,manual,approved,2026-01-01,
m_02611,Blue Collective,kqviya@yahoo.com,2025-12-01,travel,AU,shopify,inbound,92537,584.64,low,auto,declined,2025-12-02,LIMIT_TOO_HIGH
m_02612,Apex Direct,qvtspborjj@company.com,2025-12-15,services,CA,shopify,partner,73488,229.7,med,manual,declined,2025-12-17,MISSING_DOCS
m_02613,Summit Labs,migubr@gmail.com,2025-07-08,services,GB,salesforce_cc,self_serve,41397,303.98,high,manual,declined,2025-07-12,LIMIT_TOO_HIGH
m_02614,Pioneer Works,xquczgtt@mailinator.com,2025-05-11,health_beauty,US,salesforce_cc,inbound,102878,114.43,high,manual,approved,2025-05-18,
m_02615,Sunrise Hub,mezzpeelxb@company.com,2025-03-04,services,CA,woocommerce,inbound,73779,409.24,med,auto,declined,2025-03-04,KYC_FAIL
m_02616,Summit Collective,,2025-02-18,electronics,US,woocommerce,inbound,26877,294.42,low,manual,approved,2025-02-20,
m_02617,Pioneer Works,duduzm@company.com,2025-09-03,auto_parts,US,woocommerce,inbound,45589,291.01,med,manual,declined,2025-09-08,KYC_FAIL
m_02618,Orbit Depot,zzzkcckmuy@gmail.com,2025-12-06,fashion,US,shopify,self_serve,104236,172.79,med,manual,approved,2025-12-07,
m_02619,Vertex Direct,aarjfej@merchant.com,2025-08-28,auto_parts,US,custom,inbound,122921,178.46,med,manual,approved,2025-08-30,
m_02620,Marlin Goods,ftinvbl@outlook.com,2025-04-25,digital_goods,US,shopify,inbound,61588,111.23,low,manual,declined,2025-04-30,LIMIT_TOO_HIGH
m_02621,Orbit Store,ermqnftn@store.com,2025-03-10,jewelry,US,custom,outbound,88588,424.53,low,manual,approved,2025-03-15,
m_02622,Vertex Direct,lnmlhnrf@gmail.com,2025-11-12,services,US,salesforce_cc,outbound,92914,199.39,low,auto,approved,2025-11-13,
m_02623,Apex Supply,imozuzcaob@company.com,2025-01-16,jewelry,US,bigcommerce,partner,164092,569.62,med,manual,declined,2025-01-17,LIMIT_TOO_HIGH
m_02624,Apex Outlet,urbmkwp@yahoo.com,2025-12-30,auto_parts,US,custom,self_serve,26385,214.71,low,manual,declined,2026-01-06,INCONCLUSIVE
m_02625,Oak Co,tjpfofc@outlook.com,2025-03-06,services,US,custom,inbound,206647,184.79,low,manual,declined,2025-03-06,KYC_FAIL
m_02626,Nimbus Depot,looxmngz@temp-mail.org,2025-08-15,marketplace,US,woocommerce,inbound,27509,238.44,med,auto,approved,2025-08-20,
m_02627,Acme Trading,xxvtehhd@gmail.com,2025-11-03,health_beauty,CA,magento,inbound,36870,101.38,med,auto,declined,2025-11-10,LIMIT_TOO_HIGH
m_02628,River Trading,tfkfbrwnli@store.com,2025-04-15,electronics,US,custom,inbound,124583,339.6,low,auto,declined,2025-04-16,LIMIT_TOO_HIGH
m_02629,Blue Depot,ysjsmrgcg@company.com,2025-01-25,health_beauty,US,magento,inbound,72815,94.69,med,auto,approved,2025-01-26,
m_02630,River Goods,lgoksqqi@merchant.com,2025-08-31,digital_goods,US,shopify,inbound,134946,74.48,low,auto,approved,2025-09-01,
m_02631,River Trading,ojvyvkqhy@outlook.com,2025-11-25,electronics,US,salesforce_cc,self_serve,45895,591.02,med,auto,declined,2025-11-27,HIGH_RISK
m_02632,Sunrise Labs,olyvqabn@merchant.com,2025-11-05,electronics,US,shopify,self_serve,85991,454.81,low,auto,declined,2025-11-08,KYC_FAIL
m_02633,Sunrise Works,akwqvhcb@merchant.com,2025-06-04,health_beauty,US,woocommerce,outbound,45707,88.18,low,auto,approved,2025-06-04,
m_02634,Acme Direct,aujhvmut@outlook.com,2025-03-04,jewelry,US,salesforce_cc,inbound,67572,499.38,med,manual,approved,2025-03-09,
m_02635,Acme Shop,mpjufkseym@mailinator.com,2025-03-12,services,US,salesforce_cc,self_serve,159963,210.62,high,manual,approved,2025-03-12,
m_02636,River Labs,mkmsdigla@store.com,2025-11-17,auto_parts,US,bigcommerce,partner,162290,368.95,med,auto,declined,2025-11-18,POLICY
m_02637,Cedar Outlet,qojkurb@store.com,2025-07-13,home_goods,US,shopify,inbound,75737,161.76,low,auto,declined,2025-07-16,POLICY
m_02638,Acme Hub,hqnusl@gmail.com,2025-09-20,home_goods,US,custom,partner,58762,313.75,low,manual,approved,2025-09-26,
m_02639,Evergreen Market,anocadbxz@merchant.com,2025-10-22,digital_goods,US,woocommerce,self_serve,100182,44.98,low,auto,approved,2025-10-24,
m_02640,Sunrise Market,pywcgfwqo@merchant.com,2025-12-03,fashion,US,shopify,inbound,90986,82.39,med,manual,declined,2025-12-07,KYC_FAIL
m_02641,Marlin Outlet,boqyno@company.com,2025-04-14,jewelry,US,salesforce_cc,inbound,43520,643.56,low,manual,approved,2025-04-18,
m_02642,Sunrise Co,lebjvgv@gmail.com,2025-05-07,auto_parts,GB,shopify,inbound,33884,576.25,med,manual,approved,2025-05-07,
m_02643,Marlin Hub,mfwrqpdcf@outlook.com,2025-08-08,electronics,US,shopify,outbound,77377,391.66,med,auto,declined,2025-08-10,HIGH_RISK
m_02644,Vertex Goods,zkxaopv@temp-mail.org,2025-11-29,digital_goods,US,woocommerce,inbound,32815,69.1,low,auto,approved,2025-12-01,
m_02645,Acme Trading,wtancqbk@outlook.com,2025-11-02,health_beauty,US,custom,outbound,52015,94.01,low,manual,approved,2025-11-02,
m_02646,Vertex Trading,lpncebq@gmail.com,2025-03-09,health_beauty,US,shopify,inbound,55593,112.06,high,auto,approved,2025-03-14,
m_02647,Evergreen Direct,yqvnnnhnay@gmail.com,2025-11-19,marketplace,US,bigcommerce,outbound,75017,186.81,med,auto,declined,2025-11-22,KYC_FAIL
m_02648,Apex Market,qxapluj@company.com,2025-09-23,digital_goods,US,bigcommerce,inbound,34153,78.32,low,manual,approved,2025-09-25,INCONCLUSIVE
m_02649,Lumen Shop,hpspax@gmail.com,2025-10-29,home_goods,US,custom,partner,42344,274.08,med,auto,approved,2025-11-02,
m_02650,Sunrise Store,hyahcnks@gmail.com,2025-12-06,auto_parts,US,shopify,outbound,96946,327.63,med,manual,approved,2025-12-11,
m_02651,Apex Depot,iponxcz@gmail.com,2025-01-20,electronics,GB,shopify,outbound,60286,431.6,low,auto,approved,2025-01-26,
m_02652,Evergreen Boutique,ctgcxqtyp@company.com,2025-07-21,home_goods,US,shopify,inbound,57008,171.53,low,auto,declined,2025-07-28,POLICY
m_02653,Nimbus Goods,pttoin@store.com,2025-01-12,fashion,US,salesforce_cc,inbound,38997,148.25,low,auto,declined,2025-01-12,POLICY
m_02654,Marlin Supply,iwinqlbbo@mailinator.com,2025-02-24,jewelry,US,magento,partner,24835,407.3,high,auto,approved,2025-03-02,
m_02655,Apex Depot,nkermupjs@gmail.com,2025-05-02,home_goods,US,salesforce_cc,partner,48983,279.46,med,manual,approved,2025-05-06,
m_02656,Summit Store,bxjkvnk@company.com,2025-12-17,fashion,CA,bigcommerce,inbound,28108,172.91,low,auto,approved,2025-12-24,
m_02657,Acme Outlet,xsvflf@merchant.com,2025-08-26,marketplace,US,salesforce_cc,inbound,53857,196.13,low,auto,approved,2025-09-02,
m_02658,Summit Market,tvwxdhupgk@gmail.com,2025-08-03,health_beauty,US,custom,inbound,230371,96.79,low,auto,approved,2025-08-03,
m_02659,Summit Shop,xlemzblr@store.com,2025-02-01,fashion,US,shopify,partner,127905,104.94,med,manual,approved,2025-02-02,
m_02660,Vertex Goods,nvkdypth@temp-mail.org,2025-04-11,digital_goods,AU,custom,inbound,28693,100.86,high,auto,declined,2025-04-17,HIGH_RISK
m_02661,Nimbus Co,bbvimwzxdu@outlook.com,2025-01-06,digital_goods,US,bigcommerce,outbound,47589,99.09,low,auto,approved,2025-01-11,
m_02662,Blue Hub,fkgnkivyw@mailinator.com,2025-12-02,health_beauty,US,custom,inbound,88005,94.91,high,auto,approved,2025-12-02,
m_02663,Oak Boutique,zbhcnt@company.com,2025-05-29,home_goods,US,magento,inbound,64176,374.45,low,auto,declined,2025-06-05,KYC_FAIL
m_02664,Orbit Shop,sojwrkflm@yahoo.com,2025-10-29,digital_goods,US,shopify,partner,60732,101.96,med,auto,declined,2025-10-30,LIMIT_TOO_HIGH
m_02665,Cedar Depot,scovrzpwdo@gmail.com,2025-01-19,marketplace,AU,shopify,inbound,25302,152.0,med,auto,approved,2025-01-26,
m_02666,Sunrise Collective,tscmaiku@merchant.com,2025-12-09,services,US,shopify,inbound,123769,328.73,med,auto,approved,2025-12-12,
m_02667,Pioneer Works,glrgzjelu@company.com,2025-07-16,marketplace,US,salesforce_cc,outbound,58174,134.33,high,auto,approved,2025-07-18,
m_02668,Summit Direct,erkdgxmax@outlook.com,2025-08-25,digital_goods,US,woocommerce,outbound,71375,68.79,med,auto,approved,2025-08-31,
m_02669,River Shop,vesikdzheb@merchant.com,2025-09-22,services,US,magento,self_serve,40382,242.78,low,manual,approved,2025-09-26,
m_02670,Evergreen Collective,sjgmti@merchant.com,2025-03-21,digital_goods,AU,shopify,inbound,56658,73.43,med,manual,approved,2025-03-27,
m_02671,Pioneer Collective,nhgtxzxg@store.com,2025-06-24,health_beauty,US,magento,inbound,34199,127.14,low,auto,approved,2025-06-30,
m_02672,Evergreen Market,oipvujdju@company.com,2025-08-07,fashion,US,bigcommerce,outbound,68140,151.48,low,manual,approved,2025-08-11,
m_02673,River Goods,ktvmetqj@yahoo.com,2025-10-17,services,US,woocommerce,inbound,34722,240.19,low,manual,approved,2025-10-21,
m_02674,Apex Supply,aantmba@gmail.com,2025-07-05,fashion,US,custom,inbound,105429,250.49,high,manual,approved,2025-07-12,
m_02675,River Co,oudohsyx@store.com,2025-08-02,health_beauty,US,shopify,inbound,40997,101.48,low,auto,approved,2025-08-03,
m_02676,Orbit Supply,lcaoquxy@merchant.com,2025-07-05,home_goods,CA,bigcommerce,inbound,19362,338.32,med,manual,approved,2025-07-05,
m_02677,Cedar Goods,,2025-04-27,marketplace,US,bigcommerce,inbound,63534,184.97,low,auto,approved,2025-04-27,
m_02678,Summit Works,ldyksdgd@gmail.com,2025-01-06,digital_goods,CA,shopify,partner,85003,74.05,low,auto,approved,2025-01-09,
m_02679,Summit Trading,hwyvbphnm@yahoo.com,2025-10-21,home_goods,US,bigcommerce,partner,156726,335.73,high,manual,declined,2025-10-26,KYC_FAIL
m_02680,Blue Store,eaooeztb@outlook.com,2025-04-04,home_goods,US,shopify,inbound,45940,270.75,low,manual,declined,2025-04-08,KYC_FAIL
m_02681,Evergreen Shop,mwmnqq@company.com,2025-05-23,home_goods,US,custom,partner,59783,380.07,low,auto,approved,2025-05-29,
m_02682,Sunrise Store,clypyz@company.com,2025-04-09,health_beauty,US,magento,self_serve,61638,117.54,med,manual,approved,2025-04-12,
m_02683,Pioneer Labs,wteovht@company.com,2025-09-11,jewelry,US,shopify,inbound,35158,677.59,low,auto,approved,2025-09-18,
m_02684,Oak Works,znbbylni@yahoo.com,2025-02-02,home_goods,GB,shopify,outbound,116844,360.63,high,auto,approved,2025-02-06,
m_02685,Lumen Store,rkqhhqs@company.com,2025-06-17,home_goods,US,custom,inbound,39129,262.29,low,auto,declined,2025-06-17,KYC_FAIL
m_02686,Pioneer Trading,cmmube@store.com,2025-05-19,services,US,woocommerce,partner,69694,234.42,low,auto,approved,2025-05-25,
m_02687,Pioneer Collective,bmfrpcsz@merchant.com,2025-08-08,travel,US,shopify,self_serve,33550,447.47,low,auto,approved,2025-08-08,
m_02688,Sunrise Shop,rluzlw@store.com,2025-06-13,marketplace,US,custom,inbound,61626,176.01,high,manual,approved,2025-06-16,
m_02689,Sunrise Depot,tgpqkdqo@mailinator.com,2025-03-20,home_goods,US,shopify,outbound,50515,353.86,low,auto,approved,2025-03-26,
m_02690,Blue Supply,cexmmzmskf@store.com,2025-09-08,fashion,US,shopify,outbound,78634,256.53,low,auto,approved,2025-09-14,
m_02691,Sunrise Hub,ndbwzj@outlook.com,2025-10-16,fashion,US,shopify,outbound,24984,108.6,med,auto,approved,2025-10-22,
m_02692,Nimbus Depot,tjcrafvsv@mailinator.com,2025-07-09,travel,US,shopify,inbound,66130,594.61,low,auto,declined,2025-07-12,INCONCLUSIVE
m_02693,Vertex Shop,tnkuzvg@merchant.com,2025-09-17,auto_parts,US,bigcommerce,inbound,31379,450.4,med,auto,approved,2025-09-19,
m_02694,Evergreen Outlet,uoelbgghsv@merchant.com,2025-06-15,fashion,AU,shopify,self_serve,77742,211.57,low,auto,approved,2025-06-15,
m_02695,Orbit Works,nxftrphz@store.com,2025-07-20,marketplace,US,woocommerce,inbound,62352,195.3,low,auto,approved,2025-07-27,
m_02696,Pioneer Direct,uepglhfrh@temp-mail.org,2025-02-23,marketplace,US,woocommerce,inbound,56078,132.05,low,manual,approved,2025-02-23,
m_02697,Orbit Direct,cszfdt@company.com,2025-08-04,home_goods,GB,magento,inbound,30868,285.33,low,auto,declined,2025-08-04,HIGH_RISK
m_02698,Orbit Supply,yckihpayyt@gmail.com,2025-03-28,fashion,US,bigcommerce,partner,58080,105.78,high,manual,approved,2025-03-30,
m_02699,Sunrise Outlet,vtecegbcvi@merchant.com,2025-11-14,digital_goods,US,salesforce_cc,inbound,58560,107.11,high,auto,approved,2025-11-17,
m_02700,Cedar Supply,llnxlfn@store.com,2025-04-27,health_beauty,US,woocommerce,partner,74278,112.15,low,auto,approved,2025-04-29,
m_02701,Apex Boutique,iyvcalqac@outlook.com,2025-03-07,auto_parts,AU,shopify,partner,34459,303.46,med,manual,approved,2025-03-07,
m_02702,Blue Outlet,fkjeqvyv@outlook.com,2025-02-24,electronics,US,shopify,self_serve,41385,449.66,low,auto,approved,2025-02-26,
m_02703,Vertex Supply,wcsbazlxw@gmail.com,2025-01-06,home_goods,GB,shopify,inbound,40225,277.95,low,manual,declined,2025-01-11,HIGH_RISK
m_02704,Cedar Goods,dtpgsimf@company.com,2025-04-04,fashion,AU,shopify,outbound,70045,212.92,med,manual,declined,2025-04-09,LIMIT_TOO_HIGH
m_02705,River Boutique,jslmxotmql@example.net,2025-03-30,jewelry,US,shopify,partner,119399,542.93,low,auto,declined,2025-03-30,INCONCLUSIVE
m_02706,Summit Collective,zqoohzh@gmail.com,2025-05-28,electronics,US,woocommerce,partner,73615,301.54,low,auto,declined,2025-06-04,POLICY
m_02707,Evergreen Market,zyucbd@store.com,2025-01-08,home_goods,US,woocommerce,self_serve,125417,200.73,low,auto,declined,2025-01-12,LIMIT_TOO_HIGH
m_02708,River Co,lhbkdssk@merchant.com,2025-03-26,electronics,US,shopify,inbound,75669,411.34,low,auto,approved,2025-03-26,
m_02709,River Trading,osnkxyrkca@company.com,2025-11-16,marketplace,US,shopify,inbound,118016,131.58,low,manual,approved,2025-11-21,
m_02710,Sunrise Labs,sewcmfj@store.com,2025-04-04,services,US,salesforce_cc,outbound,40355,184.6,med,manual,approved,2025-04-08,
m_02711,River Goods,xkienflhf@sharklasers.com,2025-11-26,marketplace,US,salesforce_cc,partner,41580,162.49,low,manual,declined,2025-11-30,POLICY
m_02712,Pioneer Shop,xqnkag@mailinator.com,2025-10-14,electronics,GB,bigcommerce,partner,96510,577.98,high,auto,approved,2025-10-18,
m_02713,Lumen Works,dewiouak@merchant.com,2025-01-30,health_beauty,US,shopify,inbound,132323,93.2,low,auto,approved,2025-01-31,
m_02714,Evergreen Labs,qoybisluev@yahoo.com,2025-05-13,fashion,US,shopify,inbound,77690,107.95,med,manual,approved,2025-05-18,
m_02715,River Market,capqjbeau@example.net,2025-01-12,home_goods,CA,bigcommerce,outbound,46290,243.18,high,manual,approved,2025-01-19,
m_02716,Marlin Supply,cyzrhady@merchant.com,2025-05-20,services,AU,magento,self_serve,42798,304.25,low,manual,approved,2025-05-22,
m_02717,River Collective,mljnseu@mailinator.com,2025-05-28,fashion,GB,magento,inbound,13509,127.84,med,manual,declined,2025-06-02,KYC_FAIL
m_02718,Summit Shop,rbiido@gmail.com,2025-10-13,electronics,US,shopify,inbound,101216,443.26,high,manual,approved,2025-10-20,
m_02719,Oak Co,kxoxyo@merchant.com,2025-05-09,electronics,US,bigcommerce,partner,36315,430.23,med,auto,approved,2025-05-10,
m_02720,Evergreen Trading,efhldk@sharklasers.com,2025-10-08,health_beauty,US,bigcommerce,partner,53103,79.24,med,manual,approved,2025-10-15,
m_02721,Oak Co,nduhzueo@gmail.com,2025-07-08,marketplace,US,woocommerce,inbound,27059,139.72,med,manual,approved,2025-07-13,
m_02722,Summit Depot,fktpxscw@company.com,2025-09-19,services,US,bigcommerce,self_serve,31174,208.89,high,auto,approved,2025-09-25,
m_02723,Marlin Supply,kbhkpzmnmx@gmail.com,2025-05-01,travel,GB,custom,outbound,41444,419.39,med,auto,approved,2025-05-05,
m_02724,River Works,iztyvwmnxm@outlook.com,2025-08-01,health_beauty,CA,custom,inbound,72341,85.44,low,auto,approved,2025-08-03,
m_02725,Nimbus Outlet,wnjgzyyuwg@outlook.com,2025-01-11,electronics,US,shopify,self_serve,41179,424.85,high,manual,approved,2025-01-18,
m_02726,Nimbus Trading,aewybyrs@merchant.com,2025-01-24,marketplace,US,custom,partner,45549,138.06,low,manual,approved,2025-01-30,
m_02727,Cedar Goods,ddctgkqam@company.com,2025-09-27,jewelry,US,custom,inbound,53788,562.84,low,manual,approved,2025-10-03,
m_02728,Orbit Trading,ymmwmsse@merchant.com,2025-11-10,electronics,US,woocommerce,outbound,52485,289.61,low,manual,approved,2025-11-16,
m_02729,Nimbus Hub,ayuugkef@company.com,2025-01-29,services,US,shopify,inbound,24674,213.01,low,auto,declined,2025-01-31,MISSING_DOCS
m_02730,Acme Hub,wbkuutib@merchant.com,2025-08-17,fashion,CA,salesforce_cc,outbound,103044,190.94,low,auto,approved,2025-08-20,
m_02731,Apex Co,hyrepttusb@outlook.com,2025-02-11,services,US,custom,partner,41720,251.02,high,auto,approved,2025-02-14,
m_02732,Apex Direct,mvvxnxdh@company.com,2025-12-10,electronics,US,salesforce_cc,self_serve,40066,408.66,low,auto,approved,2025-12-17,
m_02733,Nimbus Boutique,hmplgexgf@store.com,2025-01-25,auto_parts,CA,bigcommerce,outbound,87654,374.34,med,manual,approved,2025-01-27,
m_02734,Cedar Market,wbjjad@company.com,2025-03-08,services,US,shopify,inbound,33898,334.64,low,auto,approved,2025-03-15,
m_02735,Vertex Boutique,tuwamyjocg@example.net,2025-10-28,digital_goods,US,magento,partner,81011,95.14,low,auto,approved,2025-11-01,
m_02736,Sunrise Goods,uagqrvyst@store.com,2025-02-12,services,US,bigcommerce,partner,53611,178.21,low,auto,declined,2025-02-15,MISSING_DOCS
m_02737,Orbit Co,ujxbqpgd@store.com,2025-03-02,electronics,US,magento,self_serve,82890,511.8,low,auto,approved,2025-03-04,
m_02738,Lumen Labs,wccbztfdi@merchant.com,2025-11-26,marketplace,GB,bigcommerce,outbound,52828,119.49,low,auto,approved,2025-12-03,
m_02739,Lumen Depot,etuyhs@store.com,2025-01-30,fashion,US,custom,self_serve,104864,114.8,low,manual,approved,2025-02-06,
m_02740,Orbit Depot,qycgqvxkcc@company.com,2025-04-26,jewelry,US,shopify,partner,361109,426.69,low,auto,approved,2025-05-01,
m_02741,Blue Labs,elzltzh@company.com,2025-11-16,fashion,GB,salesforce_cc,inbound,26902,115.29,low,auto,declined,2025-11-18,HIGH_RISK
m_02742,Cedar Goods,wujfjdkdh@yahoo.com,2025-12-17,home_goods,US,shopify,inbound,113423,185.25,low,auto,approved,2025-12-19,
m_02743,Oak Outlet,tbujfe@store.com,2025-02-16,auto_parts,US,salesforce_cc,partner,61949,379.99,high,auto,approved,2025-02-21,
m_02744,Marlin Goods,aqjrevj@outlook.com,2025-10-04,electronics,CA,woocommerce,outbound,17939,439.16,low,auto,declined,2025-10-05,LIMIT_TOO_HIGH
m_02745,Marlin Boutique,zkqhmss@store.com,2025-12-10,health_beauty,US,custom,self_serve,84917,99.67,med,manual,declined,2025-12-12,INCONCLUSIVE
m_02746,Marlin Outlet,kveskt@store.com,2025-03-24,jewelry,US,shopify,self_serve,24581,662.97,med,auto,declined,2025-03-30,MISSING_DOCS
m_02747,Oak Depot,avwseep@store.com,2025-07-09,home_goods,US,magento,outbound,49328,350.39,high,auto,declined,2025-07-13,POLICY
m_02748,Blue Co,hrftprjm@outlook.com,2025-08-17,fashion,AU,bigcommerce,partner,17773,115.28,low,manual,approved,2025-08-22,
m_02749,Oak Supply,lqmsjqel@temp-mail.org,2025-05-08,travel,US,woocommerce,inbound,133901,816.87,low,auto,approved,2025-05-09,
m_02750,Marlin Labs,lrgavwv@merchant.com,2025-05-05,marketplace,US,shopify,inbound,171519,180.47,low,auto,approved,2025-05-10,
m_02751,Evergreen Store,bgxijqen@company.com,2025-05-15,digital_goods,US,custom,outbound,26638,72.58,med,manual,approved,2025-05-16,
m_02752,Acme Direct,cnxhpc@store.com,2025-10-27,services,US,magento,partner,68538,221.92,low,auto,approved,2025-11-03,
m_02753,Sunrise Store,ysaorxz@gmail.com,2025-01-10,digital_goods,GB,shopify,outbound,65927,98.2,med,auto,approved,2025-01-11,
