Sample,Sample Type,Carbonate Type,Location,Latitude,Longitude,Altitude（m）,Age(Ma),Age1(Ma),Period,Stage,Soil depth(cm),Burial depth（m）,N,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Temperature,δ18O water,Δ47Diagenetic alteration,reference
TBO7S-21b, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4.3,4.3,Neogene,Zanclean,,,,-2.80 ,-2.00 ,,0.725 ,14.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
TBO7S-25b, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,5.3,5.3,Neogene,Zanclean,,,,0.90 ,-2.00 ,,0.722 ,15.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
TBO7S-25b, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,5.3,5.3,Neogene,Zanclean,,,,0.90 ,-1.90 ,,0.748 ,6.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
TBO7S-6a, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4,4,Neogene,Zanclean,,,,-2.30 ,-4.00 ,,0.773 ,-2.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
TBO7S-6a, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4,4,Neogene,Zanclean,,,,-2.50 ,-4.10 ,,0.744 ,7.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
ZD0710(TB07s-9), fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,3.7,3.7,Neogene,Zanclean,,,,-0.20 ,-3.00 ,,0.749 ,6.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
ZD0710(TB07s-9), fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,3.7,3.7,Neogene,Zanclean,,,,-0.10 ,-2.90 ,,0.736 ,10.00 ,,1,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
2 SZ51.5, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4.2,4.2,Neogene,Zanclean,,,,-0.40 ,-2.30 ,0.673,0.730 ,9.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
1 SZ 32, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4.7,4.7,Neogene,Zanclean,,,,1.50 ,-2.40 ,0.685,0.740 ,5.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
1 SZ 18, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,4.9,4.9,Neogene,Zanclean,,,,0.60 ,-2.80 ,0.692,0.750 ,3.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
0.4 SZ 14.9, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,5.1,5.1,Neogene,Zanclean,,,,-7.30 ,18.70 ,0.693,0.750 ,2.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
0.4 SZ 4.8, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,5.2,5.2,Neogene,Zanclean,,,,-1.80 ,-1.40 ,0.682,0.740 ,6.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
0.3 SZ 38.25A, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,5.5,5.5,Neogene,Messinian,,,,-1.90 ,-6.80 ,0.685,0.740 ,5.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
0.3 SZ 22, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,6.1,6.1,Neogene,Messinian,,,,-2.60 ,-8.00 ,0.669,0.720 ,10.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
0.1 SZ 4.5, fossil shells ,aragonite,Zanda，Tibetan Plateau，China,31.50 ,80.00 ,2000-3000m,8.5,8.5,Neogene,Tortonian,,,,-1.10 ,-2.20 ,0.684,0.740 ,5.00 ,,NA,"Wang, Y., Passey, B., Roy, R., Deng, T., Jiang, S., Hannold, C., Wang, X., Lochner, E., Tripati, A., 2021. Clumped isotope thermometry of modern and fossil snail shells from the Himalayan-Tibetan Plateau: Implications for paleoclimate and paleoelevation reconstructions. GSA Bulletin 133, 1370-1380."
(KM) 16CoL-003B,nodule,calcite,"CottomLane， Northern Rocky Mountains, USA",44.75 ,-113.48 ,"Northern Rocky Mountains,＜2000m",~14.9,14.9,Neogene,Langhian,,,5,-6.29 ,-11.61 ,/,0.736 ,9.99 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
(KM) 16CoL-004,nodule,calcite,"CottomLane， Northern Rocky Mountains, USA",44.75 ,-113.48 ,"Northern Rocky Mountains,＜2000m",~14.9,14.9,Neogene,Langhian,,,5,-5.17 ,-16.92 ,/,0.690 ,24.45 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-022 A,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",14.73211667,14.73211667,Neogene,Langhian,,,5,-5.51 ,-12.92 ,/,0.744 ,7.68 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-022 B,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",14.73211667,14.73211667,Neogene,Langhian,,,5,-5.57 ,-13.66 ,/,0.698 ,22.04 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-021,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",14.75286667,14.75286667,Neogene,Langhian,,,5,-2.81 ,-15.60 ,/,0.696 ,22.70 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-018 A,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",14.87,14.87,Neogene,Langhian,,,5,-4.62 ,-13.45 ,/,0.705 ,19.55 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-016 A,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",14.953125,14.953125,Neogene,Langhian,,,6,-5.71 ,-14.73 ,/,0.702 ,20.66 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-014,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",15.49,15.49,Neogene,Langhian,,,6,-5.06 ,-16.84 ,/,0.700 ,21.24 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-010,concretion,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",15.6356,15.6356,Neogene,Langhian,,,5,-5.10 ,-14.54 ,/,0.700 ,21.29 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-007 A,concretion,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",15.83,15.83,Neogene,Langhian,,,6,-3.84 ,-15.12 ,/,0.712 ,17.33 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-004 B,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",16.01,16.01,Neogene,Burdigalian,,,5,-3.54 ,-15.29 ,/,0.712 ,17.41 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-002,concretion,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",16.06,16.06,Neogene,Burdigalian,,,5,-4.69 ,-14.01 ,/,0.694 ,23.37 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-000 B,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",16.11,16.11,Neogene,Burdigalian,,,5,-3.58 ,-15.81 ,/,0.690 ,24.44 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
16-HBM-025 A,nodule,calcite,"Hepburn's Mesa， Northern Rocky Mountains, USA",45.30 ,-110.82 ,"Northern Rocky Mountains,＜2000m",16.51,16.51,Neogene,Burdigalian,,,6,-3.94 ,-15.72 ,/,0.707 ,18.99 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
(KM) 16MoG-001,concretion,calcite,"Mollie Gulch， Northern Rocky Mountains, USA",44.74 ,-113.44 ,"Northern Rocky Mountains,＜2000m",~ 22.1,22.1,Neogene,Aquitanian,,,5,-4.88 ,-19.59 ,/,0.697 ,22.33 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
(KM) 16MoG-005,concretion,calcite,"Mollie Gulch， Northern Rocky Mountains, USA",44.74 ,-113.44 ,"Northern Rocky Mountains,＜2000m",~ 22.1,22.1,Neogene,Aquitanian,,,5,-5.80 ,-18.85 ,/,0.704 ,19.80 ,,0,"Methner, K., Mulch, A., Fiebig, J., Krsnik, E., Löffler, N., Bajnai, D., Chamberlain, C.P., 2021. Warm High‐Elevation Mid‐Latitudes During the Miocene Climatic Optimum: Paleosol Clumped Isotope Temperatures From the Northern Rocky Mountains, USA. Paleoceanography and Paleoclimatology 36."
Pipahai Lake,lacustrine authigenic carbonates,aragonite,Western China ,38.85 ,112.21 ,1770,morden,0,Quaternary,Holocene,,,2,,-2.66 ,/,0.702 ,18.72 ,2.92 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Daihai Lake,lacustrine authigenic carbonates,aragonite,Western China ,40.59 ,112.69 ,1218,morden,0,Quaternary,Holocene,,,—,,-4.61 ,/,—,—,3.78 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Chagan Lake,lacustrine authigenic carbonates,aragonite,Western China ,43.44 ,115.01 ,1021,morden,0,Quaternary,Holocene,,,2,,-5.25 ,/,0.700 ,19.32 ,-2.19 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Dali Lake,lacustrine authigenic carbonates,aragonite,Western China ,43.26 ,116.51 ,1228,morden,0,Quaternary,Holocene,,,—,,-2.53 ,/,—,—,-2.77 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Gahai Lake,lacustrine authigenic carbonates,aragonite,Western China ,37.02 ,100.57 ,3192,morden,0,Quaternary,Holocene,,,1,,0.58 ,/,0.714 ,15.90 ,1.14 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Qinghai Lake,lacustrine authigenic carbonates,aragonite,Western China ,36.60 ,100.65 ,3196,morden,0,Quaternary,Holocene,,,2,,1.06 ,/,0.728 ,12.70 ,1.44 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Kuhai Lake,lacustrine authigenic carbonates,aragonite,Western China ,35.33 ,99.19 ,4133,morden,0,Quaternary,Holocene,,,2,,0.81 ,/,0.761 ,5.69 ,-0.85 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Eling Lake,lacustrine authigenic carbonates,aragonite,Western China ,35.04 ,97.73 ,4272,morden,0,Quaternary,Holocene,,,2,,-4.73 ,/,0.731 ,12.03 ,-3.54 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Zhaling Lake,lacustrine authigenic carbonates,aragonite,Western China ,35.01 ,97.35 ,4298,morden,0,Quaternary,Holocene,,,2,,-3.04 ,/,0.686 ,22.61 ,-1.58 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Xingxinghai Lake,lacustrine authigenic carbonates,aragonite,Western China ,34.86 ,98.12 ,4224,morden,0,Quaternary,Holocene,,,2,,-5.64 ,/,0.696 ,20.28 ,-0.84 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Koucha Lake,lacustrine authigenic carbonates,aragonite,Western China ,34.01 ,97.24 ,4537,morden,0,Quaternary,Holocene,,,4,,-5.56 ,/,0.715 ,15.66 ,-3.55 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
Donggi Cona,lacustrine authigenic carbonates,aragonite,Western China ,35.28 ,98.67 ,4092,morden,0,Quaternary,Holocene,,,1,,-4.97 ,/,0.714 ,15.90 ,-3.99 ,0,"Li, H., Liu, X., Arnold, A., Elliott, B., Flores, R., Kelley, A.M., Tripati, A., 2021. Mass 47 clumped isotope signatures in modern lacustrine authigenic carbonates in Western China and other regions and implications for paleotemperature and paleoelevation reconstructions. Earth and Planetary Science Letters 562, 116840."
