Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin
EK2926,2024-03-24,DXB,FRA,DXB-FRA,Boeing 787-9,296,252,0.8542,6.5,Shoulder,Long Haul,High,331261.71,41044.0,372305.72,34680.26,14300.0,7800.0,20800.0,3900.0,11868.42,6788.89,4593.3,4003.12,50934.61,7250.47,31881.7,15199.79,2040.01,216040.57,156265.15,41.97
EK8715,2024-12-12,DXB,JFK,DXB-JFK,Airbus A380,517,475,0.9195,14.0,Peak,Long Haul,High,993283.75,126864.98,1120148.74,155528.56,70000.0,28000.0,84000.0,14000.0,7193.51,10285.63,3175.4,5985.46,157087.53,10919.87,110272.73,46256.87,5774.95,708480.5,411668.24,36.75
EK6684,2024-09-03,DXB,LHE,DXB-LHE,Airbus A350-900,325,216,0.6656,3.5,Normal,Medium Haul,Medium,138012.75,15945.82,153958.57,21438.37,8400.0,4550.0,12250.0,2275.0,3963.9,5873.01,3248.88,2670.4,24393.77,5420.28,18951.41,4849.92,2063.48,120348.4,33610.17,21.83
EK4625,2024-06-17,DXB,HYD,DXB-HYD,Boeing 787-9,296,193,0.6533,4.2,Low,Medium Haul,Medium,113211.4,14709.75,127921.15,21932.03,9240.0,5040.0,13440.0,2520.0,4542.78,,2581.59,3193.99,19502.82,4024.47,17422.29,6407.43,1724.42,115852.11,12069.04,9.43
EK2839,2024-03-21,DXB,HKG,DXB-HKG,Airbus A380,517,491,0.95,8.5,Shoulder,Long Haul,High,926495.14,136195.73,1062690.87,111537.59,42500.0,17000.0,51000.0,8500.0,4973.55,13422.45,5639.14,6711.32,185562.31,13547.97,71856.07,55627.28,4419.06,592296.77,470394.1,44.26
EK1764,2024-02-03,DXB,BAH,DXB-BAH,Airbus A320,180,171,0.95,1.3,Peak,Short Haul,High,45972.96,6080.24,52053.2,3191.45,1495.0,1014.0,2210.0,364.0,2372.41,2455.03,3482.25,783.85,8404.85,2611.31,5509.68,3112.56,2063.27,39069.66,12983.54,24.94
EK7737,2024-11-05,DXB,BAH,DXB-BAH,Boeing 737-800,189,159,0.844,1.3,Shoulder,Short Haul,High,37989.29,4440.71,42430.0,3517.56,1560.0,1040.0,2340.0,390.0,3678.73,4176.6,4579.34,682.57,5552.63,4537.4,5829.98,1331.71,1579.7,40796.22,1633.77,3.85
EK4139,2024-05-06,DXB,SIN,DXB-SIN,Airbus A380,517,451,0.8735,7.5,Normal,Long Haul,High,973981.42,135628.92,1109610.35,94848.45,37500.0,15000.0,45000.0,7500.0,6749.19,12780.86,5705.76,5022.24,181773.87,10076.75,58431.6,51327.06,5059.7,536775.48,572834.87,51.62
EK8194,2024-11-27,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,289,0.7319,7.5,Shoulder,Long Haul,Medium,575416.13,80224.03,655640.16,60841.84,26250.0,11250.0,33750.0,6000.0,2595.14,4136.17,3532.74,3365.38,90057.87,7794.21,48921.73,34089.94,2909.75,335494.78,320145.38,48.83
EK5899,2024-08-08,DXB,IST,DXB-IST,Airbus A350-900,325,259,0.7995,5.0,Low,Medium Haul,High,123480.85,15582.22,139063.07,32830.28,12000.0,6500.0,17500.0,3250.0,4259.06,7564.36,4135.23,2070.04,22495.81,6928.61,25888.52,6820.82,2561.17,154803.9,-15740.83,-11.32
EK3973,2024-05-22,DXB,HYD,DXB-HYD,Airbus A350-900,325,242,0.7467,4.2,Normal,Medium Haul,Medium,80382.75,10118.64,90501.39,23797.3,10080.0,5460.0,14700.0,2730.0,3691.16,3866.61,2458.12,2502.3,14914.78,6269.78,17650.63,3844.73,3460.07,115425.48,-24924.09,-27.54
EK2374,2024-03-09,DXB,MCT,DXB-MCT,Boeing 737-800,189,177,0.9395,1.2,Shoulder,Short Haul,High,49799.11,6469.94,56269.05,3077.29,1440.0,960.0,2160.0,360.0,3709.08,2544.29,3021.21,701.5,10050.58,4268.08,4671.04,1822.16,1896.15,40681.38,15587.68,27.7
EK7467,2024-10-22,DXB,HKG,DXB-HKG,Airbus A380,517,423,0.8188,8.5,Shoulder,Long Haul,High,852727.45,113704.81,966432.26,95249.13,42500.0,17000.0,51000.0,8500.0,4651.47,9644.46,4762.34,4036.36,163240.75,10288.4,67534.32,37656.4,5345.73,521409.35,445022.91,46.05
EK2024,2024-02-05,DXB,KHI,DXB-KHI,Airbus A320,180,155,0.8619,2.5,Peak,Medium Haul,Medium,123224.9,,138393.02,5672.5,2875.0,1950.0,4250.0,700.0,3150.06,2407.26,5147.07,1771.7,20220.31,4041.19,9129.04,5907.38,1741.89,68963.4,69429.62,50.17
EK3629,2024-04-23,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,292,0.7384,14.5,Shoulder,Long Haul,Medium,517428.5,61424.18,578852.68,125142.06,50750.0,21750.0,65250.0,11600.0,3761.68,5648.11,2020.64,7645.18,88568.96,7434.47,84334.75,31416.15,3345.94,508667.95,70184.73,12.12
EK1752,2024-02-17,DXB,KWI,DXB-KWI,Airbus A320,180,171,0.95,2.0,Peak,Short Haul,High,45102.02,4947.37,50049.39,5009.45,2300.0,1560.0,3400.0,560.0,2563.05,4599.57,3598.83,1120.07,6733.33,4291.24,6231.54,2519.34,2237.01,46723.44,3325.95,6.65
EK1351,2024-01-05,DXB,KHI,DXB-KHI,Airbus A320,180,129,0.7191,2.5,Peak,Medium Haul,Medium,65856.87,8877.61,74734.49,5625.87,2875.0,1950.0,4250.0,700.0,2080.45,2975.47,2580.62,1538.58,10052.3,3564.44,7736.4,2435.06,1727.06,50091.24,24643.25,32.97
EK7391,2024-10-31,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,361,0.9134,14.0,Shoulder,Long Haul,High,466683.63,57020.4,523704.02,122832.09,49000.0,21000.0,63000.0,11200.0,8551.44,6618.72,3424.59,9558.47,85299.78,5709.55,92353.47,28104.57,5107.58,511760.25,11943.78,2.28
EK2295,2024-02-05,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,309,0.7828,16.0,Peak,Long Haul,Medium,359187.05,,404147.54,125825.73,56000.0,24000.0,72000.0,12800.0,4061.04,8205.45,3996.89,8838.58,70997.5,6498.77,96681.84,19620.76,4157.19,513683.74,-109536.21,-27.1
EK5354,2024-07-08,DXB,LHE,DXB-LHE,Boeing 787-9,296,187,0.6344,3.5,Low,Medium Haul,Medium,100990.65,12364.19,113354.84,20798.53,7700.0,4200.0,11200.0,2100.0,2771.42,3610.43,4110.37,1566.39,19738.52,4872.86,18583.9,4826.76,1633.2,107712.38,5642.46,4.98
EK8685,2024-12-04,DXB,CMB,DXB-CMB,Airbus A350-900,325,248,0.7654,4.5,Peak,Medium Haul,Medium,171987.14,18699.46,190686.6,27362.06,10800.0,5850.0,15750.0,2925.0,3381.1,6432.54,4065.7,2162.71,31528.67,4227.27,23867.84,5872.37,2408.73,146634.0,44052.61,23.1
EK3809,2024-05-10,DXB,CAI,DXB-CAI,Airbus A350-900,325,238,0.733,3.5,Normal,Short Haul,Medium,60111.5,7315.02,67426.52,19661.24,8400.0,4550.0,12250.0,2275.0,3907.9,6060.54,5486.59,1725.54,10959.93,4630.12,18074.2,3826.09,2367.87,104175.03,-36748.51,-54.5
EK4487,2024-06-15,DXB,AMM,DXB-AMM,Airbus A350-900,325,208,0.6422,3.2,Low,Short Haul,Medium,50055.4,6822.92,56878.32,20624.98,7680.0,4160.0,11200.0,2080.0,3503.72,2988.89,2196.87,1453.59,7351.6,4311.3,17921.57,2872.45,1721.75,90066.72,-33188.4,-58.35
EK4038,2024-05-20,DXB,CMB,DXB-CMB,Boeing 787-9,296,199,0.6731,4.5,Normal,Medium Haul,Medium,82870.76,12185.51,95056.27,26901.3,9900.0,5400.0,14400.0,2700.0,3537.6,6441.57,3017.8,3281.08,13228.07,3450.02,24707.12,3774.87,2927.21,123666.66,-28610.39,-30.1
EK1561,2024-01-17,DXB,KUL,DXB-KUL,Airbus A350-900,325,273,0.8428,7.5,Peak,Long Haul,Medium,442304.43,50614.86,492919.3,43579.63,18000.0,9750.0,26250.0,4875.0,4905.47,6739.57,4972.53,3654.76,67104.56,6196.85,32277.16,18644.86,3945.79,250896.18,242023.12,49.1
EK4984,2024-06-14,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,233,0.59,14.5,Low,Long Haul,Medium,261471.6,36545.37,298016.96,132750.26,50750.0,21750.0,65250.0,11600.0,2323.96,5713.53,3556.91,6089.12,52990.62,3547.29,89946.99,14968.96,3296.24,464533.88,-166516.92,-55.87
EK5251,2024-07-01,DXB,LHR,DXB-LHR,Boeing 787-9,296,241,0.8173,7.0,Low,Medium Haul,High,108423.17,12499.7,120922.87,36050.08,15400.0,8400.0,22400.0,4200.0,10966.25,6124.08,5478.77,5472.84,21167.77,5740.79,36251.9,3930.87,2244.9,183828.25,-62905.38,-52.02
EK6160,2024-08-14,DXB,HKG,DXB-HKG,Airbus A380,517,365,0.7064,8.5,Low,Long Haul,High,572985.57,68488.7,641474.27,104276.98,42500.0,17000.0,51000.0,8500.0,6681.4,4935.96,5304.25,6619.09,96440.99,8797.71,61795.79,38088.28,3486.91,455427.35,186046.92,29.0
EK5771,2024-08-13,DXB,RUH,DXB-RUH,Boeing 737-800,189,133,0.7051,2.2,Low,Short Haul,Medium,33798.44,4819.04,38617.48,5613.85,2640.0,1760.0,3960.0,660.0,2051.13,2209.02,2104.03,1317.76,6511.07,3162.11,6560.68,1850.92,1886.14,42286.71,-3669.23,-9.5
EK2616,2024-03-01,DXB,LHR,DXB-LHR,Airbus A380,517,457,0.8842,7.0,Shoulder,Medium Haul,High,367777.27,52778.12,420555.4,89510.98,35000.0,14000.0,42000.0,7000.0,11874.7,8995.19,2810.53,5186.98,71686.28,10056.86,66819.84,25113.08,6423.15,396477.59,24077.81,5.73
EK8785,2024-12-22,DXB,SIN,DXB-SIN,Boeing 787-9,296,281,0.95,7.5,Peak,Long Haul,High,593590.84,83684.03,677274.87,42654.15,16500.0,9000.0,24000.0,4500.0,6350.94,5155.1,3487.91,5534.51,95535.59,4370.19,29309.71,25941.62,3061.25,275400.95,401873.92,59.34
EK2047,2024-02-18,DXB,LHE,DXB-LHE,Airbus A350-900,325,255,0.7875,3.5,Peak,Medium Haul,Medium,105028.48,14265.03,119293.51,21695.15,8400.0,4550.0,12250.0,2275.0,4880.11,4672.51,5533.68,2429.34,16702.6,5750.72,21104.31,5477.02,3520.73,119241.16,52.35,0.04
EK3221,2024-04-23,DXB,DEL,DXB-DEL,Boeing 787-9,296,249,0.8445,3.5,Shoulder,Medium Haul,High,178385.17,18437.47,196822.64,21130.9,7700.0,4200.0,11200.0,2100.0,5193.49,3323.93,4663.0,2069.84,34184.76,6597.66,19831.35,7943.15,3542.63,133680.69,63141.94,32.08
EK6430,2024-09-27,DXB,RUH,DXB-RUH,Boeing 737-800,189,130,0.6892,2.2,Normal,Short Haul,Medium,35649.39,4481.72,40131.11,5521.1,2640.0,1760.0,3960.0,660.0,3453.44,4144.09,3168.15,1229.26,6369.46,2123.01,7525.41,1748.26,1672.94,45975.11,-5844.0,-14.56
EK1414,2024-01-30,DXB,JFK,DXB-JFK,Airbus A380,517,472,0.9146,14.0,Peak,Long Haul,High,1116094.3,147622.08,1263716.38,159980.71,70000.0,28000.0,84000.0,14000.0,8732.82,13057.66,3017.15,5669.09,197302.72,13818.59,127241.03,67140.2,5905.09,797865.07,465851.31,36.86
EK3301,2024-04-10,DXB,HYD,DXB-HYD,Airbus A350-900,325,228,0.7042,4.2,Shoulder,Medium Haul,Medium,175436.3,22269.3,197705.6,24682.09,10080.0,5460.0,14700.0,2730.0,4994.83,5140.57,2478.12,2922.91,29940.84,4812.34,21262.95,10182.91,2852.81,142240.36,55465.23,28.05
EK3210,2024-04-24,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,344,0.8708,3.5,Shoulder,Medium Haul,High,152538.98,15985.19,168524.17,32320.53,12250.0,5250.0,15750.0,2800.0,5342.6,10132.67,4416.66,2796.39,30063.13,5761.52,30370.95,5984.93,3427.87,166667.27,1856.89,1.1
EK6375,2024-09-02,DXB,KWI,DXB-KWI,Airbus A320,180,150,0.8358,2.0,Normal,Short Haul,High,30462.31,3431.23,33893.54,4806.29,2300.0,1560.0,3400.0,560.0,3774.75,4457.49,2272.94,1065.76,5433.29,2992.53,6305.41,1355.02,1588.64,41872.12,-7978.59,-23.54
EK5472,2024-07-20,DXB,SIN,DXB-SIN,Boeing 787-9,296,229,0.7761,7.5,Low,Long Haul,High,426276.25,43303.56,469579.81,39043.38,16500.0,9000.0,24000.0,4500.0,5887.74,7055.86,3906.54,3702.4,68577.97,4701.01,32358.72,19562.35,2275.56,241071.52,228508.29,48.66
EK8320,2024-12-12,DXB,DOH,DXB-DOH,Airbus A320,180,162,0.9036,1.5,Peak,Short Haul,High,30802.83,4452.44,35255.27,3944.08,1725.0,1170.0,2550.0,420.0,4973.63,3595.95,3385.26,822.68,4396.24,3998.68,6314.01,1547.82,1960.65,40804.0,-5548.73,-15.74
EK8384,2024-12-01,DXB,KWI,DXB-KWI,Boeing 737-800,189,172,0.9134,2.0,Peak,Short Haul,High,41268.95,4866.78,46135.73,4716.72,2400.0,1600.0,3600.0,600.0,3946.67,4658.93,3578.81,1504.59,7775.75,3196.68,6355.47,2634.99,2284.1,48852.71,-2716.98,-5.89
EK7869,2024-11-03,DXB,IST,DXB-IST,Boeing 777-300ER,396,355,0.8981,5.0,Shoulder,Medium Haul,High,228179.48,23890.41,252069.89,43353.93,17500.0,7500.0,22500.0,4000.0,2848.97,10436.95,4295.73,3311.64,31670.12,9763.45,37951.74,8508.71,3961.09,207602.33,44467.57,17.64
EK7662,2024-11-13,DXB,MCT,DXB-MCT,Airbus A320,180,156,0.8669,1.2,Shoulder,Short Haul,High,40055.92,5758.37,45814.29,3064.58,1380.0,936.0,2040.0,336.0,2504.85,4440.0,2230.16,504.34,7740.78,3271.26,4995.2,1763.17,1791.36,36997.71,8816.58,19.24
EK7412,2024-10-15,DXB,SYD,DXB-SYD,Airbus A380,517,433,0.8392,14.5,Shoulder,Long Haul,High,705604.48,,776188.21,187744.56,72500.0,29000.0,87000.0,14500.0,10216.52,9316.38,4532.01,8265.39,99067.12,6913.77,144736.04,32060.43,5811.03,711663.25,64524.96,8.31
EK4184,2024-05-26,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,298,0.754,6.5,Normal,Long Haul,Medium,608816.17,74422.08,683238.24,53614.53,22750.0,9750.0,29250.0,5200.0,3329.58,6004.64,2428.29,2825.82,117553.71,4888.42,41313.55,31563.69,4278.64,334750.89,348487.35,51.01
EK7500,2024-10-08,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,303,0.7673,6.5,Shoulder,Long Haul,Medium,509302.9,63918.78,573221.68,54418.76,22750.0,9750.0,29250.0,5200.0,2710.01,5020.5,3736.0,3992.88,90133.93,8047.28,37517.36,26212.49,2523.77,301262.99,271958.69,47.44
EK1842,2024-02-02,DXB,AMM,DXB-AMM,Boeing 787-9,296,249,0.8435,3.2,Peak,Short Haul,Medium,59370.13,5977.44,65347.58,18662.74,7040.0,3840.0,10240.0,1920.0,3338.35,8681.88,3634.19,1377.46,8873.37,4347.95,18996.63,3392.42,3594.73,97939.7,-32592.13,-49.88
EK2146,2024-02-10,DXB,SIN,DXB-SIN,Airbus A380,517,471,0.911,7.5,Peak,Long Haul,High,704379.19,93352.48,797731.68,88648.67,37500.0,15000.0,45000.0,7500.0,6055.33,6212.8,4113.35,5090.13,113627.75,7429.54,54605.85,35429.42,4569.86,430782.68,366948.99,46.0
EK7096,2024-10-16,DXB,RUH,DXB-RUH,Airbus A320,180,122,0.6827,2.2,Shoulder,Short Haul,Medium,29725.2,3734.17,33459.37,4802.71,2530.0,1716.0,3740.0,616.0,2767.73,1688.31,5411.02,1350.08,4983.82,3417.37,6435.11,1510.27,1110.21,42078.64,-8619.26,-25.76
EK3683,2024-05-10,DXB,MCT,DXB-MCT,Airbus A320,180,148,0.8256,1.2,Normal,Short Haul,High,35363.2,4302.68,39665.88,2731.4,1380.0,936.0,2040.0,336.0,3333.82,4899.63,4939.94,681.2,6576.57,3198.49,5856.76,2003.76,1288.98,40202.55,-536.67,-1.35
EK8126,2024-11-22,DXB,SIN,DXB-SIN,Boeing 787-9,296,241,0.8165,7.5,Shoulder,Long Haul,High,271059.99,27932.41,298992.4,37523.57,16500.0,9000.0,24000.0,4500.0,4567.51,6381.49,2399.22,3118.53,37674.33,7146.74,35544.37,16394.43,3155.42,207905.63,91086.77,30.46
EK7375,2024-10-20,DXB,JFK,DXB-JFK,Boeing 787-9,296,259,0.8777,14.0,Shoulder,Long Haul,High,332777.81,43476.61,376254.42,70209.21,30800.0,16800.0,44800.0,8400.0,7174.28,8837.55,3433.52,9963.85,59011.73,6667.37,56575.61,22174.96,3576.82,348424.89,27829.53,7.4
EK5002,2024-07-13,DXB,DOH,DXB-DOH,Boeing 737-800,189,135,0.7181,1.5,Low,Short Haul,High,39545.89,5276.86,44822.76,4051.93,1800.0,1200.0,2700.0,450.0,2317.86,3917.73,4758.26,877.79,7315.04,2995.65,6866.65,2404.19,1575.51,43230.6,1592.15,3.55
EK5775,2024-08-16,DXB,RUH,DXB-RUH,Boeing 737-800,189,128,0.6812,2.2,Low,Short Haul,Medium,35221.72,4097.86,39319.58,5342.53,2640.0,1760.0,3960.0,660.0,4574.31,3722.57,3699.97,1308.41,5793.45,3416.69,7570.84,1353.95,1062.14,46864.85,-7545.27,-19.19
EK4936,2024-06-26,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,274,0.692,16.0,Low,Long Haul,Medium,350722.75,49127.4,399850.15,134049.02,56000.0,24000.0,72000.0,12800.0,3402.92,5351.02,4145.88,7806.58,63196.83,4853.41,92834.65,17459.6,3363.08,501262.97,-101412.82,-25.36
EK6333,2024-09-11,DXB,DOH,DXB-DOH,Boeing 737-800,189,156,0.8263,1.5,Normal,Short Haul,High,43426.81,6048.71,49475.52,4101.5,1800.0,1200.0,2700.0,450.0,3852.87,2279.75,2401.93,1077.48,6897.35,3244.99,5265.82,2529.3,1765.82,39566.81,9908.71,20.03
EK3662,2024-05-01,DXB,DOH,DXB-DOH,Boeing 737-800,189,150,0.7946,1.5,Normal,Short Haul,High,26251.68,3140.17,29391.85,3411.04,1800.0,1200.0,2700.0,450.0,2994.63,4036.63,2187.27,920.91,4559.38,4113.12,6382.21,1234.9,1563.72,37553.82,-8161.96,-27.77
EK1378,2024-01-24,DXB,LHE,DXB-LHE,Airbus A350-900,325,256,0.7894,3.5,Peak,Medium Haul,Medium,202630.16,25256.21,227886.37,21857.0,8400.0,4550.0,12250.0,2275.0,3818.08,3114.01,5937.05,2100.46,36075.82,4266.03,17275.42,8002.07,2395.24,132316.19,95570.18,41.94
EK2425,2024-03-19,DXB,BAH,DXB-BAH,Airbus A320,180,164,0.9153,1.3,Shoulder,Short Haul,High,55533.43,7163.09,62696.52,3381.83,1495.0,1014.0,2210.0,364.0,2627.89,4273.54,3317.56,548.18,9881.0,4208.17,5731.62,3408.89,2120.24,44581.92,18114.6,28.89
EK6379,2024-09-20,DXB,KWI,DXB-KWI,Boeing 737-800,189,155,0.8237,2.0,Normal,Short Haul,High,25117.84,3651.73,28769.57,4803.34,2400.0,1600.0,3600.0,600.0,2082.2,,2849.3,852.2,4771.08,3037.12,5871.35,1250.59,2151.72,38502.65,-9733.08,-33.83
EK2919,2024-03-01,DXB,FRA,DXB-FRA,Boeing 787-9,296,267,0.9035,6.5,Shoulder,Long Haul,High,458656.61,52195.84,510852.45,38504.86,14300.0,7800.0,20800.0,3900.0,11364.56,6663.64,4176.71,2825.13,64191.08,5946.17,29673.67,20191.76,3637.68,233975.28,276877.18,54.2
EK4034,2024-05-02,DXB,CMB,DXB-CMB,Boeing 787-9,296,197,0.6679,4.5,Normal,Medium Haul,Medium,130830.6,16628.33,147458.94,23879.94,9900.0,5400.0,14400.0,2700.0,4992.36,6853.72,5094.29,1929.1,20339.95,3006.21,18867.78,6545.32,2076.7,125985.37,21473.56,14.56
EK5126,2024-07-02,DXB,JED,DXB-JED,Boeing 737-800,189,121,0.6411,3.0,Low,Short Haul,Medium,33977.25,4938.39,38915.64,8215.8,3600.0,2400.0,5400.0,900.0,3590.21,4136.02,5074.68,2185.34,4954.04,3455.26,8501.07,2332.84,1584.93,56330.2,-17414.56,-44.75
EK2706,2024-03-20,DXB,CMB,DXB-CMB,Boeing 787-9,296,234,0.7924,4.5,Shoulder,Medium Haul,Medium,153893.83,17325.31,171219.14,24907.3,9900.0,5400.0,14400.0,2700.0,3029.41,5489.06,3486.12,1987.82,27701.85,4757.73,21275.38,5520.89,2187.9,132743.45,38475.68,22.47
EK4027,2024-05-01,DXB,CMB,DXB-CMB,Airbus A350-900,325,216,0.6652,4.5,Normal,Medium Haul,Medium,75638.86,8391.91,84030.78,27465.45,10800.0,5850.0,15750.0,2925.0,2771.77,6745.8,3762.71,1870.41,14106.29,3618.32,24711.93,4546.67,2745.63,127669.98,-43639.21,-51.93
EK2952,2024-03-26,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,322,0.8152,16.0,Shoulder,Long Haul,Medium,367766.24,48127.19,415893.43,144424.06,56000.0,24000.0,72000.0,12800.0,2627.42,4364.69,2426.84,8330.22,55693.58,9299.72,106504.84,21389.85,3803.22,523664.44,-107771.0,-25.91
EK4519,2024-06-09,DXB,BOM,DXB-BOM,Boeing 787-9,296,216,0.7328,3.2,Low,Medium Haul,High,97741.02,11936.49,109677.5,16252.8,7040.0,3840.0,10240.0,1920.0,7818.52,5252.07,3070.84,1465.8,16680.73,4239.71,19120.47,5838.9,3173.22,105953.05,3724.45,3.4
EK3227,2024-04-20,DXB,DEL,DXB-DEL,Airbus A350-900,325,290,0.8927,3.5,Shoulder,Medium Haul,High,205690.92,26121.54,231812.46,19382.4,8400.0,4550.0,12250.0,2275.0,7858.46,4294.84,2317.09,2584.5,37683.7,5107.62,19777.65,8735.07,3845.35,139061.69,92750.77,40.01
EK6970,2024-10-14,DXB,DOH,DXB-DOH,Airbus A320,180,161,0.8994,1.5,Shoulder,Short Haul,High,50868.33,5274.71,56143.04,3508.62,1725.0,1170.0,2550.0,420.0,4278.64,4199.46,4125.11,1020.0,8626.08,3216.71,6522.15,1758.74,2110.19,45230.69,10912.35,19.44
EK5350,2024-07-31,DXB,LHE,DXB-LHE,Boeing 787-9,296,203,0.6871,3.5,Low,Medium Haul,Medium,131211.05,18475.14,149686.18,19783.27,7700.0,4200.0,11200.0,2100.0,3064.56,4758.34,2416.99,1841.17,21506.96,5935.73,19323.21,4577.2,2507.23,110914.66,38771.52,25.9
EK5886,2024-08-03,DXB,IST,DXB-IST,Boeing 787-9,296,238,0.8054,5.0,Low,Medium Haul,High,174277.68,17866.97,192144.65,30041.33,11000.0,6000.0,16000.0,3000.0,4301.72,5918.56,4011.11,3561.42,30158.88,5297.69,21226.21,7549.91,2497.29,150564.12,41580.53,21.64
EK3199,2024-04-30,DXB,BOM,DXB-BOM,Airbus A350-900,325,270,0.8331,3.2,Shoulder,Medium Haul,High,214917.56,29541.97,244459.53,18389.66,7680.0,4160.0,11200.0,2080.0,5277.02,6344.64,5668.25,1875.49,40568.4,8074.96,20130.5,12991.53,2789.26,147229.72,97229.81,39.77
EK3728,2024-05-21,DXB,BAH,DXB-BAH,Boeing 737-800,189,157,0.8347,1.3,Normal,Short Haul,High,31268.06,3387.32,34655.37,3228.16,1560.0,1040.0,2340.0,390.0,3095.52,2181.19,5839.34,765.85,5668.28,3112.73,5634.45,1092.96,1348.8,37297.28,-2641.91,-7.62
EK2817,2024-03-06,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,350,0.8859,7.5,Shoulder,Long Haul,High,457001.56,48983.19,505984.75,60870.05,26250.0,11250.0,33750.0,6000.0,7348.34,6663.52,3160.42,5741.36,60798.94,8587.22,45868.92,28135.84,3726.99,308151.6,197833.15,39.1
EK8114,2024-11-26,DXB,SIN,DXB-SIN,Boeing 787-9,296,256,0.8657,7.5,Shoulder,Long Haul,High,610483.55,76983.32,687466.86,37828.99,16500.0,9000.0,24000.0,4500.0,4223.68,6943.25,5412.4,4128.41,118570.19,5587.88,28205.9,31484.55,3526.91,299912.14,387554.72,56.37
EK2595,2024-03-10,DXB,LHR,DXB-LHR,Boeing 787-9,296,274,0.9258,7.0,Shoulder,Medium Haul,High,141134.77,17287.56,158422.33,35414.92,15400.0,8400.0,22400.0,4200.0,10535.53,8158.97,3729.11,5052.28,21372.43,7734.9,36591.96,8265.6,3234.77,190490.46,-32068.13,-20.24
EK6201,2024-08-09,DXB,KUL,DXB-KUL,Airbus A350-900,325,204,0.628,7.5,Low,Long Haul,Medium,166471.19,20140.32,186611.51,46099.39,18000.0,9750.0,26250.0,4875.0,4223.5,3655.7,3009.69,5547.19,26718.05,3497.09,29295.2,10411.76,1926.78,193259.36,-6647.85,-3.56
EK2665,2024-03-17,DXB,MAA,DXB-MAA,Boeing 787-9,296,213,0.7199,4.5,Shoulder,Medium Haul,Medium,147614.31,18941.09,166555.4,25312.14,9900.0,5400.0,14400.0,2700.0,3448.65,6926.6,4402.88,3196.44,28089.98,3386.19,19672.34,6299.7,3136.11,136271.05,30284.35,18.18
EK4121,2024-05-29,DXB,SIN,DXB-SIN,Airbus A380,517,451,0.8727,7.5,Normal,Long Haul,High,543079.94,75750.38,618830.32,86636.35,37500.0,15000.0,45000.0,7500.0,6699.96,10707.7,2109.46,3857.91,78722.82,7087.45,56121.02,37087.06,4784.35,398814.08,220016.24,35.55
EK5192,2024-07-03,DXB,DEL,DXB-DEL,Boeing 787-9,296,209,0.7072,3.5,Low,Medium Haul,High,119300.69,12461.1,131761.79,17656.57,7700.0,4200.0,11200.0,2100.0,7761.11,4486.32,5380.12,2197.29,21776.05,4665.9,21086.68,7530.67,3055.58,120796.31,10965.49,8.32
EK5679,2024-08-28,DXB,MCT,DXB-MCT,Boeing 737-800,189,132,0.7,1.2,Low,Short Haul,High,20250.23,2888.94,23139.17,2976.82,1440.0,960.0,2160.0,360.0,2355.65,2069.44,5181.81,938.72,3402.1,3014.09,5394.99,771.05,1644.81,32669.49,-9530.32,-41.19
EK4377,2024-06-22,DXB,KWI,DXB-KWI,Airbus A320,180,139,0.7749,2.0,Low,Short Haul,High,28255.69,3189.75,31445.44,4878.22,2300.0,1560.0,3400.0,560.0,3778.95,4457.1,3698.73,813.74,5454.45,2869.9,6707.48,1741.56,1381.74,43601.86,-12156.42,-38.66
EK2175,2024-02-01,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,375,0.9477,8.5,Peak,Long Haul,High,644232.76,82159.09,726391.85,67557.89,29750.0,12750.0,38250.0,6800.0,6566.24,10314.41,5705.35,5092.25,96898.03,7793.58,57857.29,41681.67,4686.5,391703.21,334688.64,46.08
EK5038,2024-07-16,DXB,MCT,DXB-MCT,Boeing 737-800,189,151,0.7995,1.2,Low,Short Haul,High,42525.44,6153.47,48678.9,2921.85,1440.0,960.0,2160.0,360.0,3999.5,1996.02,3264.64,491.98,7890.22,4279.55,5437.76,1955.75,1549.55,38706.83,9972.07,20.49
